gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
522381,2012-09-30,9,HOLX,859737,Hologic,-73.634,2002.652,616.839,370.222,10477.108,7516.077,2961.031
522381,2013-09-30,9,HOLX,859737,Hologic,-1172.838,2492.279,818.16,493.822,9000.823,7059.31,1941.513
522381,2014-09-30,9,HOLX,859737,Hologic,17.3,2530.7,731.3,508.4,8414.7,6351.7,2063.0
522381,2015-09-30,9,HOLX,859737,Hologic,131.6,2705.0,755.5,786.1,7670.1,5590.9,2079.2
522381,2016-09-30,9,HOLX,859737,Hologic,330.8,2832.7,756.8,787.2,7317.0,5174.3,2142.7
522381,2017-09-30,9,HOLX,859737,Hologic,755.5,3058.8,881.8,8.3,7979.6,5194.9,2784.7
522381,2018-09-30,9,HOLX,859737,Hologic,-111.3,3217.9,886.6,732.9,7230.9,4802.1,2428.8
522381,2019-09-30,9,HOLX,859737,Hologic,-203.6,3367.3,,649.5,6442.1,4326.4,2115.7
