gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
719863,2012-12-31,12,ANET,1596532,Arista Networks,21.349,193.408,61.252,26.306,,,18.91
719863,2013-12-31,12,ANET,1596532,Arista Networks,42.46,361.224,122.686,34.648,364.52,286.788,77.732
719863,2014-12-31,12,ANET,1596532,Arista Networks,86.85,584.106,192.015,114.516,811.023,255.365,555.658
719863,2015-12-31,12,ANET,1596532,Arista Networks,121.102,837.591,263.585,200.533,1159.89,371.738,788.152
719863,2016-12-31,12,ANET,1596532,Arista Networks,184.189,1129.167,369.768,131.44,1729.007,621.187,1107.82
719863,2017-12-31,12,ANET,1596532,Arista Networks,423.201,1646.186,584.417,631.627,2460.86,798.946,1661.914
719863,2018-12-31,12,ANET,1596532,Arista Networks,328.115,2151.369,777.992,503.119,3081.983,938.594,2143.389
719863,2019-12-31,12,ANET,1596532,Arista Networks,859.867,2410.706,866.368,963.034,4185.29,1290.604,2894.686
