YR,PRD_DE,C1_NM,C2_NM,C3_NM,C4_NM,DT
2015,201501,총계,단독,다가구,동수,1897
2015,201501,총계,단독,다가구,가구수,11110
2015,201501,총계,다세대,다세대,다세대,6720
2015,201501,총계,연립,연립,연립,851
2015,201501,총계,아파트,아파트,아파트,20262
2015,201501,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),12400
2015,201501,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),14594
2015,201501,수도권소계,단독,단독,단독,1008
2015,201501,수도권소계,단독,다가구,동수,577
2015,201501,수도권소계,단독,다가구,가구수,2771
2015,201501,수도권소계,다세대,다세대,다세대,5263
2015,201501,수도권소계,연립,연립,연립,411
2015,201501,수도권소계,아파트,아파트,아파트,5141
2015,201501,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4986
2015,201501,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5511
2015,201501,서울,단독,단독,단독,181
2015,201501,서울,단독,다가구,동수,171
2015,201501,서울,단독,다가구,가구수,696
2015,201501,서울,다세대,다세대,다세대,2781
2015,201501,서울,연립,연립,연립,274
2015,201501,서울,아파트,아파트,아파트,1579
2015,201501,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),877
2015,201501,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),987
2015,201501,인천,단독,단독,단독,143
2015,201501,인천,단독,다가구,동수,40
2015,201501,인천,단독,다가구,가구수,150
2015,201501,인천,다세대,다세대,다세대,239
2015,201501,인천,연립,연립,연립,64
2015,201501,인천,아파트,아파트,아파트,391
2015,201501,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),6537
2015,201501,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),8096
2015,201501,경기,단독,단독,단독,684
2015,201501,경기,단독,다가구,동수,366
2015,201501,경기,단독,다가구,가구수,1925
2015,201501,경기,다세대,다세대,다세대,2243
2015,201501,경기,연립,연립,연립,73
2015,201501,경기,아파트,아파트,아파트,3171
2015,201501,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),21847
2015,201501,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),28866
2015,201501,지방소계,단독,단독,단독,3509
2015,201501,지방소계,단독,다가구,동수,1320
2015,201501,지방소계,단독,다가구,가구수,8339
2015,201501,지방소계,다세대,다세대,다세대,1457
2015,201501,지방소계,연립,연립,연립,440
2015,201501,지방소계,아파트,아파트,아파트,15121
2015,201501,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),7262
2015,201501,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),9881
2015,201501,기타광역시,단독,단독,단독,566
2015,201501,기타광역시,단독,다가구,동수,540
2015,201501,기타광역시,단독,다가구,가구수,3159
2015,201501,기타광역시,다세대,다세대,다세대,712
2015,201501,기타광역시,연립,연립,연립,194
2015,201501,기타광역시,아파트,아파트,아파트,5250
2015,201501,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2324
2015,201501,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2787
2015,201501,부산,단독,단독,단독,201
2015,201501,부산,단독,다가구,동수,203
2015,201501,부산,단독,다가구,가구수,666
2015,201501,부산,다세대,다세대,다세대,478
2015,201501,부산,연립,연립,연립,11
2015,201501,부산,아파트,아파트,아파트,1431
2015,201501,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2363
2015,201501,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3182
2015,201501,대구,단독,단독,단독,108
2015,201501,대구,단독,다가구,동수,132
2015,201501,대구,단독,다가구,가구수,951
2015,201501,대구,다세대,다세대,다세대,100
2015,201501,대구,아파트,아파트,아파트,2023
2015,201501,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1687
2015,201501,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2164
2015,201501,광주,단독,단독,단독,118
2015,201501,광주,단독,다가구,동수,47
2015,201501,광주,단독,다가구,가구수,524
2015,201501,광주,다세대,다세대,다세대,60
2015,201501,광주,아파트,아파트,아파트,1462
2015,201501,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),609
2015,201501,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),932
2015,201501,대전,단독,단독,단독,47
2015,201501,대전,단독,다가구,동수,60
2015,201501,대전,단독,다가구,가구수,383
2015,201501,대전,다세대,다세대,다세대,18
2015,201501,대전,연립,연립,연립,164
2015,201501,대전,아파트,아파트,아파트,320
2015,201501,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),279
2015,201501,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),816
2015,201501,울산,단독,단독,단독,92
2015,201501,울산,단독,다가구,동수,98
2015,201501,울산,단독,다가구,가구수,635
2015,201501,울산,다세대,다세대,다세대,56
2015,201501,울산,연립,연립,연립,19
2015,201501,울산,아파트,아파트,아파트,14
2015,201501,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),14585
2015,201501,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),18985
2015,201501,기타지방,단독,단독,단독,2943
2015,201501,기타지방,단독,다가구,동수,780
2015,201501,기타지방,단독,다가구,가구수,5180
2015,201501,기타지방,다세대,다세대,다세대,745
2015,201501,기타지방,연립,연립,연립,246
2015,201501,기타지방,아파트,아파트,아파트,9871
2015,201501,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2397
2015,201501,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2398
2015,201501,세종,단독,단독,단독,29
2015,201501,세종,단독,다가구,동수,1
2015,201501,세종,단독,다가구,가구수,2
2015,201501,세종,다세대,다세대,다세대,22
2015,201501,세종,연립,연립,연립,29
2015,201501,세종,아파트,아파트,아파트,2316
2015,201501,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),339
2015,201501,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),602
2015,201501,강원,단독,단독,단독,237
2015,201501,강원,단독,다가구,동수,68
2015,201501,강원,단독,다가구,가구수,331
2015,201501,강원,다세대,다세대,다세대,16
2015,201501,강원,아파트,아파트,아파트,18
2015,201501,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),531
2015,201501,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),956
2015,201501,충북,단독,단독,단독,313
2015,201501,충북,단독,다가구,동수,62
2015,201501,충북,단독,다가구,가구수,487
2015,201501,충북,다세대,다세대,다세대,156
2015,201501,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),955
2015,201501,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1733
2015,201501,충남,단독,단독,단독,347
2015,201501,충남,단독,다가구,동수,100
2015,201501,충남,단독,다가구,가구수,878
2015,201501,충남,다세대,다세대,다세대,165
2015,201501,충남,연립,연립,연립,60
2015,201501,충남,아파트,아파트,아파트,283
2015,201501,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2772
2015,201501,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3177
2015,201501,전북,단독,단독,단독,253
2015,201501,전북,단독,다가구,동수,64
2015,201501,전북,단독,다가구,가구수,469
2015,201501,전북,다세대,다세대,다세대,46
2015,201501,전북,아파트,아파트,아파트,2409
2015,201501,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1918
2015,201501,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2130
2015,201501,전남,단독,단독,단독,514
2015,201501,전남,단독,다가구,동수,57
2015,201501,전남,단독,다가구,가구수,269
2015,201501,전남,다세대,다세대,다세대,8
2015,201501,전남,아파트,아파트,아파트,1339
2015,201501,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),896
2015,201501,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2022
2015,201501,경북,단독,단독,단독,503
2015,201501,경북,단독,다가구,동수,124
2015,201501,경북,단독,다가구,가구수,1250
2015,201501,경북,다세대,다세대,다세대,96
2015,201501,경북,연립,연립,연립,44
2015,201501,경북,아파트,아파트,아파트,129
2015,201501,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4063
2015,201501,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5003
2015,201501,경남,단독,단독,단독,569
2015,201501,경남,단독,다가구,동수,231
2015,201501,경남,단독,다가구,가구수,1171
2015,201501,경남,다세대,다세대,다세대,84
2015,201501,경남,연립,연립,연립,32
2015,201501,경남,아파트,아파트,아파트,3147
2015,201501,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),714
2015,201501,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),964
2015,201501,제주,단독,단독,단독,178
2015,201501,제주,단독,다가구,동수,73
2015,201501,제주,단독,다가구,가구수,323
2015,201501,제주,다세대,다세대,다세대,152
2015,201501,제주,연립,연립,연립,81
2015,201501,제주,아파트,아파트,아파트,230
2015,201502,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),28613
2015,201502,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),36416
2015,201502,총계,단독,단독,단독,3052
2015,201502,총계,단독,다가구,동수,1345
2015,201502,총계,단독,다가구,가구수,9148
2015,201502,총계,다세대,다세대,다세대,6351
2015,201502,총계,연립,연립,연립,1077
2015,201502,총계,아파트,아파트,아파트,16788
2015,201502,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),14032
2015,201502,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),15111
2015,201502,수도권소계,단독,단독,단독,549
2015,201502,수도권소계,단독,다가구,동수,286
2015,201502,수도권소계,단독,다가구,가구수,1365
2015,201502,수도권소계,다세대,다세대,다세대,4901
2015,201502,수도권소계,연립,연립,연립,230
2015,201502,수도권소계,아파트,아파트,아파트,8066
2015,201502,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3924
2015,201502,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4056
2015,201502,서울,단독,단독,단독,81
2015,201502,서울,단독,다가구,동수,39
2015,201502,서울,단독,다가구,가구수,171
2015,201502,서울,다세대,다세대,다세대,2523
2015,201502,서울,연립,연립,연립,24
2015,201502,서울,아파트,아파트,아파트,1257
2015,201502,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),741
2015,201502,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),791
2015,201502,인천,단독,단독,단독,88
2015,201502,인천,단독,다가구,동수,11
2015,201502,인천,단독,다가구,가구수,61
2015,201502,인천,다세대,다세대,다세대,324
2015,201502,인천,연립,연립,연립,109
2015,201502,인천,아파트,아파트,아파트,209
2015,201502,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),9367
2015,201502,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),10264
2015,201502,경기,단독,단독,단독,380
2015,201502,경기,단독,다가구,동수,236
2015,201502,경기,단독,다가구,가구수,1133
2015,201502,경기,다세대,다세대,다세대,2054
2015,201502,경기,연립,연립,연립,97
2015,201502,경기,아파트,아파트,아파트,6600
2015,201502,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),14581
2015,201502,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),21305
2015,201502,지방소계,단독,단독,단독,2503
2015,201502,지방소계,단독,다가구,동수,1059
2015,201502,지방소계,단독,다가구,가구수,7783
2015,201502,지방소계,다세대,다세대,다세대,1450
2015,201502,지방소계,연립,연립,연립,847
2015,201502,지방소계,아파트,아파트,아파트,8722
2015,201502,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5331
2015,201502,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),7609
2015,201502,기타광역시,단독,단독,단독,429
2015,201502,기타광역시,단독,다가구,동수,414
2015,201502,기타광역시,단독,다가구,가구수,2692
2015,201502,기타광역시,다세대,다세대,다세대,737
2015,201502,기타광역시,연립,연립,연립,268
2015,201502,기타광역시,아파트,아파트,아파트,3483
2015,201502,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1020
2015,201502,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1466
2015,201502,부산,단독,단독,단독,132
2015,201502,부산,단독,다가구,동수,152
2015,201502,부산,단독,다가구,가구수,598
2015,201502,부산,다세대,다세대,다세대,568
2015,201502,부산,아파트,아파트,아파트,168
2015,201502,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),785
2015,201502,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1485
2015,201502,대구,단독,단독,단독,75
2015,201502,대구,단독,다가구,동수,100
2015,201502,대구,단독,다가구,가구수,800
2015,201502,대구,다세대,다세대,다세대,61
2015,201502,대구,아파트,아파트,아파트,549
2015,201502,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1178
2015,201502,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1525
2015,201502,광주,단독,단독,단독,27
2015,201502,광주,단독,다가구,동수,34
2015,201502,광주,단독,다가구,가구수,381
2015,201502,광주,다세대,다세대,다세대,43
2015,201502,광주,연립,연립,연립,268
2015,201502,광주,아파트,아파트,아파트,806
2015,201502,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),377
2015,201502,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),744
2015,201502,대전,단독,단독,단독,70
2015,201502,대전,단독,다가구,동수,52
2015,201502,대전,단독,다가구,가구수,419
2015,201502,대전,다세대,다세대,다세대,3
2015,201502,대전,아파트,아파트,아파트,252
2015,201502,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1971
2015,201502,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2389
2015,201502,울산,단독,단독,단독,125
2015,201502,울산,단독,다가구,동수,76
2015,201502,울산,단독,다가구,가구수,494
2015,201502,울산,다세대,다세대,다세대,62
2015,201502,울산,아파트,아파트,아파트,1708
2015,201502,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),9250
2015,201502,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),13696
2015,201502,기타지방,단독,단독,단독,2074
2015,201502,기타지방,단독,다가구,동수,645
2015,201502,기타지방,단독,다가구,가구수,5091
2015,201502,기타지방,다세대,다세대,다세대,713
2015,201502,기타지방,연립,연립,연립,579
2015,201502,기타지방,아파트,아파트,아파트,5239
2015,201502,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1364
2015,201502,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1417
2015,201502,세종,단독,단독,단독,36
2015,201502,세종,단독,다가구,동수,5
2015,201502,세종,단독,다가구,가구수,58
2015,201502,세종,연립,연립,연립,12
2015,201502,세종,아파트,아파트,아파트,1311
2015,201502,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),344
2015,201502,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),630
2015,201502,강원,단독,단독,단독,202
2015,201502,강원,단독,다가구,동수,51
2015,201502,강원,단독,다가구,가구수,337
2015,201502,강원,다세대,다세대,다세대,63
2015,201502,강원,연립,연립,연립,28
2015,201502,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),325
2015,201502,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),661
2015,201502,충북,단독,단독,단독,155
2015,201502,충북,단독,다가구,동수,38
2015,201502,충북,단독,다가구,가구수,374
2015,201502,충북,다세대,다세대,다세대,103
2015,201502,충북,아파트,아파트,아파트,29
2015,201502,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),917
2015,201502,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1474
2015,201502,충남,단독,단독,단독,203
2015,201502,충남,단독,다가구,동수,62
2015,201502,충남,단독,다가구,가구수,619
2015,201502,충남,다세대,다세대,다세대,122
2015,201502,충남,연립,연립,연립,57
2015,201502,충남,아파트,아파트,아파트,473
2015,201502,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),950
2015,201502,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1294
2015,201502,전북,단독,단독,단독,175
2015,201502,전북,단독,다가구,동수,46
2015,201502,전북,단독,다가구,가구수,390
2015,201502,전북,다세대,다세대,다세대,8
2015,201502,전북,아파트,아파트,아파트,721
2015,201502,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),784
2015,201502,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1009
2015,201502,전남,단독,단독,단독,341
2015,201502,전남,단독,다가구,동수,40
2015,201502,전남,단독,다가구,가구수,265
2015,201502,전남,다세대,다세대,다세대,44
2015,201502,전남,연립,연립,연립,116
2015,201502,전남,아파트,아파트,아파트,243
2015,201502,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2654
2015,201502,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4180
2015,201502,경북,단독,단독,단독,500
2015,201502,경북,단독,다가구,동수,152
2015,201502,경북,단독,다가구,가구수,1678
2015,201502,경북,다세대,다세대,다세대,140
2015,201502,경북,연립,연립,연립,131
2015,201502,경북,아파트,아파트,아파트,1731
2015,201502,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1282
2015,201502,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2125
2015,201502,경남,단독,단독,단독,376
2015,201502,경남,단독,다가구,동수,170
2015,201502,경남,단독,다가구,가구수,1013
2015,201502,경남,다세대,다세대,다세대,121
2015,201502,경남,연립,연립,연립,40
2015,201502,경남,아파트,아파트,아파트,575
2015,201502,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),630
2015,201502,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),906
2015,201502,제주,단독,단독,단독,86
2015,201502,제주,단독,다가구,동수,81
2015,201502,제주,단독,다가구,가구수,357
2015,201502,제주,다세대,다세대,다세대,112
2015,201502,제주,연립,연립,연립,195
2015,201502,제주,아파트,아파트,아파트,156
2015,201503,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),29804
2015,201503,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),37286
2015,201503,총계,단독,단독,단독,2818
2015,201503,총계,단독,다가구,동수,1257
2015,201503,총계,단독,다가구,가구수,8739
2015,201503,총계,다세대,다세대,다세대,5991
2015,201503,총계,연립,연립,연립,1415
2015,201503,총계,아파트,아파트,아파트,18323
2015,201503,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),10002
2015,201503,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),11254
2015,201503,수도권소계,단독,단독,단독,484
2015,201503,수도권소계,단독,다가구,동수,307
2015,201503,수도권소계,단독,다가구,가구수,1559
2015,201503,수도권소계,다세대,다세대,다세대,4868
2015,201503,수도권소계,연립,연립,연립,305
2015,201503,수도권소계,아파트,아파트,아파트,4038
2015,201503,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3981
2015,201503,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4148
2015,201503,서울,단독,단독,단독,51
2015,201503,서울,단독,다가구,동수,45
2015,201503,서울,단독,다가구,가구수,212
2015,201503,서울,다세대,다세대,다세대,2684
2015,201503,서울,연립,연립,연립,26
2015,201503,서울,아파트,아파트,아파트,1175
2015,201503,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),954
2015,201503,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1054
2015,201503,인천,단독,단독,단독,61
2015,201503,인천,단독,다가구,동수,34
2015,201503,인천,단독,다가구,가구수,134
2015,201503,인천,다세대,다세대,다세대,266
2015,201503,인천,연립,연립,연립,76
2015,201503,인천,아파트,아파트,아파트,517
2015,201503,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5067
2015,201503,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),6052
2015,201503,경기,단독,단독,단독,372
2015,201503,경기,단독,다가구,동수,228
2015,201503,경기,단독,다가구,가구수,1213
2015,201503,경기,다세대,다세대,다세대,1918
2015,201503,경기,연립,연립,연립,203
2015,201503,경기,아파트,아파트,아파트,2346
2015,201503,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),19802
2015,201503,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),26032
2015,201503,지방소계,단독,단독,단독,2334
2015,201503,지방소계,단독,다가구,동수,950
2015,201503,지방소계,단독,다가구,가구수,7180
2015,201503,지방소계,다세대,다세대,다세대,1123
2015,201503,지방소계,연립,연립,연립,1110
2015,201503,지방소계,아파트,아파트,아파트,14285
2015,201503,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),7682
2015,201503,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),9885
2015,201503,기타광역시,단독,단독,단독,302
2015,201503,기타광역시,단독,다가구,동수,356
2015,201503,기타광역시,단독,다가구,가구수,2559
2015,201503,기타광역시,다세대,다세대,다세대,617
2015,201503,기타광역시,연립,연립,연립,116
2015,201503,기타광역시,아파트,아파트,아파트,6291
2015,201503,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2493
2015,201503,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2763
2015,201503,부산,단독,단독,단독,69
2015,201503,부산,단독,다가구,동수,83
2015,201503,부산,단독,다가구,가구수,353
2015,201503,부산,다세대,다세대,다세대,428
2015,201503,부산,아파트,아파트,아파트,1913
2015,201503,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2801
2015,201503,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3607
2015,201503,대구,단독,단독,단독,76
2015,201503,대구,단독,다가구,동수,111
2015,201503,대구,단독,다가구,가구수,917
2015,201503,대구,다세대,다세대,다세대,123
2015,201503,대구,아파트,아파트,아파트,2491
2015,201503,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),900
2015,201503,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1301
2015,201503,광주,단독,단독,단독,29
2015,201503,광주,단독,다가구,동수,40
2015,201503,광주,단독,다가구,가구수,441
2015,201503,광주,연립,연립,연립,96
2015,201503,광주,아파트,아파트,아파트,735
2015,201503,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),124
2015,201503,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),444
2015,201503,대전,단독,단독,단독,20
2015,201503,대전,단독,다가구,동수,47
2015,201503,대전,단독,다가구,가구수,367
2015,201503,대전,다세대,다세대,다세대,37
2015,201503,대전,연립,연립,연립,20
2015,201503,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1364
2015,201503,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1770
2015,201503,울산,단독,단독,단독,108
2015,201503,울산,단독,다가구,동수,75
2015,201503,울산,단독,다가구,가구수,481
2015,201503,울산,다세대,다세대,다세대,29
2015,201503,울산,아파트,아파트,아파트,1152
2015,201503,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),12120
2015,201503,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),16147
2015,201503,기타지방,단독,단독,단독,2032
2015,201503,기타지방,단독,다가구,동수,594
2015,201503,기타지방,단독,다가구,가구수,4621
2015,201503,기타지방,다세대,다세대,다세대,506
2015,201503,기타지방,연립,연립,연립,994
2015,201503,기타지방,아파트,아파트,아파트,7994
2015,201503,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),560
2015,201503,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),582
2015,201503,세종,단독,단독,단독,19
2015,201503,세종,단독,다가구,동수,3
2015,201503,세종,단독,다가구,가구수,25
2015,201503,세종,아파트,아파트,아파트,538
2015,201503,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),257
2015,201503,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),466
2015,201503,강원,단독,단독,단독,145
2015,201503,강원,단독,다가구,동수,38
2015,201503,강원,단독,다가구,가구수,247
2015,201503,강원,다세대,다세대,다세대,55
2015,201503,강원,연립,연립,연립,19
2015,201503,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1291
2015,201503,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1791
2015,201503,충북,단독,단독,단독,149
2015,201503,충북,단독,다가구,동수,47
2015,201503,충북,단독,다가구,가구수,547
2015,201503,충북,다세대,다세대,다세대,46
2015,201503,충북,연립,연립,연립,20
2015,201503,충북,아파트,아파트,아파트,1029
2015,201503,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1576
2015,201503,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2119
2015,201503,충남,단독,단독,단독,220
2015,201503,충남,단독,다가구,동수,72
2015,201503,충남,단독,다가구,가구수,615
2015,201503,충남,다세대,다세대,다세대,32
2015,201503,충남,연립,연립,연립,199
2015,201503,충남,아파트,아파트,아파트,1053
2015,201503,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),960
2015,201503,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1245
2015,201503,전북,단독,단독,단독,169
2015,201503,전북,단독,다가구,동수,39
2015,201503,전북,단독,다가구,가구수,324
2015,201503,전북,연립,연립,연립,33
2015,201503,전북,아파트,아파트,아파트,719
2015,201503,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1476
2015,201503,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1595
2015,201503,전남,단독,단독,단독,305
2015,201503,전남,단독,다가구,동수,24
2015,201503,전남,단독,다가구,가구수,143
2015,201503,전남,다세대,다세대,다세대,32
2015,201503,전남,연립,연립,연립,15
2015,201503,전남,아파트,아파트,아파트,1100
2015,201503,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2988
2015,201503,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4167
2015,201503,경북,단독,단독,단독,493
2015,201503,경북,단독,다가구,동수,125
2015,201503,경북,단독,다가구,가구수,1304
2015,201503,경북,다세대,다세대,다세대,94
2015,201503,경북,연립,연립,연립,650
2015,201503,경북,아파트,아파트,아파트,1626
2015,201503,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2580
2015,201503,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3546
2015,201503,경남,단독,단독,단독,390
2015,201503,경남,단독,다가구,동수,199
2015,201503,경남,단독,다가구,가구수,1165
2015,201503,경남,다세대,다세대,다세대,96
2015,201503,경남,아파트,아파트,아파트,1895
2015,201503,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),432
2015,201503,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),636
2015,201503,제주,단독,단독,단독,142
2015,201503,제주,단독,다가구,동수,47
2015,201503,제주,단독,다가구,가구수,251
2015,201503,제주,다세대,다세대,다세대,151
2015,201503,제주,연립,연립,연립,58
2015,201503,제주,아파트,아파트,아파트,34
2015,201504,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),30690
