월(Monthly),구  분,대분류,중분류,소분류,착공실적
2023-08,지방소계,아파트,아파트,아파트,7,645
2023-08,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),880
2023-08,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),945
2023-08,기타광역시,단독,단독,단독,61
2023-08,기타광역시,단독,다가구,동수,11
2023-08,기타광역시,단독,다가구,가구수,76
2023-08,기타광역시,다세대,다세대,다세대,55
2023-08,기타광역시,연립,연립,연립,19
2023-08,기타광역시,아파트,아파트,아파트,734
2023-08,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),84
2023-08,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),84
2023-08,부산,단독,단독,단독,10
2023-08,부산,단독,다가구,동수,0
2023-08,부산,단독,다가구,가구수,0
2023-08,부산,다세대,다세대,다세대,55
2023-08,부산,연립,연립,연립,19
2023-08,부산,아파트,아파트,아파트,0
2023-08,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),17
2023-08,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),35
2023-08,대구,단독,단독,단독,15
2023-08,대구,단독,다가구,동수,2
2023-08,대구,단독,다가구,가구수,20
2023-08,대구,다세대,다세대,다세대,0
2023-08,대구,연립,연립,연립,0
2023-08,대구,아파트,아파트,아파트,0
2023-08,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),746
2023-08,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),750
2023-08,광주,단독,단독,단독,11
2023-08,광주,단독,다가구,동수,1
2023-08,광주,단독,다가구,가구수,5
2023-08,광주,다세대,다세대,다세대,0
2023-08,광주,연립,연립,연립,0
2023-08,광주,아파트,아파트,아파트,734
2023-08,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),16
2023-08,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),55
2023-08,대전,단독,단독,단독,10
2023-08,대전,단독,다가구,동수,6
2023-08,대전,단독,다가구,가구수,45
2023-08,대전,다세대,다세대,다세대,0
2023-08,대전,연립,연립,연립,0
2023-08,대전,아파트,아파트,아파트,0
2023-08,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),17
2023-08,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),21
2023-08,울산,단독,단독,단독,15
2023-08,울산,단독,다가구,동수,2
2023-08,울산,단독,다가구,가구수,6
2023-08,울산,다세대,다세대,다세대,0
2023-08,울산,연립,연립,연립,0
2023-08,울산,아파트,아파트,아파트,0
2023-08,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),8,759
2023-08,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),8,997
2023-08,기타지방,단독,단독,단독,1,697
2023-08,기타지방,단독,다가구,동수,46
2023-08,기타지방,단독,다가구,가구수,284
2023-08,기타지방,다세대,다세대,다세대,46
2023-08,기타지방,연립,연립,연립,59
2023-08,기타지방,아파트,아파트,아파트,6,911
2023-08,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),10
2023-08,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),10
2023-08,세종,단독,단독,단독,10
2023-08,세종,단독,다가구,동수,0
2023-08,세종,단독,다가구,가구수,0
2023-08,세종,다세대,다세대,다세대,0
2023-08,세종,연립,연립,연립,0
2023-08,세종,아파트,아파트,아파트,0
2023-08,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),302
2023-08,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),327
2023-08,강원,단독,단독,단독,242
2023-08,강원,단독,다가구,동수,9
2023-08,강원,단독,다가구,가구수,34
2023-08,강원,다세대,다세대,다세대,20
2023-08,강원,연립,연립,연립,31
2023-08,강원,아파트,아파트,아파트,0
2023-08,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),191
2023-08,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),278
2023-08,충북,단독,단독,단독,181
2023-08,충북,단독,다가구,동수,10
2023-08,충북,단독,다가구,가구수,97
2023-08,충북,다세대,다세대,다세대,0
2023-08,충북,연립,연립,연립,0
2023-08,충북,아파트,아파트,아파트,0
2023-08,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),257
2023-08,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),290
2023-08,충남,단독,단독,단독,224
2023-08,충남,단독,다가구,동수,5
2023-08,충남,단독,다가구,가구수,38
2023-08,충남,다세대,다세대,다세대,0
2023-08,충남,연립,연립,연립,28
2023-08,충남,아파트,아파트,아파트,0
2023-08,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),590
2023-08,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),597
2023-08,전북,단독,단독,단독,164
2023-08,전북,단독,다가구,동수,2
2023-08,전북,단독,다가구,가구수,9
2023-08,전북,다세대,다세대,다세대,0
2023-08,전북,연립,연립,연립,0
2023-08,전북,아파트,아파트,아파트,424
2023-08,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,012
2023-08,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,013
2023-08,전남,단독,단독,단독,227
2023-08,전남,단독,다가구,동수,1
2023-08,전남,단독,다가구,가구수,2
2023-08,전남,다세대,다세대,다세대,0
2023-08,전남,연립,연립,연립,0
2023-08,전남,아파트,아파트,아파트,3,784
2023-08,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,963
2023-08,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,004
2023-08,경북,단독,단독,단독,254
2023-08,경북,단독,다가구,동수,6
2023-08,경북,단독,다가구,가구수,47
2023-08,경북,다세대,다세대,다세대,0
2023-08,경북,연립,연립,연립,0
2023-08,경북,아파트,아파트,아파트,2,703
2023-08,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),211
2023-08,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),235
2023-08,경남,단독,단독,단독,206
2023-08,경남,단독,다가구,동수,5
2023-08,경남,단독,다가구,가구수,29
2023-08,경남,다세대,다세대,다세대,0
2023-08,경남,연립,연립,연립,0
2023-08,경남,아파트,아파트,아파트,0
2023-08,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),223
2023-08,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),243
2023-08,제주,단독,단독,단독,189
2023-08,제주,단독,다가구,동수,8
2023-08,제주,단독,다가구,가구수,28
2023-08,제주,다세대,다세대,다세대,26
2023-08,제주,연립,연립,연립,0
2023-08,제주,아파트,아파트,아파트,0
2023-09,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),14,224
2023-09,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),15,096
2023-09,총계,단독,단독,단독,2,104
2023-09,총계,단독,다가구,동수,156
2023-09,총계,단독,다가구,가구수,1,028
2023-09,총계,다세대,다세대,다세대,644
2023-09,총계,연립,연립,연립,326
2023-09,총계,아파트,아파트,아파트,10,994
2023-09,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5,637
2023-09,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5,980
2023-09,수도권소계,단독,단독,단독,523
2023-09,수도권소계,단독,다가구,동수,68
2023-09,수도권소계,단독,다가구,가구수,411
2023-09,수도권소계,다세대,다세대,다세대,619
2023-09,수도권소계,연립,연립,연립,230
2023-09,수도권소계,아파트,아파트,아파트,4,197
2023-09,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),726
2023-09,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),755
2023-09,서울,단독,단독,단독,23
2023-09,서울,단독,다가구,동수,6
2023-09,서울,단독,다가구,가구수,35
2023-09,서울,다세대,다세대,다세대,228
2023-09,서울,연립,연립,연립,35
2023-09,서울,아파트,아파트,아파트,434
2023-09,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,450
2023-09,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,460
2023-09,인천,단독,단독,단독,66
2023-09,인천,단독,다가구,동수,3
2023-09,인천,단독,다가구,가구수,13
2023-09,인천,다세대,다세대,다세대,0
2023-09,인천,연립,연립,연립,11
2023-09,인천,아파트,아파트,아파트,1,370
2023-09,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,461
2023-09,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,765
2023-09,경기,단독,단독,단독,434
2023-09,경기,단독,다가구,동수,59
2023-09,경기,단독,다가구,가구수,363
2023-09,경기,다세대,다세대,다세대,391
2023-09,경기,연립,연립,연립,184
2023-09,경기,아파트,아파트,아파트,2,393
2023-09,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),8,587
2023-09,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),9,116
2023-09,지방소계,단독,단독,단독,1,581
2023-09,지방소계,단독,다가구,동수,88
2023-09,지방소계,단독,다가구,가구수,617
2023-09,지방소계,다세대,다세대,다세대,25
2023-09,지방소계,연립,연립,연립,96
2023-09,지방소계,아파트,아파트,아파트,6,797
2023-09,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,322
2023-09,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,463
2023-09,기타광역시,단독,단독,단독,85
2023-09,기타광역시,단독,다가구,동수,22
2023-09,기타광역시,단독,다가구,가구수,163
2023-09,기타광역시,다세대,다세대,다세대,2
2023-09,기타광역시,연립,연립,연립,0
2023-09,기타광역시,아파트,아파트,아파트,3,213
2023-09,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,084
2023-09,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,088
2023-09,부산,단독,단독,단독,14
2023-09,부산,단독,다가구,동수,1
2023-09,부산,단독,다가구,가구수,5
2023-09,부산,다세대,다세대,다세대,2
2023-09,부산,연립,연립,연립,0
2023-09,부산,아파트,아파트,아파트,1,067
2023-09,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),15
2023-09,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),44
2023-09,대구,단독,단독,단독,11
2023-09,대구,단독,다가구,동수,4
2023-09,대구,단독,다가구,가구수,33
2023-09,대구,다세대,다세대,다세대,0
2023-09,대구,연립,연립,연립,0
2023-09,대구,아파트,아파트,아파트,0
2023-09,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,164
2023-09,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,201
2023-09,광주,단독,단독,단독,14
2023-09,광주,단독,다가구,동수,4
2023-09,광주,단독,다가구,가구수,41
2023-09,광주,다세대,다세대,다세대,0
2023-09,광주,연립,연립,연립,0
2023-09,광주,아파트,아파트,아파트,2,146
2023-09,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),28
2023-09,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),91
2023-09,대전,단독,단독,단독,19
2023-09,대전,단독,다가구,동수,9
2023-09,대전,단독,다가구,가구수,72
2023-09,대전,다세대,다세대,다세대,0
2023-09,대전,연립,연립,연립,0
2023-09,대전,아파트,아파트,아파트,0
2023-09,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),31
2023-09,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),39
2023-09,울산,단독,단독,단독,27
2023-09,울산,단독,다가구,동수,4
2023-09,울산,단독,다가구,가구수,12
2023-09,울산,다세대,다세대,다세대,0
2023-09,울산,연립,연립,연립,0
2023-09,울산,아파트,아파트,아파트,0
2023-09,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5,265
2023-09,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5,653
2023-09,기타지방,단독,단독,단독,1,496
2023-09,기타지방,단독,다가구,동수,66
2023-09,기타지방,단독,다가구,가구수,454
2023-09,기타지방,다세대,다세대,다세대,23
2023-09,기타지방,연립,연립,연립,96
2023-09,기타지방,아파트,아파트,아파트,3,584
2023-09,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),10
2023-09,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),10
2023-09,세종,단독,단독,단독,10
2023-09,세종,단독,다가구,동수,0
2023-09,세종,단독,다가구,가구수,0
2023-09,세종,다세대,다세대,다세대,0
2023-09,세종,연립,연립,연립,0
2023-09,세종,아파트,아파트,아파트,0
2023-09,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,590
2023-09,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,600
2023-09,강원,단독,단독,단독,244
2023-09,강원,단독,다가구,동수,8
2023-09,강원,단독,다가구,가구수,18
2023-09,강원,다세대,다세대,다세대,0
2023-09,강원,연립,연립,연립,18
2023-09,강원,아파트,아파트,아파트,1,320
2023-09,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),217
2023-09,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),324
2023-09,충북,단독,단독,단독,204
2023-09,충북,단독,다가구,동수,13
2023-09,충북,단독,다가구,가구수,120
2023-09,충북,다세대,다세대,다세대,0
2023-09,충북,연립,연립,연립,0
2023-09,충북,아파트,아파트,아파트,0
2023-09,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),685
2023-09,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),736
2023-09,충남,단독,단독,단독,183
2023-09,충남,단독,다가구,동수,9
2023-09,충남,단독,다가구,가구수,60
2023-09,충남,다세대,다세대,다세대,0
2023-09,충남,연립,연립,연립,0
2023-09,충남,아파트,아파트,아파트,493
2023-09,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),138
2023-09,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),154
2023-09,전북,단독,단독,단독,121
2023-09,전북,단독,다가구,동수,3
2023-09,전북,단독,다가구,가구수,19
2023-09,전북,다세대,다세대,다세대,0
2023-09,전북,연립,연립,연립,14
2023-09,전북,아파트,아파트,아파트,0
2023-09,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),255
2023-09,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),301
2023-09,전남,단독,단독,단독,228
2023-09,전남,단독,다가구,동수,4
2023-09,전남,단독,다가구,가구수,50
2023-09,전남,다세대,다세대,다세대,23
2023-09,전남,연립,연립,연립,0
2023-09,전남,아파트,아파트,아파트,0
2023-09,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,812
2023-09,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,938
2023-09,경북,단독,단독,단독,231
2023-09,경북,단독,다가구,동수,15
2023-09,경북,단독,다가구,가구수,141
2023-09,경북,다세대,다세대,다세대,0
2023-09,경북,연립,연립,연립,16
2023-09,경북,아파트,아파트,아파트,1,550
2023-09,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),434
2023-09,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),450
2023-09,경남,단독,단독,단독,179
2023-09,경남,단독,다가구,동수,6
2023-09,경남,단독,다가구,가구수,22
2023-09,경남,다세대,다세대,다세대,0
2023-09,경남,연립,연립,연립,28
2023-09,경남,아파트,아파트,아파트,221
2023-09,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),124
2023-09,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),140
2023-09,제주,단독,단독,단독,96
2023-09,제주,단독,다가구,동수,8
2023-09,제주,단독,다가구,가구수,24
2023-09,제주,다세대,다세대,다세대,0
2023-09,제주,연립,연립,연립,20
2023-09,제주,아파트,아파트,아파트,0
2023-10,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),21,976
2023-10,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),22,578
2023-10,총계,단독,단독,단독,2,257
2023-10,총계,단독,다가구,동수,103
2023-10,총계,단독,다가구,가구수,705
2023-10,총계,다세대,다세대,다세대,528
2023-10,총계,연립,연립,연립,265
2023-10,총계,아파트,아파트,아파트,18,823
2023-10,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),10,958
2023-10,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),11,118
2023-10,수도권소계,단독,단독,단독,603
2023-10,수도권소계,단독,다가구,동수,39
2023-10,수도권소계,단독,다가구,가구수,199
2023-10,수도권소계,다세대,다세대,다세대,442
2023-10,수도권소계,연립,연립,연립,105
2023-10,수도권소계,아파트,아파트,아파트,9,769
2023-10,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,965
2023-10,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,988
2023-10,서울,단독,단독,단독,39
2023-10,서울,단독,다가구,동수,8
2023-10,서울,단독,다가구,가구수,31
2023-10,서울,다세대,다세대,다세대,243
2023-10,서울,연립,연립,연립,15
2023-10,서울,아파트,아파트,아파트,3,660
2023-10,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,006
2023-10,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,021
2023-10,인천,단독,단독,단독,61
2023-10,인천,단독,다가구,동수,2
2023-10,인천,단독,다가구,가구수,17
2023-10,인천,다세대,다세대,다세대,37
2023-10,인천,연립,연립,연립,90
2023-10,인천,아파트,아파트,아파트,816
2023-10,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5,987
2023-10,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),6,109
2023-10,경기,단독,단독,단독,503
2023-10,경기,단독,다가구,동수,29
2023-10,경기,단독,다가구,가구수,151
2023-10,경기,다세대,다세대,다세대,162
2023-10,경기,연립,연립,연립,0
2023-10,경기,아파트,아파트,아파트,5,293
2023-10,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),11,018
2023-10,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),11,460
2023-10,지방소계,단독,단독,단독,1,654
2023-10,지방소계,단독,다가구,동수,64
2023-10,지방소계,단독,다가구,가구수,506
2023-10,지방소계,다세대,다세대,다세대,86
2023-10,지방소계,연립,연립,연립,160
2023-10,지방소계,아파트,아파트,아파트,9,054
2023-10,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),6,095
2023-10,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),6,243
2023-10,기타광역시,단독,단독,단독,66
2023-10,기타광역시,단독,다가구,동수,18
2023-10,기타광역시,단독,다가구,가구수,166
2023-10,기타광역시,다세대,다세대,다세대,37
2023-10,기타광역시,연립,연립,연립,0
2023-10,기타광역시,아파트,아파트,아파트,5,974
2023-10,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,649
2023-10,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,652
2023-10,부산,단독,단독,단독,7
2023-10,부산,단독,다가구,동수,2
2023-10,부산,단독,다가구,가구수,5
2023-10,부산,다세대,다세대,다세대,20
2023-10,부산,연립,연립,연립,0
2023-10,부산,아파트,아파트,아파트,3,620
2023-10,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),15
2023-10,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),35
2023-10,대구,단독,단독,단독,12
2023-10,대구,단독,다가구,동수,3
2023-10,대구,단독,다가구,가구수,23
2023-10,대구,다세대,다세대,다세대,0
2023-10,대구,연립,연립,연립,0
2023-10,대구,아파트,아파트,아파트,0
2023-10,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),32
2023-10,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),81
2023-10,광주,단독,단독,단독,11
2023-10,광주,단독,다가구,동수,4
2023-10,광주,단독,다가구,가구수,53
2023-10,광주,다세대,다세대,다세대,17
2023-10,광주,연립,연립,연립,0
2023-10,광주,아파트,아파트,아파트,0
2023-10,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),941
2023-10,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,013
2023-10,대전,단독,단독,단독,10
2023-10,대전,단독,다가구,동수,7
2023-10,대전,단독,다가구,가구수,79
2023-10,대전,다세대,다세대,다세대,0
2023-10,대전,연립,연립,연립,0
2023-10,대전,아파트,아파트,아파트,924
2023-10,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,458
2023-10,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,462
2023-10,울산,단독,단독,단독,26
2023-10,울산,단독,다가구,동수,2
2023-10,울산,단독,다가구,가구수,6
2023-10,울산,다세대,다세대,다세대,0
2023-10,울산,연립,연립,연립,0
2023-10,울산,아파트,아파트,아파트,1,430
2023-10,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,923
2023-10,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5,217
2023-10,기타지방,단독,단독,단독,1,588
2023-10,기타지방,단독,다가구,동수,46
2023-10,기타지방,단독,다가구,가구수,340
2023-10,기타지방,다세대,다세대,다세대,49
2023-10,기타지방,연립,연립,연립,160
2023-10,기타지방,아파트,아파트,아파트,3,080
2023-10,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),10
2023-10,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),10
2023-10,세종,단독,단독,단독,10
2023-10,세종,단독,다가구,동수,0
2023-10,세종,단독,다가구,가구수,0
2023-10,세종,다세대,다세대,다세대,0
2023-10,세종,연립,연립,연립,0
2023-10,세종,아파트,아파트,아파트,0
2023-10,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),882
2023-10,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),909
2023-10,강원,단독,단독,단독,234
2023-10,강원,단독,다가구,동수,8
2023-10,강원,단독,다가구,가구수,35
2023-10,강원,다세대,다세대,다세대,25
2023-10,강원,연립,연립,연립,72
2023-10,강원,아파트,아파트,아파트,543
2023-10,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),274
2023-10,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),316
2023-10,충북,단독,단독,단독,177
2023-10,충북,단독,다가구,동수,7
2023-10,충북,단독,다가구,가구수,49
2023-10,충북,다세대,다세대,다세대,0
2023-10,충북,연립,연립,연립,0
2023-10,충북,아파트,아파트,아파트,90
2023-10,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,919
2023-10,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,025
2023-10,충남,단독,단독,단독,209
2023-10,충남,단독,다가구,동수,9
2023-10,충남,단독,다가구,가구수,115
2023-10,충남,다세대,다세대,다세대,24
2023-10,충남,연립,연립,연립,24
2023-10,충남,아파트,아파트,아파트,1,653
2023-10,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),873
2023-10,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),887
2023-10,전북,단독,단독,단독,149
2023-10,전북,단독,다가구,동수,2
2023-10,전북,단독,다가구,가구수,16
2023-10,전북,다세대,다세대,다세대,0
2023-10,전북,연립,연립,연립,0
2023-10,전북,아파트,아파트,아파트,722
2023-10,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),325
2023-10,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),343
2023-10,전남,단독,단독,단독,248
2023-10,전남,단독,다가구,동수,5
2023-10,전남,단독,다가구,가구수,23
2023-10,전남,다세대,다세대,다세대,0
2023-10,전남,연립,연립,연립,0
2023-10,전남,아파트,아파트,아파트,72
2023-10,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),271
2023-10,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),335
2023-10,경북,단독,단독,단독,264
2023-10,경북,단독,다가구,동수,7
2023-10,경북,단독,다가구,가구수,71
2023-10,경북,다세대,다세대,다세대,0
2023-10,경북,연립,연립,연립,0
2023-10,경북,아파트,아파트,아파트,0
2023-10,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),200
2023-10,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),214
2023-10,경남,단독,단독,단독,195
2023-10,경남,단독,다가구,동수,5
2023-10,경남,단독,다가구,가구수,19
2023-10,경남,다세대,다세대,다세대,0
2023-10,경남,연립,연립,연립,0
2023-10,경남,아파트,아파트,아파트,0
2023-10,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),169
2023-10,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),178
2023-10,제주,단독,단독,단독,102
2023-10,제주,단독,다가구,동수,3
2023-10,제주,단독,다가구,가구수,12
2023-10,제주,다세대,다세대,다세대,0
2023-10,제주,연립,연립,연립,64
2023-10,제주,아파트,아파트,아파트,0
2023-11,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),34,738
2023-11,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),35,350
2023-11,총계,단독,단독,단독,2,430
2023-11,총계,단독,다가구,동수,113
2023-11,총계,단독,다가구,가구수,725
2023-11,총계,다세대,다세대,다세대,648
2023-11,총계,연립,연립,연립,480
2023-11,총계,아파트,아파트,아파트,31,067
2023-11,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),17,738
2023-11,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),18,037
2023-11,수도권소계,단독,단독,단독,619
2023-11,수도권소계,단독,다가구,동수,56
2023-11,수도권소계,단독,다가구,가구수,355
2023-11,수도권소계,다세대,다세대,다세대,620
2023-11,수도권소계,연립,연립,연립,246
2023-11,수도권소계,아파트,아파트,아파트,16,197
2023-11,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5,765
2023-11,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5,783
2023-11,서울,단독,단독,단독,47
2023-11,서울,단독,다가구,동수,7
2023-11,서울,단독,다가구,가구수,25
2023-11,서울,다세대,다세대,다세대,471
2023-11,서울,연립,연립,연립,2
2023-11,서울,아파트,아파트,아파트,5,238
2023-11,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,045
2023-11,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,049
2023-11,인천,단독,단독,단독,58
2023-11,인천,단독,다가구,동수,1
2023-11,인천,단독,다가구,가구수,5
2023-11,인천,다세대,다세대,다세대,0
2023-11,인천,연립,연립,연립,32
2023-11,인천,아파트,아파트,아파트,3,954
2023-11,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),7,928
2023-11,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),8,205
2023-11,경기,단독,단독,단독,514
2023-11,경기,단독,다가구,동수,48
2023-11,경기,단독,다가구,가구수,325
2023-11,경기,다세대,다세대,다세대,149
2023-11,경기,연립,연립,연립,212
2023-11,경기,아파트,아파트,아파트,7,005
2023-11,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),17,000
2023-11,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),17,313
2023-11,지방소계,단독,단독,단독,1,811
