월(Monthly),구  분,대분류,중분류,소분류,착공실적
2011-12,지방소계,단독,단독,단독,2,403
2011-12,지방소계,단독,다가구,동수,1,258
2011-12,지방소계,단독,다가구,가구수,10,228
2011-12,지방소계,다세대,다세대,다세대,3,409
2011-12,지방소계,연립,연립,연립,767
2011-12,지방소계,아파트,아파트,아파트,23,179
2011-12,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),13,324
2011-12,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),15,685
2011-12,기타광역시,단독,단독,단독,253
2011-12,기타광역시,단독,다가구,동수,307
2011-12,기타광역시,단독,다가구,가구수,2,668
2011-12,기타광역시,다세대,다세대,다세대,1,979
2011-12,기타광역시,연립,연립,연립,194
2011-12,기타광역시,아파트,아파트,아파트,10,591
2011-12,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),8,738
2011-12,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),8,813
2011-12,부산,단독,단독,단독,79
2011-12,부산,단독,다가구,동수,26
2011-12,부산,단독,다가구,가구수,101
2011-12,부산,다세대,다세대,다세대,1,620
2011-12,부산,연립,연립,연립,93
2011-12,부산,아파트,아파트,아파트,6,920
2011-12,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),697
2011-12,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,435
2011-12,대구,단독,단독,단독,79
2011-12,대구,단독,다가구,동수,77
2011-12,대구,단독,다가구,가구수,815
2011-12,대구,다세대,다세대,다세대,89
2011-12,대구,연립,연립,연립,26
2011-12,대구,아파트,아파트,아파트,426
2011-12,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,125
2011-12,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,872
2011-12,광주,단독,단독,단독,26
2011-12,광주,단독,다가구,동수,74
2011-12,광주,단독,다가구,가구수,821
2011-12,광주,다세대,다세대,다세대,149
2011-12,광주,연립,연립,연립,29
2011-12,광주,아파트,아파트,아파트,847
2011-12,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,502
2011-12,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,777
2011-12,대전,단독,단독,단독,23
2011-12,대전,단독,다가구,동수,51
2011-12,대전,단독,다가구,가구수,326
2011-12,대전,다세대,다세대,다세대,7
2011-12,대전,연립,연립,연립,40
2011-12,대전,아파트,아파트,아파트,2,381
2011-12,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),262
2011-12,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),788
2011-12,울산,단독,단독,단독,46
2011-12,울산,단독,다가구,동수,79
2011-12,울산,단독,다가구,가구수,605
2011-12,울산,다세대,다세대,다세대,114
2011-12,울산,연립,연립,연립,6
2011-12,울산,아파트,아파트,아파트,17
2011-12,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),17,692
2011-12,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),24,301
2011-12,기타지방,단독,단독,단독,2,150
2011-12,기타지방,단독,다가구,동수,951
2011-12,기타지방,단독,다가구,가구수,7,560
2011-12,기타지방,다세대,다세대,다세대,1,430
2011-12,기타지방,연립,연립,연립,573
2011-12,기타지방,아파트,아파트,아파트,12,588
2011-12,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,369
2011-12,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,541
2011-12,강원,단독,단독,단독,262
2011-12,강원,단독,다가구,동수,51
2011-12,강원,단독,다가구,가구수,223
2011-12,강원,다세대,다세대,다세대,16
2011-12,강원,연립,연립,연립,12
2011-12,강원,아파트,아파트,아파트,3,028
2011-12,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,447
2011-12,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,821
2011-12,충북,단독,단독,단독,236
2011-12,충북,단독,다가구,동수,49
2011-12,충북,단독,다가구,가구수,423
2011-12,충북,다세대,다세대,다세대,209
2011-12,충북,연립,연립,연립,24
2011-12,충북,아파트,아파트,아파트,1,929
2011-12,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),-570
2011-12,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),787
2011-12,충남,단독,단독,단독,311
2011-12,충남,단독,다가구,동수,138
2011-12,충남,단독,다가구,가구수,1,495
2011-12,충남,다세대,다세대,다세대,376
2011-12,충남,연립,연립,연립,99
2011-12,충남,아파트,아파트,아파트,-1,494
2011-12,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,581
2011-12,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,828
2011-12,전북,단독,단독,단독,158
2011-12,전북,단독,다가구,동수,151
2011-12,전북,단독,다가구,가구수,1,398
2011-12,전북,다세대,다세대,다세대,128
2011-12,전북,연립,연립,연립,80
2011-12,전북,아파트,아파트,아파트,3,064
2011-12,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,371
2011-12,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,024
2011-12,전남,단독,단독,단독,336
2011-12,전남,단독,다가구,동수,84
2011-12,전남,단독,다가구,가구수,737
2011-12,전남,다세대,다세대,다세대,143
2011-12,전남,연립,연립,연립,68
2011-12,전남,아파트,아파트,아파트,1,740
2011-12,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,328
2011-12,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,283
2011-12,경북,단독,단독,단독,341
2011-12,경북,단독,다가구,동수,119
2011-12,경북,단독,다가구,가구수,1,074
2011-12,경북,다세대,다세대,다세대,161
2011-12,경북,연립,연립,연립,175
2011-12,경북,아파트,아파트,아파트,2,532
2011-12,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,049
2011-12,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,724
2011-12,경남,단독,단독,단독,433
2011-12,경남,단독,다가구,동수,319
2011-12,경남,단독,다가구,가구수,1,994
2011-12,경남,다세대,다세대,다세대,109
2011-12,경남,연립,연립,연립,87
2011-12,경남,아파트,아파트,아파트,1,101
2011-12,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,117
2011-12,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,293
2011-12,제주,단독,단독,단독,73
2011-12,제주,단독,다가구,동수,40
2011-12,제주,단독,다가구,가구수,216
2011-12,제주,다세대,다세대,다세대,288
2011-12,제주,연립,연립,연립,28
2011-12,제주,아파트,아파트,아파트,688
2011-12,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),
2011-12,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),
2011-12,세종,단독,단독,단독,
2011-12,세종,단독,다가구,동수,
2011-12,세종,단독,다가구,가구수,
2011-12,세종,다세대,다세대,다세대,
2011-12,세종,연립,연립,연립,
2011-12,세종,아파트,아파트,아파트,
2012-01,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),20,765
2012-01,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),29,718
2012-01,총계,단독,단독,단독,2,135
2012-01,총계,단독,다가구,동수,1,248
2012-01,총계,단독,다가구,가구수,10,201
2012-01,총계,다세대,다세대,다세대,5,330
2012-01,총계,연립,연립,연립,1,039
2012-01,총계,아파트,아파트,아파트,11,013
2012-01,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),10,810
2012-01,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),11,632
2012-01,수도권소계,단독,단독,단독,487
2012-01,수도권소계,단독,다가구,동수,180
2012-01,수도권소계,단독,다가구,가구수,1,002
2012-01,수도권소계,다세대,다세대,다세대,3,724
2012-01,수도권소계,연립,연립,연립,478
2012-01,수도권소계,아파트,아파트,아파트,5,941
2012-01,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5,486
2012-01,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5,542
2012-01,서울,단독,단독,단독,32
2012-01,서울,단독,다가구,동수,18
2012-01,서울,단독,다가구,가구수,74
2012-01,서울,다세대,다세대,다세대,1,729
2012-01,서울,연립,연립,연립,118
2012-01,서울,아파트,아파트,아파트,3,589
2012-01,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,940
2012-01,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,999
2012-01,인천,단독,단독,단독,38
2012-01,인천,단독,다가구,동수,12
2012-01,인천,단독,다가구,가구수,71
2012-01,인천,다세대,다세대,다세대,294
2012-01,인천,연립,연립,연립,45
2012-01,인천,아파트,아파트,아파트,1,551
2012-01,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,384
2012-01,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,091
2012-01,경기,단독,단독,단독,417
2012-01,경기,단독,다가구,동수,150
2012-01,경기,단독,다가구,가구수,857
2012-01,경기,다세대,다세대,다세대,1,701
2012-01,경기,연립,연립,연립,315
2012-01,경기,아파트,아파트,아파트,801
2012-01,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),9,955
2012-01,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),18,086
2012-01,지방소계,단독,단독,단독,1,648
2012-01,지방소계,단독,다가구,동수,1,068
2012-01,지방소계,단독,다가구,가구수,9,199
2012-01,지방소계,다세대,다세대,다세대,1,606
2012-01,지방소계,연립,연립,연립,561
2012-01,지방소계,아파트,아파트,아파트,5,072
2012-01,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,295
2012-01,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),6,768
2012-01,기타광역시,단독,단독,단독,183
2012-01,기타광역시,단독,다가구,동수,309
2012-01,기타광역시,단독,다가구,가구수,2,782
2012-01,기타광역시,다세대,다세대,다세대,1,115
2012-01,기타광역시,연립,연립,연립,56
2012-01,기타광역시,아파트,아파트,아파트,2,632
2012-01,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,508
2012-01,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,671
2012-01,부산,단독,단독,단독,77
2012-01,부산,단독,다가구,동수,23
2012-01,부산,단독,다가구,가구수,186
2012-01,부산,다세대,다세대,다세대,917
2012-01,부산,연립,연립,연립,26
2012-01,부산,아파트,아파트,아파트,465
2012-01,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),136
2012-01,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),961
2012-01,대구,단독,단독,단독,14
2012-01,대구,단독,다가구,동수,86
2012-01,대구,단독,다가구,가구수,911
2012-01,대구,다세대,다세대,다세대,36
2012-01,대구,연립,연립,연립,0
2012-01,대구,아파트,아파트,아파트,0
2012-01,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,996
2012-01,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,574
2012-01,광주,단독,단독,단독,32
2012-01,광주,단독,다가구,동수,63
2012-01,광주,단독,다가구,가구수,641
2012-01,광주,다세대,다세대,다세대,75
2012-01,광주,연립,연립,연립,22
2012-01,광주,아파트,아파트,아파트,1,804
2012-01,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),433
2012-01,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),680
2012-01,대전,단독,단독,단독,12
2012-01,대전,단독,다가구,동수,37
2012-01,대전,단독,다가구,가구수,284
2012-01,대전,다세대,다세대,다세대,32
2012-01,대전,연립,연립,연립,8
2012-01,대전,아파트,아파트,아파트,344
2012-01,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),222
2012-01,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),882
2012-01,울산,단독,단독,단독,48
2012-01,울산,단독,다가구,동수,100
2012-01,울산,단독,다가구,가구수,760
2012-01,울산,다세대,다세대,다세대,55
2012-01,울산,연립,연립,연립,0
2012-01,울산,아파트,아파트,아파트,19
2012-01,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5,660
2012-01,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),11,318
2012-01,기타지방,단독,단독,단독,1,465
2012-01,기타지방,단독,다가구,동수,759
2012-01,기타지방,단독,다가구,가구수,6,417
2012-01,기타지방,다세대,다세대,다세대,491
2012-01,기타지방,연립,연립,연립,505
2012-01,기타지방,아파트,아파트,아파트,2,440
2012-01,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),203
2012-01,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),332
2012-01,강원,단독,단독,단독,135
2012-01,강원,단독,다가구,동수,35
2012-01,강원,단독,다가구,가구수,164
2012-01,강원,다세대,다세대,다세대,14
2012-01,강원,연립,연립,연립,19
2012-01,강원,아파트,아파트,아파트,0
2012-01,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),247
2012-01,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),783
2012-01,충북,단독,단독,단독,159
2012-01,충북,단독,다가구,동수,52
2012-01,충북,단독,다가구,가구수,588
2012-01,충북,다세대,다세대,다세대,12
2012-01,충북,연립,연립,연립,24
2012-01,충북,아파트,아파트,아파트,0
2012-01,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),397
2012-01,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,680
2012-01,충남,단독,단독,단독,193
2012-01,충남,단독,다가구,동수,118
2012-01,충남,단독,다가구,가구수,1,401
2012-01,충남,다세대,다세대,다세대,86
2012-01,충남,연립,연립,연립,0
2012-01,충남,아파트,아파트,아파트,0
2012-01,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),308
2012-01,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,009
2012-01,전북,단독,단독,단독,139
2012-01,전북,단독,다가구,동수,92
2012-01,전북,단독,다가구,가구수,793
2012-01,전북,다세대,다세대,다세대,21
2012-01,전북,연립,연립,연립,56
2012-01,전북,아파트,아파트,아파트,0
2012-01,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),871
2012-01,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,512
2012-01,전남,단독,단독,단독,246
2012-01,전남,단독,다가구,동수,88
2012-01,전남,단독,다가구,가구수,729
2012-01,전남,다세대,다세대,다세대,80
2012-01,전남,연립,연립,연립,73
2012-01,전남,아파트,아파트,아파트,384
2012-01,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),658
2012-01,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,380
2012-01,경북,단독,단독,단독,248
2012-01,경북,단독,다가구,동수,74
2012-01,경북,단독,다가구,가구수,796
2012-01,경북,다세대,다세대,다세대,147
2012-01,경북,연립,연립,연립,80
2012-01,경북,아파트,아파트,아파트,109
2012-01,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,448
2012-01,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,929
2012-01,경남,단독,단독,단독,281
2012-01,경남,단독,다가구,동수,262
2012-01,경남,단독,다가구,가구수,1,743
2012-01,경남,다세대,다세대,다세대,84
2012-01,경남,연립,연립,연립,105
2012-01,경남,아파트,아파트,아파트,1,716
2012-01,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),528
2012-01,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),693
2012-01,제주,단독,단독,단독,64
2012-01,제주,단독,다가구,동수,38
2012-01,제주,단독,다가구,가구수,203
2012-01,제주,다세대,다세대,다세대,47
2012-01,제주,연립,연립,연립,148
2012-01,제주,아파트,아파트,아파트,231
2012-01,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),
2012-01,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),
2012-01,세종,단독,단독,단독,
2012-01,세종,단독,다가구,동수,
2012-01,세종,단독,다가구,가구수,
2012-01,세종,다세대,다세대,다세대,
2012-01,세종,연립,연립,연립,
2012-01,세종,아파트,아파트,아파트,
2012-02,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),29,699
2012-02,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),42,957
2012-02,총계,단독,단독,단독,2,743
2012-02,총계,단독,다가구,동수,1,893
2012-02,총계,단독,다가구,가구수,15,151
2012-02,총계,다세대,다세대,다세대,8,471
2012-02,총계,연립,연립,연립,1,300
2012-02,총계,아파트,아파트,아파트,15,292
2012-02,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),9,825
2012-02,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),12,152
2012-02,수도권소계,단독,단독,단독,801
2012-02,수도권소계,단독,다가구,동수,455
2012-02,수도권소계,단독,다가구,가구수,2,782
2012-02,수도권소계,다세대,다세대,다세대,6,290
2012-02,수도권소계,연립,연립,연립,419
2012-02,수도권소계,아파트,아파트,아파트,1,860
2012-02,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,713
2012-02,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5,130
2012-02,서울,단독,단독,단독,71
2012-02,서울,단독,다가구,동수,106
2012-02,서울,단독,다가구,가구수,523
2012-02,서울,다세대,다세대,다세대,3,261
2012-02,서울,연립,연립,연립,280
2012-02,서울,아파트,아파트,아파트,995
2012-02,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),738
2012-02,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),849
2012-02,인천,단독,단독,단독,45
2012-02,인천,단독,다가구,동수,31
2012-02,인천,단독,다가구,가구수,142
2012-02,인천,다세대,다세대,다세대,343
2012-02,인천,연립,연립,연립,40
2012-02,인천,아파트,아파트,아파트,279
2012-02,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,374
2012-02,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),6,173
2012-02,경기,단독,단독,단독,685
2012-02,경기,단독,다가구,동수,318
2012-02,경기,단독,다가구,가구수,2,117
2012-02,경기,다세대,다세대,다세대,2,686
2012-02,경기,연립,연립,연립,99
2012-02,경기,아파트,아파트,아파트,586
2012-02,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),19,874
2012-02,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),30,805
2012-02,지방소계,단독,단독,단독,1,942
2012-02,지방소계,단독,다가구,동수,1,438
2012-02,지방소계,단독,다가구,가구수,12,369
2012-02,지방소계,다세대,다세대,다세대,2,181
2012-02,지방소계,연립,연립,연립,881
2012-02,지방소계,아파트,아파트,아파트,13,432
2012-02,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),6,188
2012-02,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),9,122
2012-02,기타광역시,단독,단독,단독,176
2012-02,기타광역시,단독,다가구,동수,400
2012-02,기타광역시,단독,다가구,가구수,3,334
2012-02,기타광역시,다세대,다세대,다세대,1,159
2012-02,기타광역시,연립,연립,연립,283
2012-02,기타광역시,아파트,아파트,아파트,4,170
2012-02,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,181
2012-02,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,276
2012-02,부산,단독,단독,단독,36
2012-02,부산,단독,다가구,동수,20
2012-02,부산,단독,다가구,가구수,115
2012-02,부산,다세대,다세대,다세대,818
2012-02,부산,연립,연립,연립,19
2012-02,부산,아파트,아파트,아파트,1,288
2012-02,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),331
2012-02,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,422
2012-02,대구,단독,단독,단독,23
2012-02,대구,단독,다가구,동수,130
2012-02,대구,단독,다가구,가구수,1,221
2012-02,대구,다세대,다세대,다세대,126
2012-02,대구,연립,연립,연립,52
2012-02,대구,아파트,아파트,아파트,0
2012-02,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,625
2012-02,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,214
2012-02,광주,단독,단독,단독,23
2012-02,광주,단독,다가구,동수,64
2012-02,광주,단독,다가구,가구수,653
2012-02,광주,다세대,다세대,다세대,121
2012-02,광주,연립,연립,연립,157
2012-02,광주,아파트,아파트,아파트,2,260
2012-02,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),598
2012-02,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),958
2012-02,대전,단독,단독,단독,49
2012-02,대전,단독,다가구,동수,67
2012-02,대전,단독,다가구,가구수,427
2012-02,대전,다세대,다세대,다세대,42
2012-02,대전,연립,연립,연립,38
2012-02,대전,아파트,아파트,아파트,402
2012-02,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),453
2012-02,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,252
2012-02,울산,단독,단독,단독,45
2012-02,울산,단독,다가구,동수,119
2012-02,울산,단독,다가구,가구수,918
2012-02,울산,다세대,다세대,다세대,52
2012-02,울산,연립,연립,연립,17
2012-02,울산,아파트,아파트,아파트,220
2012-02,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),13,686
2012-02,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),21,683
2012-02,기타지방,단독,단독,단독,1,766
2012-02,기타지방,단독,다가구,동수,1,038
2012-02,기타지방,단독,다가구,가구수,9,035
2012-02,기타지방,다세대,다세대,다세대,1,022
2012-02,기타지방,연립,연립,연립,598
2012-02,기타지방,아파트,아파트,아파트,9,262
2012-02,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),343
2012-02,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),647
2012-02,강원,단독,단독,단독,204
2012-02,강원,단독,다가구,동수,91
2012-02,강원,단독,다가구,가구수,395
2012-02,강원,다세대,다세대,다세대,48
2012-02,강원,연립,연립,연립,0
2012-02,강원,아파트,아파트,아파트,0
2012-02,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),528
2012-02,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,437
2012-02,충북,단독,단독,단독,142
2012-02,충북,단독,다가구,동수,115
2012-02,충북,단독,다가구,가구수,1,024
2012-02,충북,다세대,다세대,다세대,203
2012-02,충북,연립,연립,연립,68
2012-02,충북,아파트,아파트,아파트,0
2012-02,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,859
2012-02,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),6,717
2012-02,충남,단독,단독,단독,257
2012-02,충남,단독,다가구,동수,167
2012-02,충남,단독,다가구,가구수,2,025
2012-02,충남,다세대,다세대,다세대,149
2012-02,충남,연립,연립,연립,115
2012-02,충남,아파트,아파트,아파트,4,171
2012-02,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,484
2012-02,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,428
2012-02,전북,단독,단독,단독,203
2012-02,전북,단독,다가구,동수,107
2012-02,전북,단독,다가구,가구수,1,051
2012-02,전북,다세대,다세대,다세대,74
2012-02,전북,연립,연립,연립,56
2012-02,전북,아파트,아파트,아파트,1,044
2012-02,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),728
2012-02,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,306
2012-02,전남,단독,단독,단독,270
2012-02,전남,단독,다가구,동수,86
2012-02,전남,단독,다가구,가구수,664
2012-02,전남,다세대,다세대,다세대,20
2012-02,전남,연립,연립,연립,48
2012-02,전남,아파트,아파트,아파트,304
2012-02,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),816
2012-02,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,287
2012-02,경북,단독,단독,단독,319
2012-02,경북,단독,다가구,동수,136
2012-02,경북,단독,다가구,가구수,1,607
2012-02,경북,다세대,다세대,다세대,216
2012-02,경북,연립,연립,연립,100
2012-02,경북,아파트,아파트,아파트,45
2012-02,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,805
2012-02,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5,587
2012-02,경남,단독,단독,단독,283
2012-02,경남,단독,다가구,동수,301
2012-02,경남,단독,다가구,가구수,2,083
2012-02,경남,다세대,다세대,다세대,105
2012-02,경남,연립,연립,연립,80
2012-02,경남,아파트,아파트,아파트,3,036
2012-02,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,123
2012-02,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,274
2012-02,제주,단독,단독,단독,88
2012-02,제주,단독,다가구,동수,35
2012-02,제주,단독,다가구,가구수,186
2012-02,제주,다세대,다세대,다세대,207
2012-02,제주,연립,연립,연립,131
2012-02,제주,아파트,아파트,아파트,662
2012-02,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),
2012-02,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),
2012-02,세종,단독,단독,단독,
2012-02,세종,단독,다가구,동수,
2012-02,세종,단독,다가구,가구수,
2012-02,세종,다세대,다세대,다세대,
2012-02,세종,연립,연립,연립,
2012-02,세종,아파트,아파트,아파트,
2012-03,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),43,580
2012-03,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),57,539
2012-03,총계,단독,단독,단독,4,813
2012-03,총계,단독,다가구,동수,2,160
2012-03,총계,단독,다가구,가구수,16,119
2012-03,총계,다세대,다세대,다세대,10,896
2012-03,총계,연립,연립,연립,1,064
2012-03,총계,아파트,아파트,아파트,24,647
2012-03,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),19,899
2012-03,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),22,669
2012-03,수도권소계,단독,단독,단독,1,158
2012-03,수도권소계,단독,다가구,동수,550
2012-03,수도권소계,단독,다가구,가구수,3,320
2012-03,수도권소계,다세대,다세대,다세대,8,238
2012-03,수도권소계,연립,연립,연립,313
2012-03,수도권소계,아파트,아파트,아파트,9,640
2012-03,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),8,786
2012-03,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),9,327
2012-03,서울,단독,단독,단독,126
2012-03,서울,단독,다가구,동수,129
2012-03,서울,단독,다가구,가구수,670
2012-03,서울,다세대,다세대,다세대,4,179
2012-03,서울,연립,연립,연립,159
2012-03,서울,아파트,아파트,아파트,4,193
2012-03,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,888
2012-03,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,980
2012-03,인천,단독,단독,단독,87
2012-03,인천,단독,다가구,동수,27
2012-03,인천,단독,다가구,가구수,119
2012-03,인천,다세대,다세대,다세대,504
2012-03,인천,연립,연립,연립,73
2012-03,인천,아파트,아파트,아파트,1,197
2012-03,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),9,225
