themeCd,themeNm,stockCd,stockNm,stockInfo
3,LCD 부품/소재,A041520,이라이콤,"LCD용 BLU(휴대폰, 태블릿, 소형가전제품용 등) 생산업체. 삼성전자의 협력업체로 등록되어 있으며, 중소형 BLU업체 중 First Vendor로 휴대폰 및 태블릿PC용 BLU 공급업체중 가장 높은 점유율을 유지중. "
3,LCD 부품/소재,A090740,아이엠이연이,"EMS(전자제품 생산전문기업) 전문업체. SMD(표면실장장치)와 SMT(표면실장기술)를 기반으로 TFT-LCD Monitor & Notebook용 Source PBA, LCD TV용 Control & Source PBA, LED용 PBA, OLED용 PBA를 주로 생산."
3,LCD 부품/소재,A065680,우주일렉트로,모바일 및 디스플레이용 초정밀 커넥터를 생산 및 판매하는 업체.
3,LCD 부품/소재,A062860,티엘아이,LCD 패널의 핵심부품인 Timing Controller와 LCD Driver IC등 시스템반도체 설계 전문 업체. Timing Controller와 LCD Driver IC는 주로 LG디스플레이에 납품.
3,LCD 부품/소재,A149950,아바텍,LCD패널 식각 및 IPS패널 코팅 전문업체. 디스플레이 패널 Glass를 얇게 만드는 식각공정(LCD패널 Slimming)과 식각공정 후 고기능성 ITO코팅(LCD 패널중 Color 필터 상부에 ITO 도전막을 코팅) 수행.
3,LCD 부품/소재,A114810,아이원스,"반도체 및 디스플레이(LCD, OLED) 관련 초정밀 가공/세정 업체."
3,LCD 부품/소재,A250930,예선테크,"기능성 점착소재 제조사업 영위업체. 주요 제품으로는 LCD 및 OLED TV, LCD 모니터 등에 쓰이는 Foam Pad, Gasket Pad, EFR Foam Pad, COF Pad 등."
3,LCD 부품/소재,A105330,케이엔더블유,"디스플레이 및 자동차 부품소재 제조 전문 업체. GLP모듈, 디스플레이용 보호필름(Protect Film), 광학필름 코팅 제품 등을 생산중."
3,LCD 부품/소재,A155650,와이엠씨,"평판디스플레이(FPD) 부품 및 소재 제조업체. FPD(LCD, OLED) 제조공정 중 증착공정의 박막형성 및 FPD Panel 제조공정 중 증착공정에서 필요한 배선재의 재료인 타겟과 관련 부품인 Backing Plate, FPD공정장비 부품을 연구/개발/생산하는 사업 영위."
3,LCD 부품/소재,A123860,아나패스,"비메모리 반도체의 일종인 시스템 반도체 특히, 주문형 반도체(ASIC)를 주력으로 개발, 공급하는 팹리스 업체. 주력제품으로 LCD TV, LED TV 부품인 타이밍콘트롤러(T-con)를 개발/생산."
3,LCD 부품/소재,A027580,상보,"디스플레이용 광학필름(BLU시트) 전문 제조업체. LED/LCD TV, 모니터, 노트북 등에 들어가는 광학필름을 생산/판매."
3,LCD 부품/소재,A036810,에프에스티,반도체 재료/장비 전문업체. LCD용 펠리클(Pellicle) 사업도 영위.
3,LCD 부품/소재,A005290,동진쎄미켐,"감광액과 발포제 생산, 판매업체. 반도체 및 TFT-LCD, PDP 등의 노광공정에 사용되는 감광액(Photoresist) 관련 전자재료사업을 영위."
3,LCD 부품/소재,A037330,인지디스플레,인지컨트롤스 계열사로 TFT-LCD패널 모듈에 사용되는 TOP CHASSIS류의 제품과 BLU(백라이트유닛)에 사용되는 BTM CHASSIS류의 제품을 제조/판매하는 업체. 주요 거래처는 삼성전자 등.
3,LCD 부품/소재,A051360,토비스,"중소형 TFT-LCD모듈을 생산/판매하고 있으며, LG전자가 주 고객임."
3,LCD 부품/소재,A006400,삼성SDI,"전자재료 사업부문에서 디스플레이에 사용되는 EMC, 편광필름, CR 등 디스플레이 관련 소재를 생산."
3,LCD 부품/소재,A108320,실리콘웍스,"평판 디스플레이용 시스템 반도체 부품 제조업체. 주요제품으로 다양한 방식의 디스플레이 구동에 필요한 핵심부품인 패널 구동 IC 와 Data 신호전달 및 제어부품(T-CON), 전원관리IC(PMIC) 등."
3,LCD 부품/소재,A357780,솔브레인,"반도체 및 디스플레이 공정용 화학재료, 2차전지 소재 등 생산/판매 업체. 삼성전자, SK하이닉스, LG디스플레이 등 국내 반도체 및 디스플레이 제조사에 공정용 화학 재료 등을 공급."
3,LCD 부품/소재,A069330,유아이디,"ITO 코팅 유리(터치패널용 ITO 코팅 유리제품,  PLS용 배면코팅 제품) 및 PDP TV용 강화유리를 생산."
3,LCD 부품/소재,A056700,신화인터텍,"LCD용 광학필름(확산, 반사, 보호, 프리즘필름 등) 및 Mobile OLED용 Tape 제조/판매 업체. 주요 Display SET 업체(한국, 중국, 동남아, 터키 등)에 광학용 Film을 공급."
3,LCD 부품/소재,A054040,한국컴퓨터,전자제품 세트 업체로부터 완제품의 생산을 위탁받아 생산하는 국내 최초의 EMS(Electronic Manufacturing Service) 전문업체. 중대형 TFT-LCD(LCD-TV용 보드) 모듈용 부품 제조하여 삼성디스플레이 등에 납품.
3,LCD 부품/소재,A094970,제이엠티,"TFT-LCD 패널의 주요 부품 중 하나로 노트북 및 PC 모니터, LCD TV용 핵심 부품인 PBA(Printed Board Assembly)를 주력으로 생산, 공급하는 업체."
3,LCD 부품/소재,A033640,네패스,"플립칩 Bumping기술을 확보하여 TFT-LCD, OLED 패널의 구동칩 및 스마트폰 등 다양한 스마트 어플리케이션 등의 Chip-set을 위한 Bumping 기술을 개발. 또한, LCD 등 미세회로 Pattern을 구성하기 위하여 사용되는 공정재료인 현상액(Developer), Color Filter 현상액(Color Developer), 세정제(Cleaner), 연마제(Slurry) 등의 소재사업을 영위."
3,LCD 부품/소재,A170920,엘티씨,디스플레이(LCD용)나 반도체 제조 공정에 사용되는 공정소재(Process Chemical) 중 하나인 박리액 개발 및 제조를 주력사업으로 영위. LCD용 박리액 매출비중이 높음.
3,LCD 부품/소재,A004710,한솔테크닉스,"LCD TV의 부품인 파워모듈과 백라이트유닛(BLU) 제조업체. 삼성전자의 BLU 공급업체로 BLU사업은 TV BLU를 중심으로, 파워모듈은 LCD TV용 인버터를 중심으로 사업을 전개."
3,LCD 부품/소재,A080530,코디,디스플레이 검사장비인 Probe Unit(LCD 패널의 행상도 및 휘도 검사장비) 및 Probe Card(반도체칩 회로 설계 검사장비) 등을 제조.
3,LCD 부품/소재,A278280,천보,"디스플레이소재(LCD 식각액첨가제, OLED소재), 반도체 공정소재(SOH공정첨가제), 2차전지소재(전해질, 전해액 첨가제), 의약품 중간체(결핵치료제, 당뇨병치료제 등) 및 정밀화학 사업(질산 칼륨, 질산리튬 등) 등을 영위하는 업체. LCD식각액첨가제 아미노테트라졸(ATZ)은 국내시장점유율 1위, 세계시장점유율 1위(95%)를 차지하고 있으며, 차세대 제품인 메틸테트라졸(MTZ)도 판매."
3,LCD 부품/소재,A104830,원익머트리얼즈,"2006년 12월 구 원익IPS의 특수가스사업부문이 물적분할한 업체. 반도체 및 디스플레이 생산공정에 사용되는 특수가스 생산을 주요 사업으로 영위. 삼성전자, SK하이닉스 등의 종합반도체회사를 주요 고객사로 두고 있으며, 반도체 이외에도 삼성디스플레이 AMOLED 사업부에 공정용 특수가스를 공급중."
3,LCD 부품/소재,A052420,오성첨단소재,광학용 보호/기능성 필름을 생산하는 소재사업을 영위. LCD용 기능성 광학필름 등을 생산중.
3,LCD 부품/소재,A144960,뉴파워프라즈마,"반도체 및 디스플레이(LCD, OLED, Solar 등) 박막공정 및 식각공정 장비에 사용되는 핵심 부품 공급 업체. 주요 제품으로는 박막공정 진행 후 공정내 잔존하는 부산물에 대한 Plasma Cleaning를 실시하는 핵심 모듈인 Remote Plasma Generator(RPG), 박막 공정이나 건식각 공정장비의 진공 방(Vacuum Chamber)에 가스를 공급하여 Plasma를 발생하는데 필요한 전원을 공급하는 모듈인 RF Generator(RFG) 및 Matcher(MAT) 등이 있음."
3,LCD 부품/소재,A102710,이엔에프테크놀로지,"반도체 및 디스플레이용 전자재료 전문 제조업체. TFT-LCD 소재인 프로세스케미칼(신너, 현상액, 식각액, 박리액 등), TFT-LCD의 칼라필터용 칼라페이스트 등을 제조하여 국내외 LCD 제조업체에 판매중."
3,LCD 부품/소재,A036830,솔브레인홀딩스,"반도체 및 디스플레이 공정용 화학재료, 2차전지 소재 등 생산/판매 업체. 삼성전자, SK하이닉스, LG디스플레이 등 국내 반도체 및 디스플레이 제조사에 공정용 화학 재료 등을 공급."
3,LCD 부품/소재,A011790,SKC,"LCD, 태양전지, 일반 산업재에 부품으로 사용되는 PET(폴리에스테르)필름 등을 생산/판매하는 필름사업 영위. LCD용 광학용 필름 등을 생산."
3,LCD 부품/소재,A031330,에스에이엠티,"메모리를 포함한 각종 반도체 및 LCD 패널 등을 판매하고 있는 IT부품 유통업체. 삼성전자, 삼성디스플레이, 삼성전기, 삼성SDI 등의 IT기업들과 안정적인 공급계약을 체결하고, 스마트폰 및 디지탈카메라, TabletPC와 같은 IT 제품에 필요한 Memory, LCD패널, 시스템반도체, Digital Module 제품 등을 판매중."
3,LCD 부품/소재,A049120,파인디앤씨,"TFT-LCD 부품 생산업체. LCD/LED TV부품인 TOP-CHASSIS, BOTTOM-CHASSIS, LAMP REFLECTOR 등을 주종으로 하여 기타 TFT-LCD 모듈 관련 주요 부품을 생산."
3,LCD 부품/소재,A051910,LG화학,"LG그룹 계열의 국내 대표적인 화학기업으로 2000년 국내 최초로 LCD용 편광판의 상업화에 성공한 이래, 편광판 등 LCD용 소재와 전지재료 등을 생산중."
3,LCD 부품/소재,A089010,켐트로닉스,"전자용 부품 및 화학소재 전문업체. 사업영역은 LCD Glass용 TG(Thin Glass) 제조와 반도체 및 LCD 관련 전자용 및 공업용 용제류를 생산하는 화학사업부와 PBA(PCB Board Assembly), LD(Local Dimming) LED Plate Borad 등을 개발 및 생산하는 전자사업부로 구분됨"
3,LCD 부품/소재,A073110,엘엠에스,프리즘시트(LCD BLU의 핵심부품) 생산업체.
3,LCD 부품/소재,A050760,에스폴리텍,"광학용 시트/필름 생산/판매업체. 광학용 시트/필름 사업(TFT-LCD 산업의 일부분인 도광판, 확산판 등을 생산/판매) 영위."
3,LCD 부품/소재,A101490,에스앤에스텍,"블랭크 마스크 제조업체. 블랭크마스크는 반도체 및 LCD, OLED 노광 공정의 핵심재료인 포토마스크의 원재료임."
3,LCD 부품/소재,A095500,미래나노텍,IT 디스플레이 소재 전문 업체. LCD BLU에 사용되는 광학필름 생산/판매.
3,LCD 부품/소재,A178780,유테크,"모바일 디스플레이 부품 제조 및 판매업체. BLU 중에서 LED의 선광을 면광으로 전환하는 LGP(Light Guide Plate, 도광판)와 BLU 부품을 고정시키며 LED의 빛이 새는 것을 막아주는 M/F(Mold Frame, 몰드프레임)를 생산."
3,LCD 부품/소재,A120110,코오롱인더,"코오롱의 제조사업이 분사되어 신설된 제조회사로 LCD용으로 사용되는 확산필름, 확산판, 프리즘 필름, 도광판 등 백라이트용 광학소재 등의 필름사업을 영위."
3,LCD 부품/소재,A054090,삼진엘앤디,"정밀 금형/사출 기술 기반의 전자부품업체. 전자부품 사업부에서 TV moldframe, 도광판(Light Guide Panel) 등을 생산/판매. 특히, 삼성전자 BLU 협력업체에 Mold Frame을 공급."
3,LCD 부품/소재,A066670,디스플레이텍,LCD모듈 전문제조업체. 삼성전자에 보급형 스마트폰용 LCD 모듈(LCM)을 ODM(제조자개발생산) 방식으로 납품.
3,LCD 부품/소재,A121850,코이즈,"LCD 보호필름 및 광학코팅 업체. LCD 보호필름 제조 및 LCD의 부품인 백라이트유닛(BLU)의 핵심소재인 광학필름의 코팅과 도광판 및 보호필름 제조를 중심으로 사업 영위. 주요매출처는 LG전자, 미래나노텍, LGD, BOE 등임."
3,LCD 부품/소재,A067770,세진티에스,"초박막 액정표시장치(TFT-LCD)용 BLU에 들어가는 광기능성 시트(반사시트, 확산시트, 보호시트, 프리즘시트등)를 생산하는 업체."
4,LCD BLU제조,A041520,이라이콤,"LCD용 BLU(휴대폰, 태블릿, 소형가전제품용 등) 생산업체. 삼성전자의 협력업체로 등록되어 있으며, 중소형 BLU업체 중 First Vendor로 휴대폰 및 태블릿PC용 BLU 공급업체중 가장 높은 점유율을 유지중. "
4,LCD BLU제조,A004710,한솔테크닉스,"LCD 및 LED TV 핵심부품인 백라이트유닛(BLU) 제조업체. 삼성전자의 BLU 공급업체로 BLU사업은 TV BLU를 중심으로, 파워모듈은 LCD TV용 인버터를 중심으로 사업을 전개."
4,LCD BLU제조,A054090,삼진엘앤디,"정밀 금형/사출 기술 기반의 전자부품업체. 전자부품 사업부에서 BLU핵심부품인 Mold frame, 도광판(Light Guide Panel) 등을 생산/판매. 특히, 삼성전자 BLU 협력업체에 Mold Frame을 공급."
4,LCD BLU제조,A121850,코이즈,"LCD 보호필름 및 광학코팅 업체. LCD 보호필름 제조 및 LCD의 부품인 백라이트유닛(BLU)의 핵심소재인 광학필름의 코팅과 도광판 및 보호필름 제조를 중심으로 사업 영위. 주요매출처는 LG전자, 미래나노텍, LGD, BOE 등임."
7,LCD장비,A177350,베셀,"LCD/OLED 디스플레이용 장비 제조업체. LCD, OLED, 터치패널용 In-line System 및 각종 장비를 생산. LG디스플레이와 많은 개발 Project 들을 진행하였으며 다수의 국책과제에도 참여."
7,LCD장비,A110990,디아이티,"평판디스플레이(OLED,LCD,TSP,PDP) 검사장비, 레이저 커팅 및 그라인더 장비, 2차전지 Film 검사 장비 업체. LCD와 OLED(Rigid, Flexible), 각종 Film 소재의 제조공정에서 발생하는 불량을 검사 및 측정하는 ‘비접촉 광학 검사장비와 측정장비’ 사업과 LCD와 OLED 공정에서 액정의 성능을 향상 및 특정 용액을 경화시키기 위한 ‘UV 노광 및 경화 장비’ 사업 등을 영위."
7,LCD장비,A078150,HB테크놀러지,"LCD 및 AMOLED, 반도체 검사장비의 제품을 생산/판매하는 업체."
7,LCD장비,A036930,주성엔지니어링,LCD용 PE-CVD장비(5G~8G 양산 장비 출하) 생산.
7,LCD장비,A117730,티로보틱스,"16년 샤프에 10세대 LCD용 진공이송로봇을 공급하였으며, 17년에는 중국 BOE에 10.5세대 LCD용 제품을 공급."
7,LCD장비,A272110,케이엔제이,"디스플레이 패널 관련 Edge Grinder(엣지그라인더)와 CVD-SiC(탄화규소) Product 생산 업체. 디스플레이(LCD, LED, OLED) 제조용 장비인 Edge Grinder(엣지그라인더)와 검사장비 등을 생산. 주요 고객은 삼성디스플레이."
7,LCD장비,A039440,에스티아이,"반도체 및 Display용 관련 장비제조/판매업체. 주요 제품으로는 반도체 및 Display용 CCSS(중앙약품 공급시스템), WET System(세정, 식각, 현상 시스템) 등. 특히, Wet Station 부문 중 TFT-LCD용 식각시스템(Glass Etching System)은 Dipping방식의 특허권 보유 장비."
7,LCD장비,A063760,이엘피,"AMOLED 및 LCD 디스플레이 검사장비 제조, 판매업체. 주요 제품으로 AMOLED 패널에이징(Panel Aging) 및 검사용 장비를 생산중. 주요 거래처로 삼성디스플레이, LG디스플레이 등이 있음."
7,LCD장비,A009310,참엔지니어링,LCD 및 OLED 등 패널 제작시 발생되는 결함을 레이저로 수리하는 장비 등을 생산하는 FPD사업(Laser Repair 설비 등)을 영위.
7,LCD장비,A089030,테크윙,자회사 이엔씨테크놀러지를 통해 OLED/LCD광 평가 장비 생산.
7,LCD장비,A068790,DMS,"디스플레이패널 생산 장비 제조/판매업체. CLEANER(세정장비), WET ETCHER(습식 식각장비), COATER(감광액 도포장비), WET STRIPPER(감광액 박리장비), DEVELOPER(현상장비) 등을 주요 제품으로 LCD, OLED 생산에 필요한 TFT공정과 LCD 생산에 필요한 CF 공정에 장비 납품."
7,LCD장비,A141000,비아트론,"디스플레이 패널 열처리장비 전문업체. AMOLED, LTPS LCD, Oxide TFT, Flexible Display 등의 디스플레이 패널 제작을 위한 backplane 제조 관련 열처리장비를 주요제품으로 생산/판매중."
7,LCD장비,A040910,아이씨디,"AM-OLED, TFT-LCD 등 FPD(Flat Panel Display) 의 양산에 필요한 전공정 제조 장비 생산/판매 업체."
7,LCD장비,A090470,제이스텍,"디스플레이 및 반도체 장비 제조업체. 디스플레이장비, 반도체장비, 레이저장비 사업을 영위중이며, TFT/LCD 용 LASER Welding 장비 등을 생산."
7,LCD장비,A079810,디이엔티,"LCD, OLED 제조용 검사장비를 전문적으로 생산, 판매하는 제조업체. 주요 제품으로는 디스플레이 장비인 Cell Prober, Array Tester, MAC/MIC 등."
7,LCD장비,A320000,윈텍,"머신비전(Machine Vision) 기술에 기반한 검사장비 업체로 디스플레이(OLED BONDER/BENDING) 관련 검사장비 사업부인 LI(LCD Inspector) 사업을 영위. LCD/OLED PANEL의 PCB 또는 전극 FILM에 Chip이나 FILM 등을 보다 정밀하게 측정하여 부착, 이를 통해 LCD 패널과 ACF를 보다 정밀하게 부착할 수 있도록 하는 디스플레이 검사장비를 보유."
7,LCD장비,A079370,제우스,"TFT-LCD 제조장비(LCD IN-LINE TRANSFER SYSTEM, 공정장비(HP/CP포함), INSPECTION SYSTEM 등)를 주력 생산/판매하는 업체."
7,LCD장비,A109740,디에스케이,"LCD 여러 제조공정 중 모듈공정의 BONDING 장비를 주 사업영역으로 하고 있으며, 주요 제품으로는 PCB Bonding System 및 In-Line System이 있음."
7,LCD장비,A039230,에이아이비트,"디스플레이 패널 검사 장비(Probe Station) 및 장치(Probe Unit) 생산업체. 주요 고객사는 LG디스플레이, BOE 등."
7,LCD장비,A257370,명성티엔에스,"2차전지 핵심 소재 중 하나인 분리막 생산 설비 전문 제조업체. 디스플레이용 압력용기(Auto Clave : LCD 또는 OLED 제조공정에서 유리와 필름, 유리와 유리 사이에 남아있는 기포를 압력을 가하여 제거하는 장비) 사업도 영위."
7,LCD장비,A137940,넥스트아이,"액정표시장치(LCD) 검사장비 개발업체. 머신비전(Machine Vision) 기술을 활용해 각종 첨단 제품 또는 관련 부품의 외관검사를 하는 장비를 제조/판매하는 것을 주요 사업으로 영위. 주요 제품은 편광필름검사장비, X-RAY, 3차원 측정기, 유리깨짐검사장비 등."
7,LCD장비,A137400,피엔티,롤투롤(Roll-to-Roll) 기술을 활용한 디스플레이 및 2차전지 소재 생산장비 제조업체. 2007년10월 국내 최초 LCD Polishing설비 개발.
7,LCD장비,A089980,상아프론테크,슈퍼 엔지니어링 플라스틱 소재 전문 생산업체. LCD 및 OLED 제조 공정중 패널의 보관 및 이송을 위한 FPD Cassette를 생산/판매.
7,LCD장비,A265520,AP시스템,"LCD장비(실런트분사장비, 진공합착장비, 액정분사장비, 자외선 경화 장비 등) 등을 생산."
7,LCD장비,A043290,케이맥,"평판 디스플레이(FPD)/공정 검사장비 등을 제조 판매하는 업체. 주력제품으로는 박막 두께 측정기, 색도 측정기, Vision & 3D 분석기 등이 있음."
7,LCD장비,A264660,씨앤지하이테크,"반도체 및 디스플레이(LCD, OLED 등)용 화학약품 혼합장치/재생장치 생산 업체. 반도체/디스플레이 제조 공정에 필요한 화학약품을 최종 양산 설비에 자동화로 공급하는 장치인 CCSS를 주요제품으로 생산하며, DSP + 혼합 장치, SC-1 혼합 장치, 현상액 혼합 장치, 암모니아수 혼합 장치, 불산 혼합 장치, ACQC/저장 및 공급 장치, 화학약품 재생 장치(DPF & DDS-11) 등이 있음."
7,LCD장비,A136510,쎄미시스코,"반도체, 평판 디스플레이(LCD, OLED 등) 검사장비 제조/판매 업체. 주력 제품은 플라즈마 공정진단 장비, 유리기판 검사장비 등."
7,LCD장비,A240810,원익IPS,"반도체 증착장비 및 장치, LCD/AMOLED장비, SOLAR CELL장비 등을 제조, 판매하는 업체. TFT-LCD 패널 제조 시, 기판 위에 원하는 패턴을 형성하기 위한 핵심공정 장비인 Dry Etcher 생산."
7,LCD장비,A045100,한양이엔지,반도체/디스플레이 유틸리티 설비 및 관련 장비 제조 업체. 반도체 및 디스플레이 생산설비에 필수적인 고순도(UHP) 특수가스설비 및 기타 엔지니어링 서비스 제공.
7,LCD장비,A281820,케이씨텍,"디스플레이 및 반도체 공정에 사용되는 전공정 장비 및 소모성 재료 생산, 판매."
7,LCD장비,A079950,인베니아,"LIG그룹 계열로 TFT-LCD, OLED 등의 디스플레이 패널 제조 장비 개발/제작/판매 사업을 영위. LG디스플레이에 5세대 장비 납품을 시작으로 현재 10.5세대 장비를 양산 납품 중."
7,LCD장비,A065130,탑엔지니어링,"반도체, LCD, LED Chip 제조 및 OLED 공정장비 제조를 주력사업으로 영위. LCD 제조장비 중 ODF 공정 핵심 장비인 Dispenser는 높은 글로벌 점유율을 기록."
7,LCD장비,A088130,동아엘텍,"LCD검사장비, OLED 검사장비 등 디스플레이 제조 공정상 주로 후공정의 검사장비를 제조, 판매하는 사업 영위."
7,LCD장비,A049950,미래컴퍼니,"Edge Grinder(LCD 패널의 단면을 다듬는 장비), Edge Inspection(LCD 패널의 단면을 다듬는 장비) 등을 주력 제품으로 생산하는 LCD 제조장비 업체."
7,LCD장비,A071280,로체시스템즈,"반도체 및 TFT-LCD용 제조 장비 생산 전문업체. 반도체용 Clean Robot을 비롯하여 LCD용 Clean Robot, Indexer, EFEM, Laser를 이용한 Glass Cutting System 등의 최첨단 고기능의 장비를 개발, 공급. 주요 매출처는 삼성전자, 삼성디스플레이(SDC) 등."
7,LCD장비,A083310,엘오티베큠,"반도체, 디스플레이(LCD, OLED), 태양광셀 제조 등에 사용되는 Fore Vacuum용 건식진공펌프 생산, 판매 업체."
7,LCD장비,A297890,엘이티,"디스플레이 사업분야에 특화된 모듈 공정 디스플레이(LCD, OLED) 제조설비 자동화시스템 업체. 주요 제품으로 도포기 자동화설비(LCD & OLED MODULE), 조립기 자동화설비(OLED MODULE), 검사기 자동화설비(LCD MODULE, 삼성전자 의료기기사업부), 신기술 자동화설비(OLED MODULE) 등이 있음. 주요 매출처는 삼성그룹(삼성전자, 삼성디스플레이) 등."
7,LCD장비,A011930,신성이엔지,"클린룸 사업 부문에서 반도체 및 평판디스플레이, 이와 관련한 소재 및 제품 등의 제조공간에 공기청정도를 제어하는 장비를 생산, 설치하는 사업 영위."
7,LCD장비,A122640,예스티,"디스플레이(LCD, LED, OLED) 및 반도체 장비 제조/판매 업체. 주요 제품으로 삼성전자 반도체 생산공정과 삼성디스플레이의 FPD 패널 생산공정에 투입되는 열처리, 온도제어 및 검사장비 등이 있음. 주요고객사는 삼성전자, 삼성디스플레이."
7,LCD장비,A251630,브이원텍,"머신비전(Machine Vision) 및 화상처리를 통한 디스플레이 검사 S/W 개발 및 장비 제작업체. 주요 제품은 LCD/OLED 압흔검사기 외에 OLED 원장 FMM(Fine Metal Mask) Align 및 검사 비전 시스템, FPR 부착 검사기, RTP(Roll to Panel) Film 부착 검사기, COG/FOG/TAB 비전 시스템, 세정 전후 검사 시스템 등이 있음."
7,LCD장비,A108230,톱텍,평판디스플레이(Flat Panel Display) 제조공정에 필수적으로 사용되는 자동화설비 전문 제조업체.
7,LCD장비,A083930,아바코,"LCD, OLED, PDP 등 평판디스플레이 관련 장비업체. 진공장비, 전용장비, 자동화장비 등의 평판디스플레이(FPD) 제조용 장비와 박막형 태양전지 장비 사업을 영위."
7,LCD장비,A256630,포인트엔지니어링,"표면처리 전문업체. 디스플레이(LCD 및 OLED) 및 반도체 공정에 사용되는 공정장비의 핵심부품을 제작, 가공 및 표면처리를 중점사업으로 영위. 주요 제품으로는 Diffuser(Shower Head) 및 Susceptor, Shadow Frame 등이 있음."
7,LCD장비,A056190,에스에프에이,"자동화설비전문업체로 디스플레이기기 제조장비사업과 물류시스템사업, 반도체 패키징사업을 주된 사업으로 영위. 디스플레이기기 제조장비사업부문은 OLED/LCD 제조에 소요되는 제반 장비를 제작/공급중."
7,LCD장비,A090360,로보스타,제조용 로봇 및 자동화 장비 개발/생산하는 산업용 로봇 전문업체. 평판디스플레이(FPD) 공정의 핵심 역할인 이송 및 적재용으로 활용되는 트랜스퍼 로봇을 생산.
7,LCD장비,A080000,에스엔유,"OLED, LCD 등의 산업용 제조장비 제조/판매 업체. 세계 주요 디스플레이 제조사들을 주요 고객으로 하고 있음."
8,화폐/금융자동화기기,A089150,케이씨티,"금융단말 시스템 및 특수단말 시스템 제조 및 판매를 주요 사업으로 영위하는 업체. 자동화기기(Smart ATM, mini CD기, 지능형순번대기시스템, 무인지로공과금수납기, OutDoor Kiosk, Information Kiosk 등), 금융단말기(영업점 창구용 통합 단말, 금융통합단말 솔루션xOP*era, 통장프린터, 카드발급기, 핀패드, 신분증스캐너 등)를 공급."
8,화폐/금융자동화기기,A053160,프리엠스,"건설용 중장비 전장품과 자동제어기기 제조 및 판매업체. 프린터, 현금인출기, 마권발매기 등 금융단말기를 OEM 생산방식을 통해 제조 및 판매."
8,화폐/금융자동화기기,A052600,한네트,"한국컴퓨터지주 계열의 점외 현금자동지급기(CD) 사업 영위 업체. 금융권이 진출하지 않은 지하철역, 대형 유통점, 편의점, 휴게소 등의 공공장소를 중심으로 현금자동인출기를 설치하고 연중무휴 365일 24시간 현금서비스를 제공. 2006년 1금융권의 모든 금융기관과 업무체결을 완료."
8,화폐/금융자동화기기,A103140,풍산,"비철금속의 소재(동 및 동합금 판/대, 관, 봉/선, 소전 등)를 제조, 판매하는 신동사업을 영위. 동전 재료(소전) 생산."
8,화폐/금융자동화기기,A063570,한국전자금융,"금융자동화기기(CD, ATM) 관리 서비스 전문업체. ATM관리사업(금융기관의 CD/ATM 관리를 아웃소싱), CD VAN사업(고객들에게 현금인출, 계좌조회, 계좌이체 서비스 등을 제공), 현금물류사업(현금처리와 관련된 제반 업무를 대행) 등을 영위."
8,화폐/금융자동화기기,A094940,푸른기술,"무인 자동화기기관련 제품 생산 업체. 금융자동화(현금 입출금기 및 현금 방출기 관련 모듈 및 시스템 등), 역무자동화(승차권 발매기, 교통카드충전기 및 자동게이트시스템 등), 특수단말시스템(마권발매기, 스포츠토토 발매기, 대형마트 푸드코트 식권발매 Kiosk, 공항/항만 등의 세금환급 Kiosk 등) 등의 사업을 영위."
8,화폐/금융자동화기기,A012600,센트럴인사이트,현금자동입출금기 제조 및 판매 등을 주요사업으로 영위.
8,화폐/금융자동화기기,A067730,로지시스,"전산장비 유지보수 용역, 전산장비 판매, VAN서비스 대행용역 사업을 영위하는 업체. VAN서비스 대행사업은 VAN사의 현금자동입출금기 대행관리와 금융기관 365코너의 현금자동 입출금기 대행관리사업을 수행."
9,OLED(유기 발광 다이오드),A090740,아이엠이연이,"EMS(전자제품 생산전문기업) 전문업체. SMD(표면실장장치)와 SMT(표면실장기술)를 기반으로 TFT-LCD Monitor & Notebook용 Source PBA, LCD TV용 Control & Source PBA, LED용 PBA, OLED용 PBA를 주로 생산."
9,OLED(유기 발광 다이오드),A177350,베셀,"LCD/OLED 디스플레이용 장비 제조업체. LCD, OLED, 터치패널용 In-line System 및 각종 장비를 생산. LG디스플레이와 많은 개발 Project 들을 진행하였으며 다수의 국책과제에도 참여."
9,OLED(유기 발광 다이오드),A059100,아이컴포넌트,디스플레이용 광학필름 전문 제조업체. 퀀텀닷 TV 및 Flexible OLED 용 배리어 필름 생산.
9,OLED(유기 발광 다이오드),A110990,디아이티,"평판디스플레이(OLED,LCD,TSP,PDP) 검사장비, 레이저 커팅 및 그라인더 장비, 2차전지 Film 검사 장비 업체. LCD와 OLED(Rigid, Flexible), 각종 Film 소재의 제조공정에서 발생하는 불량을 검사 및 측정하는 ‘비접촉 광학 검사장비와 측정장비’ 사업과 LCD와 OLED 공정에서 액정의 성능을 향상 및 특정 용액을 경화시키기 위한 ‘UV 노광 및 경화 장비’ 사업, 디스플레이 모델의 형상을 가공하는 ‘Laser Cutting 장비’ 사업 등을 영위."
9,OLED(유기 발광 다이오드),A066570,LG전자,LG그룹 계열의 글로벌 가전 및 정보통신기기 제조업체로 OLED TV와 AMOLED를 탑재한 스마트폰을 출시.
9,OLED(유기 발광 다이오드),A226440,한송네오텍,"OLED Mask 공정 장비업체. 주요 제품으로는 OLED FMM 인장기, OLED Cover/HowlingMask 인장기, OLED Mask PPA검사기, OLED원장 Open Mask 인장기, OLED Mask초기검사기, LAMINATOR 등이 있음. "
