themeCd,themeNm,stockCd,stockNm,stockInfo
55,보안주(정보),A290270,휴네시온,"정보보안 솔루션 전문 업체. 네트워크 보안 분야 망간자료전송(i-oneNet V4.0) 사업을 주력으로 영위하고 있으며, 암호/인증 분야 통합계정관리(NGS V6.0) 사업과 시스템(단말) 보안 분야 모바일보안/출입관리(MoBiCa V2.0, ViSiCa V3.0) 사업도 영위."
55,보안주(정보),A286750,나노브릭,"신소재 개발/생산 기반인 액티브 나노플랫폼을 토대로, 세계 최초이자 유일하게 양산에 성공한 자기색가변 소재를 이용한 '보안사업(위조방지/정품인증/보안인쇄)'을 주요 사업으로 영위하고 있으며, 다양한 '기능성 신소재 사업'도 영위. 주요 제품으로는 보안응용 제품 M-TAG(정품인증라벨), M-PAC(정품인증팩키징)과 보안소재 제품 M-SecuPrint(자기색가변 보안소재) 등이 있음."
55,보안주(정보),A046110,한일네트웍스,네트워크서비스 전문업체로 보안장비 등 디지털 보안 사업 영위.
55,보안주(정보),A131090,시큐브,"시스템보안 토탈 솔루션업체. 전자서명 인증기반의 서버보안 솔루션 등을 보유한 동사는 국내 최초 독자적인 Secure OS 개발을 통해 국내 보안운영체제 시장 점유율 1위를 유지. 보안운영체제, 통합계정관리, 로그 분석/관리, DB보안 등의 솔루션 제품을 판매하고 있으며, 유지보수 서비스를 제공."
55,보안주(정보),A047560,이스트소프트,17년1월 보안사업부문을 물적분할하여 자회사 (주)이스트시큐리티 설립(보안 소프트웨어 알약 서비스). 통합 백신 프로그램인 알약을 통해 PC 악성코드에 대한 진단 및 치료 기능을 제공.
55,보안주(정보),A195440,퓨전,"가상화 솔루션(S/W) 개발, 공급업체. 데스크톱 가상화 솔루션 'JDesktop Enterprise’를 통해 각종 악성코드의 유입 및 해킹을 원천 차단하는 망분리 사업 영위."
55,보안주(정보),A042510,라온시큐어,"모바일, 유비쿼터스 및 기기인증 보안 솔루션을 보유한 전문 보안 솔루션 개발 업체. 금융, 공공기관 및 일반기업을 대상으로 모바일 보안솔루션(모바일백신, 가상키보드, 모바일암호인증, 모바일단말관리) 및 PC보안(Non-ActiveX 솔루션), 국제생체인증 표준 FIDO 기반 생체인증 솔루션, IOT 기반 솔루션과 서비스를 공급."
55,보안주(정보),A158430,아톤,"핀테크 보안 솔루션과 간편인증 서비스를 주요 사업으로 영위하는 핀테크 금융플랫폼 업체. 금융 기관을 비롯한 핀테크 기업이 활용하는 핀테크 보안 솔루션과 다양한 기업들이 온라인상에서 고객에 대한 본인 인증을 요청할 때 이용하는 간편인증 서비스를 제공. 주 고객사를 기준으로 크게 '핀테크 보안 솔루션', '핀테크 플랫폼', '티머니 솔루션', '스마트 뱅킹'으로 분류."
55,보안주(정보),A038680,에스넷,"네트워크통합을 근간으로 하는 소프트네트워크 솔루션 전문업체. 네트워크 컨설팅, 네트워크 운영시스템(NMS) 및 네트워크 보안 등 네트워크 관련 부가 서비스를 고객의 특성에 맞게 제공하는 사업을 영위."
55,보안주(정보),A136540,윈스,"정보보안솔루션 개발, 공급 및 네트워크 보안과 관련된 소프트웨어의 개발 등의 사업을 영위. 네트워크 보안 분야에서 침입방지시스템(NGIPS), DDoS 대응시스템(NGDDX), 방화벽, 지능형지속공격방어(APTX) 등에서 보안기술과 시장을 선도하고 있음."
55,보안주(정보),A049480,오픈베이스,"네트워크 및 보안솔루션 전문기업. 인터넷 기반의 네트워킹 솔루션사업, 보안솔루션사업, 스토리지솔루션사업, 서버솔루션 사업 등을 영위. 14년7월 HP 코리아와 HP 보안솔루션에 대한 총판계약 체결. 2015년 Rapid7과 Vectra와 파트너쉽을 체결. 18년2월 수산아이앤티와 보안솔루션 총판계약 체결."
55,보안주(정보),A054920,한컴위드,"PKI 및 암호기술 기반의 보안 솔루션 및 서비스 제공하는 보안 소프트웨어 업체. PKI, 데이터 암호화, 키 관리 등 보안 관련 기반 뛰어난 기술을 보유."
55,보안주(정보),A214180,민앤지,모바일 부가서비스 개발업체. 개인정보 보안관련 서비스로 휴대폰번호도용방지서비스와 로그인플러스 서비스를 제공하여 개인정보 불법 도용의 피해를 차단하는 사업을 주력으로 영위.
55,보안주(정보),A222810,마이더스AI,"EDR보안 사업, 네트워크보안 사업, 서비스 사업 등을 영위하는 업체."
55,보안주(정보),A317120,라닉스,"자동차와 사물인터넷(IoT)의 핵심기술인 무선통신과 보안 및 인증 관련 시스템반도체 등을 영위하는 토털 시스템반도체 솔루션 업체. 보안/인증 솔루션 사업의 경우 정품 인증 솔루션 사업, IoT 보안 솔루션 사업, TPM(Trusted Platform Module) 기반의 보안 솔루션 사업, 자동차 보안 솔루션 사업 등을 영위."
55,보안주(정보),A041460,한국전자인증,"공인인증서 서비스 사업영위 업체. 인증서비스 및 보안서버 인증서비스, 인증솔루션 등 보안인증 관련사업을 주요사업으로 영위."
55,보안주(정보),A053350,이니텍,KT계열의 인증보안과 금융IT서비스 제공 업체. 정보보안 사업으로 PKI(공개키기반구조)기반 기술의 소프트웨어 개발 및 공급업을 영위.
55,보안주(정보),A213090,미래테크놀로지,"다우그룹 계열의 OTP(One Time Password:일회용 비밀전호) 사업을 주사업으로 영위하는 업체. 주요 제품으로는 Hardware OTP(기본형, 보안형, 카드형 등), Software OTP(인증서버, 애니 등) 등임."
55,보안주(정보),A079940,가비아,인터넷 비즈니스를 영위하거나 인터넷 환경이 필요한 기업을 대상으로 인프라 및 솔루션을 서비스로 제공하는 인터넷 인프라 서비스 업체. 자회사((주)엑스게이트)를 통해 다양한 보안 기능을 통합한 UTM 솔루션을 제공중. 
55,보안주(정보),A053300,한국정보인증,"공인인증서 서비스 사업을 영위하는 국내 법인 범용 공인인증서 1위 업체. 개인 및 법인용 공인인증사업과 PKI솔루션(보안툴킷 등)개발 및 판매사업, SSL(웹보안서버) 등의 사업을 영위."
55,보안주(정보),A032190,다우데이타,자회사 미래테크놀로지가 OTP((One Time Password : 일회용 비밀번호) 제품 사업을 영위. 타사와 비교하여 다양한 종류의 OTP 제품 라인업을 갖추어 Hardware OTP 6종과 Software OTP 4종을  보유.
55,보안주(정보),A067920,이글루시큐리티,"통합보안관리솔루션(ESM) 및 보안관제서비스(MSS) 등을 제공하는 정보보안관리 전문업체. 국가핵심 기간망(국가정보자원관리원, 우정사업정보센터 등)의 보안관제/분석 업무를 제공하고 있으며, 주요 핵심공공기관(국회사무처, 외교통상부 등) 및 금융권/대기업에 파견관제서비스를 제공 중. 제주도 실증단지 스마트그리드 컨슈머 분야 컨소시엄에 참가해 보안관제 전반적인 부분을 담당."
55,보안주(정보),A275630,에스에스알,"정보보안 솔루션 개발 업체. 서비스 업태와 소프트웨어자문개발 및 공급, SI관리운영 및 기술자문, 전자상거래업, 보안 및 관련정보기술을 종목으로 하는 사업을 영위. 주요 제품으로는 SolidStep(취약점 진단 솔루션), MetiEye(웹 해킹 방지 솔루션) 등이 있음."
55,보안주(정보),A150900,파수,데이타보안사업(콘텐츠/정보유출방지보안) 등을 영위하는 업체. 18년5월 애플리케이션보안사업(소프트웨어 품질 및 보안을 테스트) 등을 영위하는 (주)스패로우를 사업경쟁력 강화 및 사업 역량 집중을 위해 단순·물적분할하여 설립.
56,NI(네트워크통합),A029480,릭스솔루션,"NI/SI 사업 및 ITO사업 영위 업체. NI/SI 사업부문은 네트워크 컨설팅, 기획, 설계, 구축, 감리, 유지보수 등을 제공."
56,NI(네트워크통합),A173130,오파스넷,"네트워크 통합(Network Integration) 전문업체로 18년8월 코넥스시장에서 코스닥시장으로 이전 상장. 기업체, 공공기관 및 금융권 네트워크 통합과 다양한 솔루션을 공급하고 있으며, SI(System Integration)분야 및 컨설팅 시장에도 진출."
56,NI(네트워크통합),A046110,한일네트웍스,"네트워크서비스 전문업체로 자체 인프라구축이 어려운 기업에게 이미 구축되어 있는 사업자의 자원(네트워크, 애플리케이션 등)을 임대하여 수익을 창출하는 ASP(Appication Service Providing) 사업과 IT 장비 유통사업을 영위."
56,NI(네트워크통합),A031820,콤텍시스템,"NI(네트워크통합) 솔루션 전문업체. 네트워크 구축, 통신망유지보수, 네트워크장비 판매 사업등을 영위."
56,NI(네트워크통합),A042500,링네트,"컴퓨터 네트워크 통신 솔루션업체. 컴퓨터 네트워크의 설계, 통신 장비공급, 설치 및 유지보수를 포함하는 NI(Network Integration) 사업과 화상회의시스템, Storage시스템(저장장치), IP Telephony(인터넷전화), 클라우드 가상화 등의 사업을 주력으로 영위."
56,NI(네트워크통합),A038680,에스넷,"네트워크통합을 근간으로 하는 소프트네트워크 솔루션 전문업체. 네트워크 통합시스템 구축 및 자문, 유지보수 사업을 영위."
56,NI(네트워크통합),A049480,오픈베이스,"IT서비스 전문업체. 인터넷 기반의 네트워킹 솔루션사업, 보안솔루션사업, 대용량 저장장치 및 제반사업인 스토리지솔루션사업, 서버솔루션 사업, ITO 서비스사업 등을 영위. ADC통합관리솔루션 “ADCsmart”를 세계 최초로 출시."
56,NI(네트워크통합),A040160,누리텔레콤,무선통신 솔루션 전문업체. 전산자원통합관리시스템(NASCenter) 사업 영위.
56,NI(네트워크통합),A033230,인성정보,"IT 인프라사업(네트워크 구축 및 유지보수 외) 영위 업체. Network, Storage, Server, 클라우드/가상화, Voice (UC), Video Communication(TP), Security, IT Infra Management, 헬스케어 등 IT 핵심 인프라 제품/솔루션과 서비스를 One-Stop 제공."
59,광고,A321820,와이더플래닛,"AI/빅데이터 기반 퍼포먼스 타겟팅 광고 플랫폼업체. 국내 최고의 DMP 기반 DSP 사업자로서 국내 DSP 사업자 중 최대 규모의 트래픽과 광고 거래량, 처리 속도를 기록하며 최적화된 타겟팅 광고 서비스를 제공. 주요 서비스 플랫폼은  타겟팅게이츠(TargetingGates™)로, 기업이 마케팅/광고콘텐츠, 서비스상품, 제품목록 등을 마케팅/광고 네트워크를 통해서 타겟팅하여 웹 또는 앱 사용자에게 전달할 수 있도록 함."
59,광고,A051160,지어소프트,"온라인 디지털 광고 대행업을 영위. 광고주 대신 REP사와 접촉하여 광고를 대행하는 형태의 계약으로 TV를 제외한 모든 매체사(온라인[네이버, 다음, 네이트 등], 신문, 지하철, 버스 등]의 광고를 진행 중."
59,광고,A214320,이노션,"현대자동차그룹 계열 광고 대행사로 2005년 설립되었으며, 광고업(광고대행 및 광고물 제작, 뉴미디어/디지털 마케팅, 프로모션, 옥외광고 등)을 영위. 국내 및 해외지역에서 광고주들이 요구하는 다양한 통합 마케팅 솔루션 제공중. 현대차그룹 매출 비중이 높으며, 17개 국가 23개도시에 해외 네트워크를 보유중."
59,광고,A236810,엔비티,"모바일 포인트 플랫폼을 기반으로 한 모바일 포인트 광고, 모바일 포인트 쇼핑 사업 등을 영위하는 업체."
59,광고,A035000,지투알,"LG그룹 계열사로 (주)에이치에스애드, (주)엘베스트 등을 자회사로 둔 광고그룹 지주회사(공정거래법상 지주회사는 아님). 광고 및 마케팅 관련 자회사들로부터 발생하는 경영관리용역수입, 배당수익 등이 주수익임."
59,광고,A089600,나스미디어,"KT그룹 계열의 온라인 미디어렙 전문업체. 디스플레이광고를 중심으로 한 인터넷 및 모바일, 디지털방송광고(IPTV), 디지털옥외광고 매체판매업을 주 사업으로 영위. 인터넷 광고대행업, 광고물 인쇄 등의 사업을 영위하는 (주)플레이디를 종속회사로 보유."
59,광고,A230360,에코마케팅,"온라인종합광고 대행업체. 온라인광고대행업 중 광고제작과 광고매체대행을 모두 수행하고 있으며, 온라인광고를 활용한 퍼포먼스 마케팅(Performance Marketing)에 주력."
59,광고,A216050,인크로스,"디지털 광고 미디어렙 사업과 국내 최초 동영상 광고 네트워크 플랫폼인 '다윈(Dawin)' 사업을 영위하는 업체. 이외에도 광고 용역 사업을 수행중이며, 통합 모바일 앱 마켓인 '원스토어' 운영을 대행하는 OMP(Open Market Platform) 운영 대행 사업을 자회사 인프라커뮤니케이션즈가 영위중."
59,광고,A030000,제일기획,"삼성그룹 계열의 국내 1위 종합광고대행업체. 삼성전자를 비롯한 삼성 계열사의 광고 물량을 바탕으로 전자, 식품, 화장품, 건설, 자동차 등 다수의 업종에서 대기업 광고주들을 다수 확보."
59,광고,A214270,퓨쳐스트림네트웍스,모바일 광고 플랫폼 기업으로 국내 최대 규모의 모바일 광고 네트워크로 국내 최초로 모바일 광고 플랫폼 CAULY를 상용화함.
59,광고,A237820,플레이디,"KT그룹 계열의 온라인 광고 대행업체. 광고주를 대신하여 브랜드 관련 시장/소비자 조사, 광고운영 전략 수립, 온라인 광고물과 콘텐츠 기획/제작, 광고매체선택과 집행 계획 수립, 매체와의 광고계약 및 협상, 솔루션 기반 광고집행 데이터 분석, 캠페인 컨설팅 등을 통합(Full-Service) 수행."
59,광고,A010470,오리콤,"두산그룹 계열의 종합광고대행업체. 광고대행, 광고제작, 프로모션, 잡지 및 정기간행물 발행 사업 등을 영위. 광고 부문은 각종 광고물의 제작ㆍ매체집행ㆍ출판ㆍ시장조사ㆍ매체조사 분석ㆍ전시 및 이벤트 등과 이에 부대되는 사업을 영위중. 매거진 부분은 Vogue, GQ, Allure, W 등과 같은 잡지를 출판하여 독자들에게 공급하는 잡지 및 정기 간행물 발행 사업을 영위중."
59,광고,A273060,와이즈버즈,"광고대행업체로 RTB 매체 (페이스북, 구글 등)를 기반으로온라인 광고 대행, 모바일 광고의 기획, 공급효과분석 및 관련 소프트웨어 개발을 주요사업으로 영위. 페이스북, 구글이 주 매출처로 광고 운영대행 수수료를 통해 주 수익원을 창출하고 있으며, 이 외 매체들 또한 광고주의 요청에 따라 집행 및 대행 수수료를 청구."
59,광고,A123570,이엠넷,"검색광고를 중심으로 하는 인터넷광고 대행사업 전문업체. 주요서비스는 온라인 광고의 집행과 성과 관리, 광고 및 캠페인 관련 디자인의 제작, 광고 분석 솔루션 제공 등. 일본, 중국에 해외법인을 설립해 국내외 광고주들의 글로벌 마케팅 파트너로써의 역할 수행중."
59,광고,A263700,케어랩스,"헬스케어 토탈 솔루션 업체. 광고주 및 매체 등을 상대로 디지털 마케팅(마케팅 기획, 제작, 대행 등) 사업 영위. 페이스북에 광고 자동화 플랫폼을 자체적으로 개발하여 운영하고 있으며, 네이버, 카카오(다음) 등을 비롯한 SNS, 어플, 네트워크, 카페 커뮤니티 등 모든 온라인 매체와의 제휴를 통해 광고 지면 확보/운영 중."
59,광고,A127710,아시아경제,"온/오프라인 경제 미디어매체. 광고 사업과 콘텐츠 사업, 부대사업(컨벤션 사업/HR사업 등) 등을 영위."
59,광고,A037270,YG PLUS,"광고대행사로 광고주의 의뢰를 받아 광고표현물을 제작. YG엔터테인먼트 소속 아티스트의 광고 에이전시 역할 및 다양한 브랜드 콘텐츠를 기획, 제작."
59,광고,A048550,SM C&C,17년 SK플래닛에서 분할된 M&C(마케팅앤컴퍼니)를 인수하여 광고대행업 영위.
60,육계,A290720,푸드나무,"B2C 전자상거래 플랫폼을 이용한 푸드테크 업체. 닭가슴살 가공식품 등 간편건강식품 관련 식품의 제조, 도소매, 유통, 상품 중개업 및 전자상거래업 등을 주요 사업으로 영위."
60,육계,A195500,마니커에프앤지,"육가공식품 전문 업체. 계육, 돈육, 우육 등 육류를 가공하여 다양한 육가공 제품을 생산하고 있으며, 삼계탕, 삼계죽 등을 생산."
60,육계,A339770,교촌에프앤비,"교촌치킨 브랜드를 통한 치킨 가맹사업(프랜차이즈 사업) 영위 업체. 가맹본부로서 가맹점 경영에 필요한 사업 개념을 설계하고 이를 구체화한 매뉴얼 교부 및 교육, 슈퍼바이저 파견 등 가맹점 영업활동 전반에 대한 지도 관리를 실시하고 있으며, 치킨 조리를 위한 원자재(계육)와 부자재(소스, 치킨무, 패키지 등)를 가맹점에 제공."
60,육계,A027740,마니커,"닭고기 전문업체로 종계, 부화, 사육, 도계, 육가공, 유통에 이르는 수직계열화 구축."
60,육계,A088910,동우팜투테이블,"닭고기 원료육 전문업체. 농림수산식품부지정 가축(육계)계열화 업체로서 양계, 종란, 부화, 사육, 가공, 판매에 이르는 전과정을 일괄적으로 영위."
60,육계,A035810,이지홀딩스,"닭고기업체 마니커, 오리제품의 생산 및 판매업체 정다운의 최대주주."
60,육계,A136480,하림,"하림 닭고기, 하림 치킨너겟, 하림 사료 등의 브랜드를 가진 국내 닭고기 시장 선두업체. 종란의 생산에서부터 부화, 사료생산, 사육, 가공, 유통 판매에 이르기까지 각 단계를 수직 통합하여 운영하는 육계 계열화 업체임."
60,육계,A027710,팜스토리,"삼계탕, 삼계죽 등을 생산하는 육가공 전문업체 마니커에프앤지의 최대주주."
60,육계,A066360,체리부로,"계육제품의 생산 및 판매사업을 주요사업으로 하고 있는 수직계열화 업체. 신선육 및 육가공 제품 유통업체 (주)델리퀸, 종계 사육 및 부화업체 농업회사법인 (주)한국원종, 육가공 제품의 생산 및 유통업체인 (주)체리푸드를 종속회사로 보유."
62,철강 주요종목,A016380,KG동부제철,"열연/냉연강판, 아연도강판, 칼러강판, 석도강판, 강관 등을 생산하는 철강전문기업."
62,철강 주요종목,A084010,대한제강,철스크랩을 원재료로 하여 빌릿을 생산하는 제강사업과 반제품인 빌릿을 원재료로 하여 철근을 생산하는 압연사업 등을 영위하는 업체. 철근 매출비중이 70% 이상을 차지.
62,철강 주요종목,A005490,POSCO,"국내 철강시장에서의 독점적 지위와 세계적인 경쟁력을 보유하고 있는 종합제철업체. 열연, 냉연, 스테인리스 등 철강재를 단일 사업장 규모로 세계 최대 규모인 포항제철소와 광양제철소에서 생산중."
62,철강 주요종목,A001230,동국제강,"판재류(후판)과 봉형강류(철근, 형강) 등을 생산하는 철강제조 전문업체. 15년1월 유니온스틸과 합병을 통해 냉연강판 제조ㆍ판매업을 영위. 16년6월 브라질 고로 제철소 완공."
62,철강 주요종목,A104700,한국철강,"KISCO홀딩스 그룹 계열의 철강업체. 건설, 조선에 사용되는 철근 등을 주요제품으로 생산, 판매."
62,철강 주요종목,A002240,고려제강,"와이어로프, 경강선, PC 강선 및 강연선, 비드와이어 등 각종 선재 제조 및 판매. 내수에 비해 상대적으로 높은 수출비중."
62,철강 주요종목,A058430,포스코강판,"포스코 계열의 표면처리강판 제조전문업체. 아연도금강판, 알루미늄아연합금도금강판, 알루미늄도금강판, 컬러강판을 생산하여 가전용, 자동차용, 건축용 자재 등의 수요산업체와 유통업체에 판매하는 사업을 영위."
62,철강 주요종목,A004020,현대제철,"현대자동차 그룹계열의 H형강, 철근 부문에서 국내 최대의 전기로 제강업체. 전기로와 고로 제강을 통하여 철근, H형강, 강관, 자동차부품, 열연, 냉연코일 및 후판 등을 생산하여 건설, 자동차 및 조선산업 등에 판매."
62,철강 주요종목,A306200,세아제강,"세아그룹 계열의 철강업체로 기존 세아제강에서 강관 제조/판매업 등 제조사업부문이 인적분할됨에 따라 재상장. 구조/유정/배관/상수도용 강관(탄소강관, STS강관, Ti 특수관) 등을 제조/판매중."
62,철강 주요종목,A001430,세아베스틸,"세아그룹 계열사로 선박용품, 산업기계, 건설 등의 중요 핵심 부품에 사용되는 특수강 소재를 생산, 판매하는 업체."
64,2차전지,A093230,이아이디,"2차전지 양극활물질 제조설비 설계, 제작 및 개발 사업을 영위중인 (주)케이아이티와 국내 유일의 2차전지 전공정 설비업체이며, 자동화설비 제조업, 공업류 자동화부품 도매업을 영위중인 (주)지이를 종속회사로 보유중임."
64,2차전지,A004490,세방전지,"로케트 배터리 브랜드를 보유한 각종 축전지 제조/판매업체. 주요제품으로는 차량용, 산업용, 이륜용(오토바이용) 축전지 등. 특히, 차량용 축전지 매출 비중이 높음."
64,2차전지,A047310,파워로직스,"2차전지 보호회로 및 카메라 모듈 제조업체. 휴대폰 등의 2차전지용 보호회로(PCM)와 노트북, PDA, 디카 등의 배터리 보호회로인 스마트모듈(SM) 및 배터리 관리시스템(BMS)과 카메라 모듈 등을 제조, 판매."
64,2차전지,A222080,씨아이에스,"2차전지 전극제조 장비 제조업체. 2차 전지 전공정에 해당하는 Coater M/C, Calender M/C, Slitter M/C 및 Tape Laminator를 생산."
64,2차전지,A053080,원방테크,"반도체,디스플레이,2차전지,바이오 등 미세 공정 필수 설비인 클린룸 전문업체. 2차전지 드라이룸 사업 영위. 주요 고객사로는 SK이노베이션, LG화학 등."
64,2차전지,A033160,엠케이전자,"2차전지 사업을 신규사업으로 추진. 10년8월 동사가 참여하는 ""고에너지 이차전지용 전극소재"" 컨소시엄이 지식경제부의 ""세계시장 선점10대 핵심소재(WPM)사업"" 국책과제로 선정되어 개발 참여. 15년 Si합금계 음극활물질 준양산 라인 구축을 완료하고 본격 가동중에 있음."
64,2차전지,A196490,디에이테크놀로지,"2차전지 생산설비 제조 전문 기업. 2차전지 생산 자동화설비(Notching, Folding 등)와 FPD 검사설비 및 기타 산업용 자동화설비 등의 사업을 영위."
64,2차전지,A110990,디아이티,"평판디스플레이(OLED,LCD,TSP,PDP) 검사장비, 레이저 커팅 및 그라인더 장비, 2차전지 Film 검사 장비 업체. Roll to Roll 생산구조에 적합한 별도의 Vision 광학계를 이용하여 불량을 유발하는 결함(패턴 불량, 이물, 얼룩, 스크래치 등)을 검사 하는 '2차전지 Film 검사 장비 사업' 영위."
64,2차전지,A096770,SK이노베이션,SK그룹 계열의 종합에너지기업. 배터리 사업을 영위중. 친환경 전기자동차 및 ESS (Energy Storage System)에 사용되는 대용량 리튬-이온 배터리를 생산/판매중. 현대/기아자동차 및 독일 다임러 자동차에 배터리를 공급중.
64,2차전지,A226440,한송네오텍,"20년11월 시너웍스와 차세대 2차전지용 분리막 제조·사업화를 위한 기술도입 및 공동사업을 위한 전략적 제휴계약 체결, 한국전자기술연구원으로부터 2차전지 분리막 제품의 시험성적서 수령."
64,2차전지,A131100,스카이이앤엠,리튬이차전지의 주원료인 전해액의 소재(원재료)와 LCD 패널 공정재료로 사용되는 에천트 소재(원재료)를 주력으로 생산하는 전자화학소재 전문 업체. 전기차용 중대형 2차전지 전해액 첨가제를 개발.
64,2차전지,A001780,알루코,LG화학과 SK이노베이션을 통해 완성차 업체 폴크스바겐과 다임러그룹에 '배터리 팩 하우징'을 공급
64,2차전지,A263770,유에스티,스테인리스 강관 제조 및 판매업체로 신규사업으로 이차전지 분리막 사업 진행 중. 17년5월부터 이차전지 분리막 기술개발에 착수.
64,2차전지,A290670,대보마그네틱,"2차전지 소재공정과 셀공정에 투입되는 전자석탈철기 생산/판매 업체. 주요 거래처는 삼성SDI, LG화학, BYD, 에코프로, 코스모신소재, L&F 등이 있음."
64,2차전지,A003670,포스코케미칼,"수입에 의존하던 2차전지 음극재의 국산화를 위해 2010년8월 LS엠트론의 음극재 사업부문을 인수, 2019년4월 양극재 회사 포스코ESM 흡수합병하여 양·음극재를 모두 생산중."
64,2차전지,A032560,황금에스티,자회사 유에스티가 17년12월 전기차용 2차전지 핵심부품인 하이브리드 분리막을 개발.
64,2차전지,A093370,후성,"불소를 기반으로 한 가전 및 냉매가스와 반도체용 특수가스, 2차전지 재료 및 자동차용 냉매가스 생산업체. 리튬2차전지용 전해질 소재인 LiPF6 제조."
64,2차전지,A006110,삼아알미늄,"2차전지 제조용 알루미늄박을 LG화학, SK이노베이션, 삼성SDI 등 국내 배터리 3사에 공급중."
64,2차전지,A055490,테이팩스,"전자 소재용 테이프(전자재료사업부)와 포장용 테이프, 그리고 식품포장용 랩 제조 판매업체. 특히, 전자재료사업부는 2차전지용, TSP 배면용, OCA 등을 주요 제품으로 모바일용 전자 소재 테이프 사업 영위."
64,2차전지,A065350,신성델타테크,"종속회사 신성오토모티브(주), 남경신성델타과기(유), ST Automotive sp. zo. o(폴란드)를 통해 사출품인 방열판과 배터리 팩 케이스, 부스바 등을 생산/판매하고 있으며 주요 고객사는 LG화학임."
64,2차전지,A076080,웰크론한텍,2차전지 분리막 공정에 들어가는 용제회수설비 보유.
64,2차전지,A178920,PI첨단소재,폴리이미드필름(PI필름) 제조업체. 전기차 배터리 등에 쓰이는 일반 산업용 PI필름 생산중.
64,2차전지,A005490,POSCO,"광양제철소 리튬제조공장(PosLX)에서 국내 최초로 연산 1,500톤 규모의 수산화리튬 생산라인을 준공하고 18년4월부터 생산 진행."
64,2차전지,A259630,엠플러스,"파우치형의 전기자동차용 리튬이온 이차전지 조립공정 장비 제조업체. 조립 장비는 공정순서대로 노칭기, 스태킹기, 탭웰딩기, 패키징기, 디개싱기 등으로 구분. 대면적, 대용량의 배터리가 사용되는 전기자동차용 및 ESS용 이차전지 생산 장비에 집중."
64,2차전지,A220260,켐트로스,정밀화학업체로 2차전지용 전해액 첨가제 생산.
64,2차전지,A006400,삼성SDI,"소형전지(휴대폰, 태블릿PC, 전기자전거 용), 자동차전지(하이브리드카, 전기차 용), ESS 등을 생산/판매하는 에너지솔루션 사업부문을 영위."
64,2차전지,A054210,이랜텍,"노트북용, 청소기용, 전동공구용, 소형 ESS 등의 Battery Pack을 완성품 업체에 공급."
64,2차전지,A079810,디이엔티,"LCD, OLED 제조용 검사장비를 전문적으로 생산, 판매하는 제조업체. 국내 최초 기존 프레스 장비를 대체할 수 있는 2차전지 양극재 레이저노칭 장비 개발을 완료. 20년8월 LG화학 대상 2차전지 제조장비 공급계약 체결."
64,2차전지,A320000,윈텍,머신비전(Machine Vision) 기술에 기반한 검사장비 업체로 필름 관련 검사장비인 FI(Film Inspector) 사업을 영위. 이차전지용 필름의 불량을 검사하는 장비로 주로 이차전지 음극의 집전체로 사용되는 동박 필름의 검사에 사용.
64,2차전지,A086520,에코프로,양극활물질 등 2차전지 사업을 분할하여 에코프로비엠을 신규 설립한 뒤 종속회사로 보유.
64,2차전지,A357780,솔브레인,"반도체 및 디스플레이 공정용 화학재료, 2차전지 소재 등 생산/판매 업체. 삼성SDI, SK이노베이션, LG화학 등 국내 2차전지 제조사에 관련 제품을 공급."
64,2차전지,A282880,코윈테크,"공정자동화설비 전문 업체. 2차전지, 반도체, 디스플레이, 석유화학, 헬스케어 등 다양한 사업분야에 공정자동화시스템을 구축하고 있으며, 특히 2차전지 사업 중 전공정(생산공정)의 경우 전세계 최초로 Full 자동화에 성공하여 성공적인 시스템을 납품하는 등 큰 폭의 매출액 성장치를 기록 중."
64,2차전지,A065620,제낙스,2차전지 원천기술에 대한 국내 및 해외 특허 보유중. 세계 최초 메탈 화이버(Metal Fiber)를 이용한 리튬 2차전지와 플렉시블 배터리 개발에 성공. 20년2월 명성티엔에스와 함께 글로벌 전기차 배터리 시장 진출 추진.
64,2차전지,A257370,명성티엔에스,"2차전지 핵심 소재 중 하나인 분리막 생산 설비 전문 제조업체. 2차전지 분리막 생산설비 라인은 국내에서 유일하게 제조. 주요 제품으로는 분리막 연신설비, 분리막 추출기, 건조기, 분리막 코팅기 등이 있음."
64,2차전지,A051490,나라엠앤디,종속회사 나라엠텍이 전기자동차 Battery Pack/ ESS사출금형과 자동차용 소형정밀 금형 생산. LG화학에 Battery Pack 공급. 종속회사 나라모소기술(남경)유한공사가 전기자동차용 Battery Pack 및 ESS의 사출부품을 생산해 LG화학 중국남경법인에 납품.
64,2차전지,A005420,코스모화학,"2차전지 양극재 기초소재인 황산코발트도 생산/판매하고 있으며, 19년8월 NCM 2차전지 양극활물질 설비 및 건축물 증설을 위한 신규시설투자 결정."
64,2차전지,A265560,영화테크,"자동차 전장부품업체. 정션박스(전원분배 및 회로보호)와 전기차 및 이차전지 부품(전압변환,고전류/전압 차단 등) 등을 제조."
64,2차전지,A254120,자비스,"X-ray 검사장비전문업체. 2차전지에 대한 X-ray 검사장비 개발, 제조, 판매, A/S 등 Total Solution을 제공. 2차전지 제조사의 Battery Main 조립 공정 및 출하 검사 공정에서 Battery의 내부 결함을 X-ray 투과 영상으로 촬영하는 In-Line X-ray 검사 장비, Off-Line 검사장비, CT&3D 검사 장비 등을 생산 및 공급."
