gvkey,datadate,lev,roa,btm,retvol,ch_price,std_income,default,ln_mve
000125,12/31/2007,6.151937861,-0.135391484,-24.6469246,0.200225873,-1.82,88.08718386,1,4.264100839
000126,9/30/2013,0.564837172,-0.01234581,5.444384699,0.255621366,0.25,44.0994176,1,5.16298189
000127,3/31/2009,0.854696282,-0.084651501,5.893841805,0.34315689,-3.47,62.92412058,1,2.560987674
000128,6/30/2008,0.745090016,-0.017477204,3.469414577,0.131177862,-11.03,29.15166574,1,4.833885705
000129,9/30/2007,0.41318121,-0.024474617,0.851554084,0.229482552,-0.6,5.892132474,1,5.938830539
000130,6/30/2008,0.554075387,0.006918652,2.366459605,0.202365333,-10.35,10.24821385,1,6.475452717
000131,9/30/2008,0.568757579,0.003079206,2.560259359,0.296813468,-7.41,7.814902287,1,4.887550931
000132,6/30/2011,0.503431761,-0.021322697,4.484596482,0.230235949,-3.52,40.3566112,1,4.089995117
000133,9/30/2008,5.695725534,0.041057368,-45.20303194,0.266090558,-30.22,72.12153867,1,5.218732887
000133,9/30/2012,1.325484765,0.03601108,-11.27795553,0.284671195,1.11,1867.490762,1,3.729882712
000134,5/31/2009,1.014229559,-0.08466682,-1.101491101,0.252974585,-3.25,16.07892466,1,1.564796132
000135,9/30/2013,0.787086342,-0.111849513,0.779039224,0.228814869,-3.12,11.07235959,1,4.24482566
000136,3/31/2012,0.852799253,-0.020555428,0.930126798,0.211193733,-19.59,37.33486263,1,6.362546884
000137,6/30/2012,0.783893811,-0.167466387,0.576949029,0.222609956,-4.06,27.80432413,1,5.222503032
000138,9/30/2010,0.246533451,-0.063508003,3.749458658,0.135318925,-22.63,30.65085985,1,4.61967232
000139,10/31/2010,1.197458115,-0.061464748,-2.174974719,0.194900781,-3.92,71.8560615,1,3.356452076
000140,9/30/2010,0.335275162,0.023850304,0.686185263,0.121944627,-1.08,3.064270861,1,5.656643906
000141,9/30/2007,0.540871419,0.010901338,0.885747238,0.047998018,-0.32,167.7056402,0,7.318085128
000142,6/30/2009,0.081854088,0.0183705,0.68022937,0.130265558,-4.86,5.110154437,0,6.495714383
000143,3/31/2007,0.610071801,0.00482889,0.90817813,0.048581581,-0.69,31.27413972,0,8.098037874
000144,9/30/2005,0.801770998,-0.003331481,0.345858264,0.030896512,4.58,18.97350434,0,7.144063854
000145,3/31/2002,0.585164619,0.008538468,0.590800736,0.087006493,1.47,2.314879981,0,5.687450227
000146,6/30/2010,0.416321534,0.013117694,0.877438214,0.211821416,1.99,5.056226179,0,5.654047965
000147,3/31/2012,0.995869516,-0.049340622,0.002043139,0.186657029,13.59,94.55024575,0,8.308438581
000148,12/31/2013,0.707255304,-0.012593493,0.315109319,0.112188283,-0.5,5.670636569,0,5.775948085
000149,9/30/2012,0.048129632,-0.081395505,0.441577692,0.14689655,0.38,7.92753224,0,5.080362829
000150,12/31/2012,0.539965835,0.006170164,0.581516908,0.072871439,24.18,86.59385538,0,8.037101466
000151,10/31/2013,0.250021471,0.049803895,0.262138089,0.084855759,-7.68,5.654531349,0,6.801753335
000152,9/30/2006,0.31403737,-0.020163198,0.154645607,0.21876414,1.02,2.347125537,0,4.317710489
000153,3/31/2004,0.286330647,0.027287274,0.355011234,0.119379352,7.88,0.650542597,0,5.862999158
000154,12/31/2013,0.401237579,0.024976287,0.363876038,0.05773253,28.98,12.34978698,0,7.28431702
000155,6/30/2003,0.743409915,0.006529625,0.439310462,0.087638328,-1.11,23.05936275,0,8.482663231
000156,6/30/2007,0.315820845,0.023387829,0.14365273,0.078830077,0.62,0.570525637,0,5.122775774
000157,3/31/2011,0.494704095,0.003333362,0.290922679,0.058320862,2.19,137.8455249,0,9.06568482
000158,6/30/2003,0.641827244,0.010745555,0.725940771,0.132152803,8.03,113.5581267,0,6.787794564
000159,6/30/2013,0.444229738,0.01578813,0.293173447,0.081872436,2.83,2.373063241,0,6.610214489
000160,3/31/2012,0.816562372,-0.030375006,1.439722833,0.243394849,-6.8,188.8085844,0,6.316027578
000161,9/30/2013,0.73062562,0.019689252,0.068525293,0.251684092,19.31,6.022970375,0,6.558728981
000162,12/31/2011,0.248369036,0.020873428,0.846762468,0.188583996,-3.24,6.107933815,0,6.189315234
000163,7/31/2009,0.686265324,-0.017504993,0.464196908,0.267986464,-9.51,160.5158187,0,6.928915337
000164,9/30/2004,0.48780581,0.018979157,0.495167886,0.049831523,5.71,8.052324035,0,7.268359971
000165,9/30/2008,0.390760367,0.005495477,0.669319039,0.116548873,-4.6,3.993914534,0,7.015169895
000166,12/31/2006,0.281358959,0.01616546,0.571978922,0.056796898,2.12,8.53414019,0,6.818437258
000167,12/31/2006,0.24989372,-0.108405199,0.464906412,0.176063946,-6.31,3.887450472,0,4.665970792
000168,3/31/2013,0.220539718,-0.007383328,1.387661202,0.106767892,-4.52,47.01077227,0,7.93379823
000169,11/30/2011,0.724071233,0.041991532,0.10085099,0.069843835,14.61,100.2245131,0,10.52797549
000170,9/30/2010,0.536316796,0.025129973,0.532004942,0.100286945,-0.4,19.2889942,0,7.873984826
000171,3/31/2009,0.109408643,-0.056214845,0.959703876,0.141923928,-0.51,2.738287438,0,4.018154424
000172,6/30/2011,0.391231886,0.016641744,0.591699605,0.103646743,8.63,1.469742021,0,5.936004848
000173,9/30/2008,0.524374304,-0.048763546,2.226307854,0.197727454,-1,36.33510046,0,3.353557406
000174,9/30/2007,0.279050408,-0.077919082,0.322911879,0.136203999,-0.2,3.322015135,0,5.405415611
000175,9/30/2011,0.104231001,0.006867051,0.274341559,0.072739962,6.17,6.068026073,0,6.820812445
000176,12/31/2002,0.345984561,-0.140798517,1.219399031,0.131193476,-8.251,8.063882162,0,4.842068939
000177,12/31/2006,0.30894579,0.071811836,0.358441227,0.076900553,-11.38,55.8544115,0,8.130196291
000178,9/30/2009,0.528945209,-0.004977862,0.638309672,0.206407631,-2.75,8.964028623,0,5.994007611
000179,6/30/2012,0.566262165,0.015015887,1.207510938,0.111298014,-3.34,4.427732763,0,4.74567533
000180,3/31/2004,0.443701041,0.006351342,0.318911845,0.172643195,6.8,9.096713601,0,5.680331299
000181,6/30/2007,0.72682966,0.010845406,0.44191456,0.054555561,15.36,96.19742583,0,10.04687975
000182,9/30/2010,0.874471972,0.01120752,0.18010161,0.095453907,4.72,113.730014,0,8.156933478
000183,12/31/2005,0.56775494,0.008232823,0.49918272,0.096656305,-3.19,4.979692745,0,6.569033803
000184,3/31/2009,0.82324118,-0.292345781,0.898172362,0.326684962,-4.88,100.0772605,0,5.944248718
000185,9/30/2010,0.248680107,0.046651641,0.88592358,0.093606088,-1.02,59.86515498,0,6.084228237
000186,12/31/2007,0.200542798,-0.058292541,1.035310251,0.088708684,-1.52,19.70592096,0,5.741566323
000187,12/31/2011,0.41060597,0.029231548,0.305471219,0.092778192,3.08,37.24656115,0,9.034043431
000188,9/30/2008,0.778691723,-0.004074245,0.721817858,0.109134298,-4.47,27.80817368,0,4.782699026
000189,9/30/2007,0.545296591,-0.015910103,0.707855486,0.05313596,4.22,310.4165787,0,9.632438516
000190,12/31/2012,0.270623779,0.035495888,0.310669981,0.152129251,-19.63,3.424183696,0,6.940733084
000191,6/30/2007,0.394962575,0.024968064,0.360878479,0.046718261,2.93,4.223024171,0,6.523789153
000192,7/31/2011,0.722798242,0.018763517,0.185829381,0.037080129,8.16,29.55105615,0,9.735057587
000193,12/31/2009,0.7111696,0.009771344,1.403733036,0.123812878,0.1801,0.696949328,0,1.83140317
000001,12/31/2003,0.99843164,-0.003784521,0.022258924,0.449227667,6.35,431.6388445,0,7.633653685
000194,6/30/2013,0.547114682,0.01734843,0.48318059,0.04997763,16.1,49.61943459,0,8.534468093
000195,6/30/2008,0.255267697,0.016064226,0.742126065,0.134262546,-9.44,10.85952332,0,6.814624475
000196,3/31/2006,0.093539352,0.006483773,0.320206225,0.101566416,4.19,4.051234383,0,5.800642967
000197,9/30/2012,0.73156144,0.002214315,0.14061371,0.057338638,10.18,0.964533561,0,6.340221658
000198,6/30/2007,0.833928142,0.004715086,0.584522369,0.082206055,-2.54,16.52163736,0,5.791289135
000199,2/28/2013,0.757252162,0.005661495,0.353478339,0.048847151,7.86,81.18916508,0,9.561755531
000200,3/31/2012,1.035637749,-0.245336932,-0.005751317,0.129812052,-0.62,6.02398083,0,4.357594076
000201,6/30/2007,0.522424239,0.01431395,0.642407251,0.064165293,-2.15,1.102751253,0,5.660751236
000202,10/31/2012,0.545558483,-0.1015094,0.485492047,0.126208419,-2.35,129.8634971,0,5.994386075
000203,4/30/2009,0.362856138,-0.027881816,1.163724911,0.335899372,-6.73,13.58499834,0,4.897107592
000204,9/30/2011,0.407380126,0.021835342,2.776842559,0.117648482,-0.1,60.98885316,0,4.210991249
000205,3/31/2013,0.702633605,0.007221932,0.642310028,0.077953058,-2.33,1.052643503,0,5.231425144
000206,3/31/2004,0.552520388,0.014501497,0.453323076,0.062227829,7.2,53.83912677,0,8.262983883
000207,3/31/2006,0.537046803,0.029597891,0.182386051,0.124150226,29.77,283.745735,0,10.53684014
000208,2/28/2007,0.207384954,0.029592278,0.290763591,0.093520686,-13.59,9.67614737,0,8.040617292
000209,3/31/2012,0.488630205,0.029853604,0.20995064,0.076489249,-1.4,101.4933353,0,8.910905619
000210,12/31/2009,0.577947011,0.040978711,0.155188374,0.191310783,2.23,0.74917842,0,4.848039656
000211,3/31/2009,0.292805693,-0.010312703,0.453556297,0.098887981,-19.21,1.749065043,0,6.151256457
000212,5/31/2009,0.327714248,0.017314012,0.521736407,0.205060938,-73.14,3.99864573,0,5.971600762
000213,4/30/2009,0.74568999,0.01773279,0.395203481,0.148761568,-0.92,33.06707274,0,6.258374005
000214,4/30/2004,0.436960659,-0.008176335,0.314656667,0.284129746,3.52,14.64072413,0,5.180123747
000215,3/31/2009,0.347416776,0.005291098,1.834686343,0.181238615,-2.72,15.16092448,0,3.708812955
000216,3/31/2004,0.559598043,0.015772621,0.370876081,0.101503398,16.16,9.599534042,0,7.470782413
000217,3/31/2011,0.398072865,-0.025549476,0.501516976,0.101077286,0.43,3.785871509,0,5.772571325
000218,9/30/2011,0.541869528,-0.230667384,0.854682197,0.075280833,-31.73,15.52268321,0,7.091404288
000219,12/31/2006,0.691129369,-0.20443323,0.173684348,0.116815625,0.41,13.39183114,0,6.055404796
000220,12/31/2013,0.56584175,-0.002776315,0.717459023,0.08757137,10.52,1479.391037,0,9.799576908
000221,3/31/2011,0.549805481,-0.000781841,0.382503908,0.128974144,1.2425,7.43203038,0,6.148921633
000222,3/31/2010,0.386059949,0.036114121,0.260993477,0.069526281,15.87,9.958207406,0,8.781643396
000223,3/31/2008,0.71277137,0.019843962,0.340788073,0.072429516,-2.94,144.6900408,0,9.197677724
000224,6/30/2011,0.658248083,0.017332316,0.656083265,0.030619974,8.44,32.59271731,0,7.656420063
000225,9/30/2004,0.359016244,0.010883013,0.328515725,0.068622495,1.76,4.21411062,0,5.897992088
000226,3/31/2013,0.331611873,-0.033344588,0.223860051,0.092256812,-1.83,31.86970526,0,9.347417461
000227,6/30/2012,0.32136763,0.001256716,1.189368197,0.110200932,0.85,5.842928,0,4.594895178
000228,6/30/2008,0.76912439,0.006065458,0.44020239,0.054403594,-5.07,66.01110174,0,9.592526618
000229,9/30/2010,0.476858685,-0.010069353,0.983719588,0.217602165,-1.32,0.918375654,0,4.264037828
000230,12/31/2012,0.59316051,0.022708366,0.957240494,0.095898645,13.07,919.9933567,0,9.843603856
000231,12/31/2006,0.48113974,0.005745624,0.515923922,0.049413403,5.01,109.5349622,0,9.254201073
000152,6/30/2007,0.286020907,-0.06319806,0.228765953,0.200347595,0.54,0.587621278,0,4.363369926
000232,4/30/2005,0.382747676,0.018758235,0.316481048,0.079491638,6.67,1.562858737,0,6.775696447
000233,6/30/2004,0.591257009,0.009462213,0.41985052,0.098450975,2.57,1.474405393,0,5.586016064
000234,3/31/2012,0.038415645,-0.051368449,1.419040104,0.298162604,-3.1199,28.57916793,0,4.503095931
000235,3/31/2012,0.107907634,0.020189176,0.648565035,0.094315606,-3.77,40.10791094,0,7.346772094
000236,3/31/2011,0.78793543,0.005077364,0.617758476,0.063944973,3.64,8.320923117,0,6.329168168
000237,9/30/2006,0.23314253,0.03480797,0.247459163,0.110239814,6.91,3.678523738,0,7.020584974
000238,3/31/2006,0.126002852,0.017787357,0.362605856,0.128744469,2.73,0.740956315,0,5.400059002
000239,9/30/2012,0.157069855,-0.036844486,1.760645821,0.189527599,-0.15,31.06945018,0,4.729772584
000240,9/30/2011,0.483027528,-0.017997129,0.131818432,0.123364949,1.76,3.309976726,0,7.047654447
000241,12/31/2002,0.579944984,0.009730383,1.865157254,0.210942159,-4.01,14.19992716,0,4.766310666
000242,12/31/2010,0.5559827,0.013533038,0.326607419,0.098254811,24.69,57.40839357,0,8.224393593
000243,9/30/2006,0.817891014,0.040601501,0.066866244,0.036731699,-2.86,48.44890838,0,9.426870978
000244,3/31/2002,0.193996179,0.028825669,0.141768926,0.424714224,22.5375,1.682898108,0,6.990399032
000245,5/31/2007,0.528001826,0.014609648,0.269614399,0.083182547,-4.71,201.9503,0,10.03821661
000246,9/30/2009,1.082642858,-0.043841369,-0.080311257,0.244810703,-6.64,533.4982468,0,7.77421314
000247,3/31/2009,0.584727909,-0.399442366,0.715276742,0.15514039,-42.51,91.47984454,0,8.119004535
000248,3/31/2005,0.560454855,0.002706045,0.684009342,0.129676914,1.58,18.28155641,0,6.580818095
000249,6/30/2002,0.579512483,-0.047075307,0.308010277,0.186585936,-2.88,5.842609272,0,6.244877173
000250,6/30/2003,0.635615889,0.009462351,0.538182182,0.087827507,3.65,13.72827566,0,7.599075792
000251,6/30/2011,0.176482643,-0.047870814,0.611557409,0.172213755,1.5231,0.87311246,0,3.492117941
000252,12/31/2009,0.371025134,2.73E-05,0.978164449,0.218736146,0.53,5.933524974,0,5.930220194
000253,7/31/2013,0.183943935,0.028654842,0.212643989,0.075611239,-2.07,3.583257612,0,7.017115475
