gvkey,datadate,lev,roa,btm,retvol,ch_price,std_income,default,ln_mve
000254,12/31/2013,0.898845494,0.003135129,0.349171519,0.145717931,0.52,46.70929342,0,5.177453684
000255,9/30/2011,0.436444087,0.034995977,0.156345519,0.058376847,14.97,18.18211961,0,9.100628402
000256,9/30/2003,0.540231181,0.012499577,1.017078233,0.088361766,3.51,3.005837133,0,5.30045039
000257,9/30/2006,0.20446527,-0.05275634,0.864746768,0.173161344,2.08,9.083442737,0,4.2009916
000258,12/31/2002,0.413543671,0.022080456,0.379201346,0.131602618,5.88,8.063440276,0,7.05994072
000259,6/30/2011,0.633642522,0.018530485,0.339042702,0.113328878,32.6,172.5247957,0,8.350131136
000188,12/31/2011,0.519785698,0.090380598,1.94989457,0.16725264,-4.07,10.3617868,0,4.967706916
000260,9/30/2003,1.072260424,-0.033173679,-4.762193537,0.191746808,0.43,28.49605785,0,3.881163718
000261,11/30/2006,0.513099918,0.031807601,0.38378736,0.138921421,-6.05,36.98597043,0,8.142673269
000262,3/31/2011,0.192434072,-0.140702671,0.243597466,0.270805943,0.59,2.767209677,0,3.672437523
000263,3/31/2012,0.596353345,0.032222555,0.442568057,0.210416494,-2.96,13.15266289,0,6.906636053
000264,9/30/2013,0.470913605,0.037949754,0.169872094,0.087802574,16.71,6.040580013,0,7.523111541
000265,1/31/2012,0.508673512,0.011051733,0.975815521,0.092467575,2.42,81.47785879,0,8.187739076
000266,10/31/2008,0.708098405,-0.000479993,0.841064829,0.20783858,-1.32,18.46792653,0,4.520314665
000124,9/30/2007,0.56281437,-0.01880396,1.455710058,0.089936822,-8.22,32.30374468,0,7.041919627
000230,3/31/2013,0.595217688,0.014307378,0.73577956,0.116224501,19.72,935.2920681,0,10.12382803
000267,6/30/2011,0.552275513,0.002393704,1.059246382,0.066796265,1.07,89.77425596,0,7.605108502
000268,6/30/2003,0.505489561,-0.024063769,0.660863125,0.140488198,-0.79,400.0492398,0,8.948450171
000269,12/31/2010,0.100483901,-0.079973944,1.077724842,0.074347364,-0.345,3.326940894,0,3.779096687
000270,12/31/2007,0.306126366,-0.008296428,0.63567683,0.114771274,-0.43,11.49567141,0,4.303276404
000271,2/28/2005,0.746180455,0.024214471,0.086759341,0.090911062,0.94,18.98154664,0,7.615101179
000272,12/31/2003,0.626073605,-0.023379751,0.48381522,0.122675102,5.58,2.802806122,0,4.680828156
000273,12/31/2011,0.577022718,0.011725754,0.76609873,0.084393257,-2.37,1738.73604,0,11.65453636
000274,9/30/2002,0.192894912,-0.046597015,0.758078501,0.328021651,-1.29,3.96996781,0,4.318861037
000275,12/31/2002,0.657205498,0.021179725,0.289435105,0.08868007,7.2,35.20169346,0,8.050832837
000276,6/30/2004,0.794797258,-0.043112561,0.190907067,0.101834216,-3.07,141.522686,0,5.561892974
000277,12/31/2005,0.747490019,0.004909876,0.872460175,0.069391928,-0.54,21.20608265,0,7.970632612
000278,4/30/2006,0.592115193,-0.002233827,0.627472523,0.072405033,20.35,180.9191372,0,9.977388855
000279,9/30/2012,0.971656185,0.00797693,0.160723735,0.212683777,2.31,10.41209816,0,4.758461754
000280,9/30/2006,0.360933336,0.011402709,0.769246112,0.054549872,-3.81,1.45854159,0,6.930270107
000281,12/31/2011,0.446044789,-0.061248013,0.12986977,0.181162294,2.32,4.894788905,0,6.789142066
000282,9/30/2013,0.623316124,0.014063613,0.454023131,0.089832009,0.52,26.85493508,0,7.837966608
000283,9/30/2013,0.48867504,0.012693032,0.674447319,0.055612392,20.92,35.95577078,0,8.642181499
000284,4/30/2011,0.649447806,0.019280149,0.624221059,0.142144994,1.62,4.047112414,0,4.839558675
000285,12/31/2012,0.508886119,-0.008239856,1.007088144,0.075409101,-9.96,1982.638234,0,9.958365813
000286,12/31/2003,0.175592779,0.030768284,0.258081222,0.169568609,7.38,1.34675322,0,5.895709748
000287,1/31/2006,0.228773409,0.025050362,0.364421748,0.066645935,2.38,1.310898698,0,5.424590481
000288,3/31/2013,0.597207733,0.014249017,0.488657815,0.084100441,5.8,43.58723032,0,7.439534538
000289,12/31/2010,0.29142742,0.007949655,0.744493779,0.113393007,-0.21,43.97777994,0,7.211834186
000290,12/31/2006,0.254438182,0.415334662,0.421095477,0.088329015,1.84,0.392437038,0,4.898888504
000291,12/31/2010,0.329422008,0.021251659,0.650517511,0.068397158,6.55,10.24771225,0,7.376015489
000292,9/30/2010,0.322924798,-0.007632926,0.676582246,0.149284787,0.2,0.382690214,0,3.138741113
000293,3/31/2002,0.51426708,0.010027719,0.834239206,0.102646195,-6.7,304.0540189,0,9.566032853
000294,9/30/2008,0.100738185,0.000910702,0.759814623,0.089610409,-1.37,2.057661662,0,6.22304471
000295,3/31/2013,0.394431726,0.023025882,0.324022794,0.053586758,-9.47,14.30663853,0,8.099099578
000296,12/31/2010,0.577997722,0.015118986,0.596812116,0.100447251,2.08,47.92418069,0,7.566226011
000297,9/30/2012,0.758335792,-0.257513805,0.060300439,0.217637863,-1.399,2.440886924,0,4.554654852
000298,6/30/2013,0.335911449,0.002853254,1.244377976,0.112614127,-0.846,102.6285689,0,5.920392795
000299,8/31/2007,0.461234017,-0.068449361,0.500170169,0.226469879,-0.2899,3.674320163,0,3.020864789
000300,2/28/2003,0.667800436,0.044152774,0.191464961,0.157039867,-24.24,17.17887072,0,7.407418312
000301,9/30/2009,0.251607819,-0.000587697,0.459352667,0.133932446,-2.7,9.10865819,0,5.496989316
000302,12/31/2005,0.431387431,0.018775713,0.941941182,0.05676887,-2.16,3.497468716,0,4.443874508
000303,3/31/2004,0.221954482,0.050676463,0.170705837,0.061423369,19.74,1.301674606,0,7.015784447
000304,6/30/2004,0.598908669,0.021248153,0.366425502,0.086490671,13.66,17.14327666,0,6.94402603
000305,12/31/2011,0.471730947,0.003307908,1.607117239,0.042427372,2.39,849.3161731,0,11.06843074
000306,11/30/2009,0.215489982,0.043464448,0.655723309,0.115704873,-0.26,1.264209256,0,5.087199219
000307,12/31/2005,0.521354063,0.003072984,0.542238914,0.089042076,10.95,6.561385119,0,7.124388081
000259,6/30/2012,0.609256293,0.03609708,0.467646246,0.192141311,-10.94,180.0756854,0,8.144156826
000308,12/31/2008,0.104812463,-0.045114909,0.90430167,0.179520964,-3.13,11.75047708,0,6.031640453
000309,6/30/2003,0.613380875,0.014955678,0.693943246,0.06122629,-4.83,389.998686,0,9.316675642
000310,12/31/2012,0.580572473,0.045310597,0.408189876,0.13215759,1.3208,0.355178547,0,2.825658407
000179,9/30/2012,0.548789095,0.011330184,1.232492501,0.089301491,-1.98,4.486228927,0,4.746309527
000311,9/30/2011,0.486496251,0.008761629,0.880713663,0.061726208,1.34,164.4958806,0,8.767671715
000312,6/30/2003,0.435221473,0.008583339,1.125882394,0.147268984,-16.43,1.799854719,0,6.101048462
000313,3/31/2004,0.265487617,0.008097788,0.230039942,0.155306595,8.46,7.56115838,0,8.209817169
000314,1/31/2010,0.754413487,0.002605992,0.355565935,0.250248567,11.18,67.12876305,0,5.682437074
000315,3/31/2009,0.358564874,0.019026424,0.898179878,0.096862829,2.44,8.214154903,0,5.73272646
000316,3/31/2008,0.163870719,-0.003757432,1.067923292,0.083303395,-0.57,3.681329869,0,4.577905458
000317,3/31/2003,0.480119213,0.008102399,1.011840276,0.107353183,-10.24,2.368538352,0,5.942168467
000318,3/31/2011,0.60815715,0.02072582,0.264299811,0.109701388,41.51,62.98187271,0,9.074114318
000319,1/31/2010,1.052706735,0.112460938,-0.874627972,0.426776172,1.95,187.5194849,0,5.642222908
000320,12/31/2004,0.538147302,-0.000809545,0.822359797,0.115738837,-18.65,4.19188017,0,6.042879834
000321,6/30/2012,0.560565277,0.014555424,0.526393132,0.074601431,-7.68,3.656320755,0,6.813708125
000322,12/31/2009,0.215609921,0.156776433,0.204923108,0.631932251,0.93,1.128328726,0,3.811472238
000323,9/30/2004,0.400909745,0.01047189,0.676877161,0.030301183,-0.25,151.6154762,0,10.20475786
000324,3/31/2008,0.190950871,-0.12201437,1.014946074,0.129681956,-2.26,1.12332155,0,3.20396034
000325,6/30/2007,0.700653908,-0.013285148,0.576947829,0.104458566,-0.89,9.213841326,0,5.207196649
000326,6/30/2004,0.323606697,0.047467182,0.32521596,0.143317075,7.39,1.343171545,0,5.914641681
000222,12/31/2007,0.385112776,0.032292419,0.228810345,0.03712535,-23.12,10.00506771,0,8.862942265
000327,12/31/2002,0.718706389,0.014234516,0.393658385,0.119395054,-9.4,33.47785348,0,7.716578388
000328,3/31/2003,0.533615115,0.019405714,0.568174982,0.089185306,-3.21,4.906060253,0,6.910897288
000329,12/31/2012,0.710927539,0.017636969,0.197858025,0.159526232,6.28,134.2982047,0,7.759288057
000330,3/31/2002,0.71007371,0.004095004,0.88945003,0.128134689,0.3,42.34852608,0,8.065890406
000331,12/31/2012,0.573344618,0.006898955,0.69276486,0.098054605,-0.44,24.33007673,0,6.568609792
000332,3/31/2011,0.123064443,-0.21208217,0.397680244,0.289736069,-1.54,4.681771591,0,4.526381275
000333,3/31/2005,0.520870613,0.013021249,0.427318301,0.04899781,-5.05,5.058188743,0,7.394169607
000334,12/31/2009,0.4513983,0.057950909,0.519993629,0.097816816,6.14,1003.194677,0,11.64021401
000335,4/30/2007,0.69474808,-0.039631992,0.6865103,0.131216125,3.7001,11.8597668,0,5.545754036
000336,6/30/2013,0.107582707,-0.0124442,1.555221612,0.04927086,-1.25,3.329258227,0,4.477778762
000337,3/31/2012,0.549742749,0.021815456,0.185930755,0.119813995,15.35,190.7556139,0,10.7656236
000338,3/31/2011,0.195790645,0.026154375,0.257594903,0.123253485,38.19,69.53342198,0,9.535524526
000339,9/30/2010,0.158664743,0.020090666,0.371106585,0.098763645,-6.49,8.453613366,0,7.696415346
000340,12/31/2003,0.717732161,0.004877566,0.643581301,0.116912058,10.35,56.26738664,0,7.757475004
000341,2/29/2004,0.45911723,0.017522109,0.317625695,0.047439069,6.51,9.528937172,0,7.773250992
000342,3/31/2013,0.246796734,0.028171661,0.211622002,0.108051845,3.61,2.820323059,0,6.032288422
000175,3/31/2010,0.094314219,0.007604023,0.317235479,0.11292505,-1.31,6.01068915,0,6.556734577
000059,3/31/2010,1.1179763,-0.005157997,-0.328096581,0.511281273,5.38,9.540168261,0,5.16149055
000343,6/30/2013,0.58215815,0.043150317,0.144342868,0.043337321,17.13,12.49917835,0,8.263709472
000344,1/31/2008,0.571602764,0.024082103,0.345221381,0.063726399,0.44,574.7233293,0,11.60743605
000345,6/30/2003,0.476174104,0.022520441,0.191445899,0.197212904,20.361,2.733972796,0,6.926211117
000346,1/31/2009,0.512682568,0.026111141,0.607337665,0.075373396,-3.71,11.98435156,0,7.391112994
000347,12/31/2007,0.941023451,-0.022622557,0.320642921,0.142507547,-8.88,18.50600636,0,4.444313874
000348,9/30/2009,0.239357558,-0.01870265,1.34650465,0.218269109,1.3101,15.40494304,0,5.718737752
000349,12/31/2004,0.541708566,0.028554056,0.214742306,0.076163794,13.95,36.77213583,0,9.118863224
000350,7/31/2012,0.344878597,0.016829256,0.367758987,0.051751717,12.55,4.440923819,0,7.88656899
000241,6/30/2003,0.553638168,-0.005235789,1.18700443,0.20231358,-3.9,14.7626844,0,5.29842736
000351,12/31/2007,0.63011405,0.039165793,0.688846766,0.067636807,-0.19,13.71076189,0,6.538297134
000185,6/30/2007,0.133744129,0.020501527,0.69686891,0.083067676,6.35,150.8023927,0,7.233880707
000352,4/30/2009,0.394751274,-0.010086445,0.75853407,0.219282276,-12.4,41.35844155,0,7.299605456
000353,3/31/2012,1.791363148,0.009506059,-1.408805434,0.087294449,-19.93,95.56207125,0,8.292100572
000354,6/30/2012,0.886466608,0.011257476,0.265173804,0.189455828,-2.24,61.04410705,0,6.051264806
000350,10/31/2004,0.553992664,0.018018215,0.224225295,0.11268625,-11.49,3.149295893,0,6.994973443
000355,6/30/2003,0.093950612,0.013023559,0.328796919,0.230936862,6.82,2.442559126,0,6.878746699
000356,12/31/2010,1.547830923,-0.351779755,-0.068619597,0.170981738,-0.8,7.458272302,0,3.357210662
000357,8/31/2012,0.131459583,0.003270449,1.049553936,0.040759702,-1.87,4.210575519,0,5.224275269
000358,6/30/2009,0.34405662,0.026357009,0.35364025,0.130292308,7.27,2.115543242,0,6.172941435
000308,6/30/2006,0.153610517,0.051603354,0.498883615,0.164278324,5.38,10.43424942,0,6.384535092
000359,9/30/2013,0.067989398,-0.010857369,0.933544158,0.088616045,-0.66,19.25206324,0,7.148509803
000360,12/31/2009,0.519039485,0.002717903,1.034460389,0.205860786,1.07,1.441597874,0,5.631237946
000361,3/31/2005,0.160870345,0.018853422,0.230930485,0.074638595,-4.42,3.283599259,0,7.671492438
000339,3/31/2012,0.19086399,0.020687073,0.661097357,0.122134701,-11.62,7.667462011,0,7.175889787
000362,3/31/2007,0.665632934,0.019472493,0.213828296,0.076723385,25.63,5.948769886,0,7.679319306
000286,9/30/2003,0.166294248,0.021106828,0.346058966,0.194349763,5.95,1.353938673,0,5.555887388
000363,12/31/2006,0.488894125,-0.027383698,0.680668047,0.082992066,-0.54,3.449710993,0,6.47225949
000364,3/31/2003,0.746070654,0.013637142,0.446452918,0.14702862,-0.37,34.08029422,0,5.294911624
000326,6/30/2005,0.247912275,0.051561009,0.216266806,0.077068768,15.08,2.024852018,0,6.469335693
000365,5/31/2004,0.137336848,0.004054278,0.57281085,0.153407206,-6.9,4.25374247,0,6.25034583
000366,8/31/2004,0.529454097,0.028702498,0.515816689,0.098899909,-21.45,69.83554963,0,8.874960275
000367,10/31/2007,0.133238129,0.034898816,0.273333313,0.070913541,9.45,7.784326936,0,8.136644659
000368,9/30/2011,0.849332183,-0.001169925,1.56116023,0.11635158,-1.5,12.47301033,0,5.748686271
000369,9/30/2006,0.360716707,0.02609201,0.256109201,0.208080022,-0.5,1.008485216,0,4.858749825
000370,3/31/2008,0.344536134,0.049162291,0.153625401,0.057917481,-0.94,213.7556437,0,11.35406352
000371,12/31/2006,0.340565285,-0.129002937,0.927020636,0.060076209,-0.81,4.050667787,0,5.153019881
000372,9/30/2007,0.103557896,-0.011046176,0.510388957,0.108336894,0.82,1.2996571,0,5.388112366
000373,6/30/2009,0.132558177,0.004226646,0.989822102,0.198598756,-6.42,1.547243597,0,5.367796973
000374,3/31/2013,0.61206228,-0.021117938,0.616589022,0.107745669,1.83,1025.349711,0,9.263571455
000375,6/30/2005,0.680500614,0.000886922,0.699216917,0.03243143,3.2,28.49490959,0,7.745509688
000322,9/30/2012,0.081253841,0.05080926,0.498268217,0.105268445,-0.46,1.771903167,0,3.806659379
000101,9/30/2004,0.528205227,-0.020175625,2.214560014,0.183175585,-2.05,8.851072257,0,3.49708921
000376,9/30/2007,0.780706479,-0.024438988,0.571990481,0.156712597,-3.87,3.034671186,0,4.978244325
000377,9/30/2003,0.117073478,0.012210659,0.306111828,0.13349671,4.86,0.430324636,0,5.432214317
000378,6/30/2007,0.704195504,0.010616053,0.723539932,0.069150789,4.01,4.214960012,0,6.700204033
000379,3/31/2012,0.404575696,0.001419618,0.626409178,0.117028949,-0.746,4.292302801,0,5.879768001
000380,11/30/2004,0.570408478,-0.001141614,0.906179451,0.095839061,2.08,1.514805021,0,5.860773688
000381,9/30/2013,1.020491011,-0.141020684,-0.018332086,0.236595649,-0.88,3.325673532,0,3.54654572
000382,12/31/2006,0.241980351,-0.135919988,0.365881599,0.176685572,-1.76,5.333904816,0,4.858609821
000383,12/31/2003,0.59815809,0.022119435,0.357240439,0.18309394,2.12,2.159404928,0,4.914018588
000258,9/30/2009,0.424643956,0.032275442,0.460529796,0.308989889,10.06,14.76214285,0,7.803423999
000384,6/30/2009,0.498386363,0.004365096,0.652556831,0.129325486,-41.46,799.1408281,0,10.52290522
000385,9/30/2011,0.248651564,0.008657649,0.471176262,0.133912622,0.39,17.53464325,0,4.747544366
000071,6/30/2006,0.532625397,0.016586693,0.718941281,0.126824421,-8.82,13.46904517,0,6.979340898
000386,12/31/2004,0.164576695,0.006949346,0.417331578,0.099958259,3.8,13.98147939,0,7.745602243
000387,12/31/2011,0.51637356,-0.030321407,1.423367246,0.127484526,-3.24,71.15196099,0,4.719018558
000388,7/31/2008,0.420937812,0.027249861,0.371226852,0.099395804,-10.46,52.75565942,0,8.461797219
000389,10/31/2009,0.780540209,0.012737876,0.207072496,0.197189694,13.74,46.83143657,0,8.840116048
000390,3/31/2004,0.806716823,0.001240983,1.30740488,0.231901428,1.35,291.1462968,0,7.312655588
000391,9/30/2011,0.400779981,0.008969776,1.262845444,0.112220902,-5.07,277.8990604,0,8.895654387
000392,6/30/2008,0.117309809,0.010447982,0.915113093,0.105951174,0.56,0.778867268,0,4.07271635
000393,3/31/2008,0.682763977,0.003190609,0.311339594,0.068463022,-12.26,1.475645033,0,6.049225874
000101,3/31/2004,0.475419911,-0.044034589,1.466188312,0.404957561,1.12,8.632000784,0,4.064164697
000394,3/31/2011,0.780608495,0.04480565,0.222870356,0.074420061,-0.36,11.31518271,0,6.618458009
000395,3/31/2003,0.814230799,0.010904527,0.423000951,0.090637758,-26.88,97.53021218,0,8.653171463
000396,12/31/2006,1.522110966,-0.022505555,-1.669484213,0.364751436,7.39,53.97113029,0,4.136509654
000397,3/31/2011,0.360808984,0.018093213,0.42534133,0.064346229,-28.01,86.22669203,0,10.44768527
000398,6/30/2009,0.581106196,-0.001229521,0.525204618,0.230250781,0.4,13.35721452,0,6.700050878
000399,3/31/2008,0.388377839,0.039197007,0.292136695,0.099349014,2.37,293.8366078,0,9.956933528
000400,3/31/2006,0.333571665,0.014441288,0.456645029,0.137205688,1.11,18.70146828,0,6.806783076
000401,12/31/2013,0.550299069,0.007633727,0.890101434,0.067362306,0.23,92.06779357,0,8.692147199
000402,12/31/2009,0.75615942,-0.174899356,0.239415442,0.459590635,0.42,3.608982893,0,3.923916793
000403,6/30/2002,0.092616479,0.003921624,0.697444736,0.318537043,-21.15,1.189510672,0,5.618061719
000404,5/31/2011,0.347207173,-0.008077138,1.271228648,0.110304576,-6.685,21.32112377,0,5.669999433
000405,9/30/2010,1.453743185,0.030455864,-0.582094954,0.14531081,1.28,15.73417824,0,5.123974694
000406,9/30/2005,0.400379161,-0.002424203,0.714549132,0.098900688,1.3,7.445970599,0,6.152911062
000407,3/31/2006,0.603936823,0.014243989,0.274909633,0.055766935,-34.02,30.82661017,0,9.25030924
000408,9/30/2011,0.457878258,0.007099023,2.213795011,0.063871695,-5.3,4.683925381,0,4.433642565
000409,12/31/2010,0.284836144,-0.004187637,0.757395882,0.127700052,1.1,232.7100893,0,7.807007093
000410,6/30/2005,1.024605921,0.019992311,-0.004694464,0.132962179,-21.31,186.4844663,0,9.520254471
000411,3/31/2010,0.703753381,-0.03592867,1.256381922,0.2470457,-0.64,1.741127959,0,2.372451583
000412,12/31/2013,0.55745679,-0.012378247,0.539185116,0.06431817,6,9.951882041,0,6.706353368
000413,9/30/2004,0.703449024,-0.005185995,0.875559703,0.047039503,-7.26,4.361514143,0,6.442473795
000414,6/30/2011,0.14980349,0.032455306,0.443230149,0.170295682,2.18,52.28942271,0,6.64660083
000415,6/30/2010,0.261051637,0.028049195,0.491175456,0.069663444,13.48,8.326355153,0,7.881321845
000416,9/30/2012,0.834799083,0.008555036,0.526930942,0.092848019,9.04,15.58989715,0,7.040238658
000417,12/31/2002,0.20391558,-0.030760997,0.733292596,0.24646759,-8.7,11.37972502,0,5.669829887
000418,7/31/2006,0.459544625,0.019782233,0.703341605,0.100034513,-1.41,15.14815638,0,7.142717103
000419,6/30/2008,0.876103633,-0.000361847,1.542276108,0.146811219,-23.76,135.1873554,0,7.012158239
000420,3/31/2010,1.184938986,0.041786955,-0.217324777,0.70346304,0.95,43.8961791,0,5.650573135
000421,7/31/2012,0.414175918,-0.006831768,0.160161864,0.053491134,11.32,276.3662856,0,9.748742316
000422,9/30/2007,0.242163391,0.041456878,0.207922555,0.042632646,13.19,23.30903597,0,9.102356323
000423,5/31/2011,0.302009437,0.036394232,0.300556978,0.164441228,0.2,4.252642429,0,4.243779139
000424,9/30/2007,0.184126245,0.04884089,0.167033808,0.136512925,11.3599,1.78887049,0,6.262716685
000425,8/31/2005,0.246105084,0.024224633,0.307028947,0.110930111,-1.54,2.360254511,0,6.358109215
000426,4/30/2010,0.702776371,0.005403654,0.673204223,0.382451332,3.68,28.26058438,0,6.560605356
000070,6/30/2003,0.454911487,0.001693113,0.607389949,0.181412563,-1.029,3.882980115,0,6.064708759
000427,3/31/2008,0.802491556,-0.00532935,0.45411189,0.065843263,-3.9,167.0467379,0,8.286286046
000238,6/30/2013,0.271622707,-0.030515018,0.90381715,0.124029867,0.3299,10.0026462,0,4.280181497
000428,6/30/2010,0.207637256,0.027702511,0.584907398,0.036084268,-0.14,102.048289,0,9.857078044
000429,3/31/2008,0.244917473,0.030553548,0.289402487,0.090607429,-3.31,285.2240031,0,10.57789637
000430,3/31/2010,0.930495631,-0.00471339,0.135712346,0.319996429,12.52,186.7374053,0,7.253149383
000431,6/30/2013,0.523378899,-0.077762339,0.429966572,0.058267695,-0.57,65.69871439,0,6.846051626
000432,9/30/2009,0.194791999,0.05705226,0.328679896,0.168653039,2.95,5.765950467,0,7.412434217
000433,9/30/2010,0.364682168,-0.051176854,0.956497349,0.151028434,0.14,3.378773462,0,4.178138686
000434,6/30/2003,0.215197027,-0.004413126,0.360687679,0.214438516,-0.67,2.198428611,0,5.198198755
000397,9/30/2003,0.474954865,0.021033889,0.305084813,0.047993131,17.01,26.56108121,0,9.336236731
000435,6/30/2004,0.404326357,-0.020355918,0.326580653,0.135931271,1.85,32.39082656,0,4.819466314
000303,3/31/2007,0.303666436,0.043198419,0.143647243,0.061454884,6.63,2.211837005,0,7.162505724
000436,12/31/2004,0.571201766,0.012292367,0.402732189,0.060344803,-0.3,8.58357267,0,7.301212972
000437,9/30/2005,0.415983145,0.034956739,0.360019509,0.233035325,2.1,2.728056468,0,5.471936332
000438,9/30/2011,0.303063204,0.017584735,0.256038138,0.070875461,28.2,22.00221189,0,9.365893895
000275,6/30/2005,0.610519748,0.026028442,0.267752797,0.099543434,4.2,44.61094412,0,9.415431738
000169,5/31/2010,0.709557029,0.041165555,0.12547589,0.077738274,7.59,101.7242211,0,10.08088525
000439,6/30/2006,0.537931539,0.006274573,0.456163029,0.130668817,1.29,10.42248532,0,6.499723039
000440,1/31/2008,0.842107546,-0.005376195,0.424818697,0.107457444,-0.37,5.056833286,0,5.731847216
000441,12/31/2007,0.558481714,0.009279004,1.247720827,0.087403909,-3.72,1.133232771,0,4.783137694
000442,3/31/2002,0.701081484,0.019643668,0.599248019,0.03551577,0.51,26.94824637,0,7.241719774
000443,9/30/2007,0.505836908,0.007753597,0.533377892,0.089000448,3.97,3.057795553,0,6.392671787
000444,12/31/2012,0.734518302,0.01229608,0.465875443,0.041656745,0.57,88.57600052,0,9.549835179
000292,12/31/2011,0.305064309,-0.008038585,0.66437821,0.134361623,-0.2,0.256773072,0,3.153671482
000445,10/31/2005,0.09473859,0.003398579,0.346144891,0.135611833,0.78,3.68165324,0,5.32150514
000446,6/30/2013,0.429860158,0.020246402,0.524707398,0.053534967,22.73,71.81351507,0,8.910075872
000447,9/30/2009,0.52036901,0.008490489,0.531624173,0.216696559,-2.25,29.52188127,0,7.007694727
000448,6/30/2012,0.647281294,0.01613467,0.51215447,0.1797363,2.88,0.836975751,0,4.590210851
000449,9/30/2008,0.591713776,0.00408422,1.176765953,0.079104143,-12.7,207.1579854,0,9.50221945
000450,3/31/2009,0.600761197,0.004899831,0.834900103,0.257747379,-8.45,25.45221669,0,3.463007183
000451,9/30/2003,0.434746265,-0.056719911,0.073522597,0.275257119,12.69,1.638598426,0,6.226256156
000452,6/30/2011,0.414229769,0.019650086,0.40608755,0.06117996,18.42,5.490537664,0,8.020508985
000453,12/31/2009,0.220241507,0.02453484,0.288413754,0.250610585,10.1,30.08570012,0,7.73979324
000205,12/31/2006,0.729678706,-0.00306781,0.587851312,0.057519354,0.27,1.495746253,0,5.049149091
000454,6/30/2010,0.815671969,0.007197708,0.645313722,0.451657793,1.91,118.2622072,0,5.956495158
000455,6/30/2009,0.82523849,0.009423774,0.344662494,0.15583703,-0.43,20.8461267,0,8.148456655
000388,7/31/2006,0.368304781,0.016043625,0.403443457,0.049774333,-2.44,49.19771165,0,8.381101039
000456,9/30/2002,0.494515826,0.015982451,0.565074118,0.094316434,1.79,9.843452272,0,6.347211541
000457,4/30/2012,0.252450687,0.018479203,0.453297544,0.079628261,-4.87,11.33050135,0,7.18814786
000458,7/31/2011,0.231100663,0.01071031,0.466370789,0.287194151,1.01,46.33921762,0,7.341896314
000459,9/30/2006,0.678351291,-0.129228664,0.057991708,0.088991351,6,15.72986766,0,7.391111662
000460,9/30/2013,0.363452651,0.009283182,0.626845344,0.074914465,2.73,3.814003001,0,6.487335784
000461,6/30/2010,0.770797944,-0.001904057,0.567977044,0.244050299,7.03,11.44656267,0,5.665979633
000462,6/30/2002,0.163187493,0.032869195,0.191739804,0.111986761,7.18,2.979473945,0,7.472677693
000463,6/30/2010,0.550886173,0.01043425,0.39571991,0.111399223,0.69,19.35619176,0,7.043174711
000464,3/31/2006,0.59041678,0.003239113,0.781136687,0.083687466,-1.2,53.09035129,0,6.379378786
000465,6/30/2003,0.275022569,0.017526842,0.356461199,0.319893504,2.2,5.929698398,0,5.355516835
000466,12/31/2011,0.50917745,0.020777518,0.367426787,0.064533975,3.14,8.814131894,0,8.441025499
000467,12/31/2006,0.329217104,-0.000553587,1.266741759,0.092962806,-0.32,25.35081108,0,7.772389787
000434,9/30/2008,0.161510874,0.031841444,0.233830895,0.109361228,-3.15,7.932224319,0,6.280238074
000468,4/30/2007,0.566057982,0.010823655,0.738244497,0.069885536,-2.59,4.449752204,0,6.974164147
000469,9/30/2003,0.70907398,0.012982764,0.319666215,0.568635588,30.36,21.655134,0,5.985994815
000470,1/31/2007,0.425130799,0.041531543,0.165107887,0.086857741,8.05,309.0122805,0,11.98914573
000297,6/30/2003,0.191246569,-0.245124946,0.183439253,0.169169919,-0.59,3.458590304,0,3.825293189
000471,9/30/2013,0.42204628,0.107221157,0.783069983,0.0688982,6.68,5590.379773,0,12.05580603
000472,9/30/2003,0.599381852,0.026919849,0.609995274,0.109254481,11.8,6.409155093,0,6.424547254
000473,6/30/2004,0.169059622,0.036068038,0.34129672,0.137808364,23,2.037451752,0,5.838842249
000474,3/31/2006,0.733768464,0.001545861,0.464360344,0.115616289,2.45,59.08566484,0,8.113104635
000475,6/30/2002,0.884602456,-0.002999354,1.193589299,0.355420776,-37.63,73.58194501,0,7.986691191
000476,4/30/2004,1.074577976,0.033535569,-0.015851137,0.090364023,9.85,1.336545945,0,6.617854079
000477,9/30/2013,0.726733512,0.003059831,0.797032828,0.133023421,13.4,63.71216387,0,7.284326963
000478,9/30/2007,0.598516256,0.012873664,0.238584633,0.045259163,10.72,27.11690093,0,8.950552027
000479,3/31/2011,0.922807392,-0.149671842,0.035402446,0.283432646,-0.985,9.249061233,0,4.808848717
000480,6/30/2008,0.614019945,0.010219614,0.260019393,0.17391053,7.07,35.88688554,0,7.600891334
000481,6/30/2004,0.10667152,0.01225055,0.314755021,0.113570504,5.92,13.30872002,0,6.866039927
000482,6/30/2009,0.483959861,0.002500965,1.199252461,0.26845156,1.38,21.37896927,0,4.020797766
000483,12/31/2009,0.307479333,-0.05325751,0.54884889,0.178462205,1.24,1.169247336,0,5.064598089
000484,3/31/2007,0.332408686,0.056682759,0.301567769,0.118846505,4.84,11.98913914,0,7.304892137
000485,6/30/2004,0.388611351,0.018830217,0.420912098,0.038253778,0.73,18.4270422,0,8.26130023
000486,9/30/2011,0.27415998,-0.000115626,1.925377254,0.12246299,-3.01,36.89358839,0,4.870729341
