gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
11368,2012-12-31,12,LYB,1489393,LyondellBasell,2848.0,45352.0,39595.0,4787.0,24220.0,13081.0,11139.0
11368,2013-12-31,12,LYB,1489393,LyondellBasell,3857.0,44062.0,37940.0,4835.0,27298.0,14820.0,12478.0
11368,2014-12-31,12,LYB,1489393,LyondellBasell,4174.0,45608.0,38939.0,6048.0,24283.0,15969.0,8314.0
11368,2015-12-31,12,LYB,1489393,LyondellBasell,4476.0,32735.0,25683.0,5842.0,22757.0,16207.0,6550.0
11368,2016-12-31,12,LYB,1489393,LyondellBasell,3836.0,29183.0,23191.0,5606.0,23442.0,17394.0,6048.0
11368,2017-12-31,12,LYB,1489393,LyondellBasell,4879.0,34484.0,28059.0,5206.0,26206.0,17257.0,8949.0
11368,2018-12-31,12,LYB,1489393,LyondellBasell,4690.0,38126.0,32529.0,5471.0,28278.0,18021.0,10257.0
11368,2019-12-31,12,LYB,1489393,LyondellBasell,3397.0,34727.0,29301.0,4961.0,30435.0,22391.0,8044.0
