gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
759676,2012-09-30,9,ROK,1024478,Rockwell Automation Inc.,737.0,6259.4,3736.7,,5636.5,3784.8,1851.7
759676,2013-09-30,9,ROK,1024478,Rockwell Automation Inc.,756.3,6351.9,3778.1,,5844.6,3259.1,2585.5
759676,2014-09-30,9,ROK,1024478,Rockwell Automation Inc.,826.8,6623.5,3869.6,,6229.5,3571.4,2658.1
759676,2015-09-30,9,ROK,1024478,Rockwell Automation Inc.,827.6,6307.9,3157.2,,6404.7,4147.9,2256.8
759676,2016-09-30,9,ROK,1024478,Rockwell Automation Inc.,729.7,5879.5,3404.0,,7101.2,5111.1,1990.1
759676,2017-09-30,9,ROK,1024478,Rockwell Automation Inc.,825.7,6311.3,3687.1,1034.0,7161.7,4498.1,2663.6
759676,2018-09-30,9,ROK,1024478,Rockwell Automation Inc.,535.5,6666.0,3793.8,1300.0,6262.0,4644.5,1617.5
759676,2019-09-30,9,ROK,1024478,Rockwell Automation Inc.,695.8,6694.8,3794.7,1182.0,6113.0,5708.8,404.2
