gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
327295,2012-12-31,12,CF,1324404,CF Industries Holdings Inc,1848.7,6104.0,2990.7,,10166.9,4264.7,5902.2
327295,2013-12-31,12,CF,1324404,CF Industries Holdings Inc,1464.6,5474.7,2954.5,,10678.1,5602.0,5076.1
327295,2014-12-31,12,CF,1324404,CF Industries Holdings Inc,1390.3,4743.2,2964.7,1421.0,11338.2,7128.5,4209.7
327295,2015-12-31,12,CF,1324404,CF Industries Holdings Inc,734.1,4308.3,2761.2,1207.0,12738.9,8703.7,4035.2
327295,2016-12-31,12,CF,1324404,CF Industries Holdings Inc,-277.0,3685.0,2845.0,617.0,15131.0,11783.0,3348.0
327295,2017-12-31,12,CF,1324404,CF Industries Holdings Inc,358.0,4130.0,3700.0,1631.0,13463.0,9884.0,3579.0
327295,2018-12-31,12,CF,1324404,CF Industries Holdings Inc,290.0,4429.0,3512.0,1497.0,12661.0,9703.0,2958.0
327295,2019-12-31,12,CF,1324404,CF Industries Holdings Inc,646.0,4590.0,3416.0,1505.0,12172.0,9275.0,2897.0
