gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
776158,2012-06-30,6,ADP,8670,Automatic Data Processing,1388.5,10665.2,,1910.2,30815.5,24701.5,6114.0
776158,2013-06-30,6,ADP,8670,Automatic Data Processing,1405.8,11310.1,,1577.2,32268.1,26078.2,6189.9
776158,2014-06-30,6,ADP,8670,Automatic Data Processing,1515.9,12206.5,,1821.4,32051.7,25381.5,6670.2
776158,2015-06-30,6,ADP,8670,Automatic Data Processing,1452.5,10938.5,,1905.6,33110.5,28302.0,4808.5
776158,2016-06-30,6,ADP,8670,Automatic Data Processing,1492.5,11667.8,,1859.9,43670.0,39188.4,4481.6
776158,2017-06-30,6,ADP,8670,Automatic Data Processing,1733.4,12379.8,7244.5,2125.9,37180.0,33203.0,3977.0
776158,2018-06-30,6,ADP,8670,Automatic Data Processing,1620.8,13325.8,7810.9,2515.2,37088.7,33629.1,3459.6
776158,2019-06-30,6,ADP,8670,Automatic Data Processing,2292.8,14175.2,8086.6,2688.3,41887.7,36487.8,5399.9
