gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
228235,2012-12-31,12,BRK.B,1067983,Berkshire Hathaway,14824.0,162463.0,,,427452.0,235864.0,187647.0
228235,2013-12-31,12,BRK.B,1067983,Berkshire Hathaway,19476.0,182150.0,,,484931.0,260446.0,221890.0
228235,2014-12-31,12,BRK.B,1067983,Berkshire Hathaway,19872.0,194673.0,,,526186.0,283159.0,240170.0
228235,2015-12-31,12,BRK.B,1067983,Berkshire Hathaway,24083.0,210821.0,,31491.0,552257.0,293630.0,255550.0
228235,2016-12-31,12,BRK.B,1067983,Berkshire Hathaway,24074.0,223604.0,,32535.0,620854.0,334495.0,283001.0
228235,2017-12-31,12,BRK.B,1067983,Berkshire Hathaway,44940.0,242137.0,,45776.0,702095.0,350141.0,348296.0
228235,2018-12-31,12,BRK.B,1067983,Berkshire Hathaway,4021.0,175445.0,,37400.0,707794.0,355294.0,348703.0
228235,2019-12-31,12,BRK.B,1067983,Berkshire Hathaway,81417.0,254616.0,,38687.0,817729.0,389166.0,424791.0
