gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
783376,2012-12-31,12,MCD,63908,McDonald's Corp.,5464.8,27567.0,,6966.1,35386.5,20092.9,15293.6
783376,2013-12-31,12,MCD,63908,McDonald's Corp.,5585.9,28105.7,,7120.7,36626.3,20616.6,16009.7
783376,2014-12-31,12,MCD,63908,McDonald's Corp.,4757.8,27441.3,,6730.3,34281.4,21428.0,12853.4
783376,2015-12-31,12,MCD,63908,McDonald's Corp.,4529.3,25413.0,,6539.1,37938.7,30850.8,7087.9
783376,2016-12-31,12,MCD,63908,McDonald's Corp.,4686.5,24621.9,,6059.6,31023.9,33228.2,-2204.3
783376,2017-12-31,12,MCD,63908,McDonald's Corp.,5192.3,22820.4,,5551.2,33803.7,37071.7,-3268.0
783376,2018-12-31,12,MCD,63908,McDonald's Corp.,5924.3,21025.2,,6966.7,32811.2,39069.6,-6258.4
783376,2019-12-31,12,MCD,63908,McDonald's Corp.,6025.4,21076.5,,8122.1,47510.8,55721.1,-8210.3
