gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
429733,2012-12-31,12,NOV,1021860,National Oilwell Varco Inc.,2491.0,20041.0,14702.0,620.0,31484.0,11128.0,20239.0
429733,2013-12-31,12,NOV,1021860,National Oilwell Varco Inc.,2327.0,22869.0,17380.0,3397.0,34812.0,12482.0,22230.0
429733,2014-12-31,12,NOV,1021860,National Oilwell Varco Inc.,2502.0,21440.0,12407.0,2614.0,33562.0,12790.0,20692.0
429733,2015-12-31,12,NOV,1021860,National Oilwell Varco Inc.,-769.0,14757.0,9362.0,1332.0,26725.0,10265.0,16383.0
429733,2016-12-31,12,NOV,1021860,National Oilwell Varco Inc.,-2412.0,7251.0,7352.0,960.0,21140.0,7137.0,13940.0
429733,2017-12-31,12,NOV,1021860,National Oilwell Varco Inc.,-237.0,7304.0,6412.0,832.0,20206.0,6046.0,14094.0
429733,2018-12-31,12,NOV,1021860,National Oilwell Varco Inc.,-31.0,8453.0,7009.0,521.0,19796.0,5907.0,13819.0
429733,2019-12-31,12,NOV,1021860,National Oilwell Varco Inc.,-6095.0,8479.0,7634.0,714.0,13149.0,5303.0,7778.0
