gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
509122,2016-12-31,12,ZBH,1136869,Zimmer Biomet Holdings,305.9,7668.4,2381.8,1632.2,26684.4,17014.5,9668.9
509122,2017-12-31,12,ZBH,1136869,Zimmer Biomet Holdings,1813.8,7803.3,2132.9,1582.3,25964.5,14229.0,11735.8
509122,2018-12-31,12,ZBH,1136869,Zimmer Biomet Holdings,-379.2,7932.9,2271.9,1747.4,24126.8,12850.7,11271.3
509122,2019-12-31,12,ZBH,1136869,Zimmer Biomet Holdings,1131.6,7982.2,2252.6,1585.8,24638.7,12245.9,12388.1
