gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
864341,2012-12-31,12,RCL,884887,Royal Caribbean Cruises Ltd,18.287,7688.024,5157.434,1381.734,19827.93,11519.181,8308.749
864341,2013-12-31,12,RCL,884887,Royal Caribbean Cruises Ltd,473.692,7959.894,5305.27,1412.068,20072.947,11264.682,8808.265
864341,2014-12-31,12,RCL,884887,Royal Caribbean Cruises Ltd,764.146,8073.855,5306.281,1743.759,20713.19,12428.831,8284.359
864341,2015-12-31,12,RCL,884887,Royal Caribbean Cruises Ltd,665.783,8299.074,5099.393,1946.366,20921.855,12858.816,8063.039
864341,2016-12-31,12,RCL,884887,Royal Caribbean Cruises Ltd,1283.388,8496.401,5015.539,2516.69,22310.324,13188.912,9121.412
864341,2017-12-31,12,RCL,884887,Royal Caribbean Cruises Ltd,1625.133,8777.845,4896.579,2874.566,22296.317,11658.623,10702.303
864341,2018-12-31,12,RCL,884887,Royal Caribbean Cruises Ltd,1811.042,9493.849,5262.207,3479.139,27698.27,16050.789,11105.461
864341,2019-12-31,12,RCL,884887,Royal Caribbean Cruises Ltd,1878.887,10950.661,6062.765,3716.366,30320.284,17586.457,12163.846
