gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
678361,20171231,12,EW,1099800,Edwards Lifesciences,583.6,3435.3,875.3,1000.7,5695.8,2739.6,2956.2
678361,20181231,12,EW,1099800,Edwards Lifesciences,722.2,3722.8,939.4,926.8,5323.7,2183.3,3140.4
678361,20191231,12,EW,1099800,Edwards Lifesciences,1046.9,4348,1114.4,1179.4,6488.1,2339.8,4148.3
690059,20121231,12,GE,40545,General Electric,13641,147359,56785,31331,685328,556858,123026
690059,20131231,12,GE,40545,General Electric,13057,146045,57867,28579,656560,519777,130566
690059,20141231,12,GE,40545,General Electric,15233,148589,61257,27710,648349,511516,128159
690059,20151231,12,GE,40545,General Electric,-6126,117386,59905,19891,492692,389582,98274
690059,20161231,12,GE,40545,General Electric,8831,123693,62440,-244,365183,284668,75828
690059,20171231,12,GE,40545,General Electric,-5786,122092,64328,10426,377945,292561,64263
690059,20181231,12,GE,40545,General Electric,-22355,113543,72818,4246,309129,257266,30981
690059,20191231,12,GE,40545,General Electric,-4979,95214,70029,8772,266048,236187,28316
693581,20121231,12,EXPD,746515,Expeditors,333.36,5980.943,,370.126,2954.125,926.426,2027.699
693581,20131231,12,EXPD,746515,Expeditors,348.526,6080.257,,407.536,3014.812,930.029,2084.783
693581,20141231,12,EXPD,746515,Expeditors,376.888,6564.721,,394.966,2890.905,1022.497,1868.408
693581,20151231,12,EXPD,746515,Expeditors,457.223,6616.632,,564.712,2582.438,890.445,1691.993
693581,20161231,12,EXPD,746515,Expeditors,430.807,6098.037,,529.099,2790.871,946.233,1844.638
693581,20171231,12,EXPD,746515,Expeditors,489.345,6920.948,,488.639,3117.008,1125.15,1991.858
693581,20181231,12,EXPD,746515,Expeditors,618.199,8138.365,,572.804,3314.559,1327.721,1986.838
693581,20191231,12,EXPD,746515,Expeditors,590.395,8175.426,,771.935,3691.884,1496.856,2195.028
698009,20120930,9,TEL,1385157,TE Connectivity Ltd.,1112,13282,9236,1947,19306,11329,7971
698009,20130930,9,TEL,1385157,TE Connectivity Ltd.,1276,13280,8951,2046,18461,10075,8380
698009,20140930,9,TEL,1385157,TE Connectivity Ltd.,1781,13912,9220,2083,20152,11139,9007
698009,20150930,9,TEL,1385157,TE Connectivity Ltd.,2420,12233,8146,1913,20608,11023,9585
698009,20160930,9,TEL,1385157,TE Connectivity Ltd.,2009,12238,8205,1922,17608,9123,8485
698009,20170930,9,TEL,1385157,TE Connectivity Ltd.,1683,13113,8663,2321,19403,9652,9751
698009,20180930,9,TEL,1385157,TE Connectivity Ltd.,2565,13988,9243,2451,20386,9555,10831
698009,20190930,9,TEL,1385157,TE Connectivity Ltd.,1844,13448,9054,2422,19694,9124,10570
698243,20121231,12,GL,320335,Globe Life Inc.,529.324,3589.516,,942.839,18776.91,14415.124,4361.786
698243,20131231,12,GL,320335,Globe Life Inc.,528.472,3771.938,,1119.28,18191.744,14415.402,3776.342
698243,20141231,12,GL,320335,Globe Life Inc.,542.939,3964.296,,864.708,20214.73,15517.264,4697.466
698243,20151231,12,GL,320335,Globe Life Inc.,527.1,3766.065,,1120.05,19853.213,15797.661,4055.552
698243,20161231,12,GL,320335,Globe Life Inc.,549.779,3934.629,,1398.708,21436.087,16869.226,4566.861
698243,20171231,12,GL,320335,Globe Life Inc.,1454.494,4155.573,,1429.058,23474.985,17243.564,6231.421
698243,20181231,12,GL,320335,Globe Life Inc.,701.466,4303.751,,1277.647,23095.722,17680.545,5415.177
698243,20191231,12,GL,320335,Globe Life Inc.,760.79,4527.532,,1363.874,25977.46,18683.153,7294.307
700489,20121231,12,PPG,79879,PPG Industries,941,15200,9069,1787,15878,11556,4063
700489,20131231,12,PPG,79879,PPG Industries,3231,15108,8636,1791,15863,10665,4932
700489,20141231,12,PPG,79879,PPG Industries,2102,15360,8791,1528,17583,12318,5180
700489,20151231,12,PPG,79879,PPG Industries,1406,15330,8591,1837,17076,12007,4983
700489,20161231,12,PPG,79879,PPG Industries,877,14751,8063,1325,15769,10856,4826
700489,20171231,12,PPG,79879,PPG Industries,1591,14750,8204,1568,16538,10865,5558
700489,20181231,12,PPG,79879,PPG Industries,1341,15374,9001,1467,16015,11283,4630
700489,20191231,12,PPG,79879,PPG Industries,1243,15146,8653,2080,17708,12305,5284
700588,20161031,10,AVGO,1730168,Broadcom Inc.,-1739,13240,7300,3411,,,21876
700588,20171031,10,AVGO,1730168,Broadcom Inc.,1692,17636,9127,6551,54418,31232,20285
700588,20181031,10,AVGO,1730168,Broadcom Inc.,12259,20848,10115,8880,50124,23467,26657
700588,20191031,10,AVGO,1730168,Broadcom Inc.,2695,22597,10114,9697,67493,42523,24941
703653,20121231,12,MO,764180,Altria Group Inc,4180,24618,7937,,35329,32125,3168
703653,20131231,12,MO,764180,Altria Group Inc,4535,24466,7206,4375,34859,30706,4119
703653,20141231,12,MO,764180,Altria Group Inc,5070,24522,7785,4663,34475,31430,3014
703653,20151231,12,MO,764180,Altria Group Inc,5241,25434,7740,5810,32535,29625,2880
703653,20161231,12,MO,764180,Altria Group Inc,14239,25744,7746,3791,45932,33121,12770
703653,20171231,12,MO,764180,Altria Group Inc,10222,25576,7543,4922,43202,27784,15377
703653,20181231,12,MO,764180,Altria Group Inc,6963,25364,7373,8391,55638,40810,14787
703653,20191231,12,MO,764180,Altria Group Inc,-1293,25110,7085,7837,49271,42914,6222
705811,20121231,12,AIZ,1267238,Assurant,483.705,8508.27,,,28946.607,23761.241,5185.366
705811,20131231,12,AIZ,1267238,Assurant,488.907,9047.657,,,29714.689,24881.21,4833.479
705811,20141231,12,AIZ,1267238,Assurant,470.907,10381.653,,,31562.466,26381.159,5181.307
705811,20151231,12,AIZ,1267238,Assurant,141.555,10325.494,,229.9,30043.128,25519.161,4523.967
705811,20161231,12,AIZ,1267238,Assurant,565.35,7531.78,,108.6,29709.128,25611.028,4098.1
705811,20171231,12,AIZ,1267238,Assurant,519.6,6415,,530.4,31843,27561.5,4270.6
705811,20181231,12,AIZ,1267238,Assurant,251,8057.6,,656.7,41089.3,35955.4,5112
705811,20191231,12,AIZ,1267238,Assurant,382.6,10086.8,,1413.4,44291.2,38609.1,5652.8
707514,20121231,12,LYV,1335258,Live Nation Entertainment,-163.227,5819.047,,367.098,5290.806,3935.388,1355.418
707514,20131231,12,LYV,1335258,Live Nation Entertainment,-43.378,6478.547,,417.472,5683.521,4274.293,1409.228
707514,20141231,12,LYV,1335258,Live Nation Entertainment,-90.807,6866.964,,269.409,5988.361,4691.407,1296.954
707514,20151231,12,LYV,1335258,Live Nation Entertainment,-32.508,7245.731,,300.202,6156.241,4919.288,1236.953
707514,20161231,12,LYV,1335258,Live Nation Entertainment,2.942,8354.934,,597.49,6764.266,5638.25,1126.016
707514,20171231,12,LYV,1335258,Live Nation Entertainment,-6.015,10337.448,,623.006,7504.263,6323.067,1181.196
707514,20181231,12,LYV,1335258,Live Nation Entertainment,60.249,10787.8,,941.586,8496.886,7397.905,1098.981
707514,20191231,12,LYV,1335258,Live Nation Entertainment,69.889,11547.969,,469.783,10975.615,9829.795,1145.82
710273,20121231,12,PHM,822416,PulteGroup,206.145,4819.998,,760.14,6734.409,4544.793,2189.616
710273,20131231,12,PHM,822416,PulteGroup,2620.116,5679.595,,881.136,8734.143,4085.191,4648.952
710273,20141231,12,PHM,822416,PulteGroup,474.338,5822.363,,309.249,8569.41,3764.456,4804.954
710273,20151231,12,PHM,822416,PulteGroup,494.09,5981.964,,-348.129,8967.16,4207.835,4759.325
710273,20161231,12,PHM,822416,PulteGroup,602.703,7668.476,,68.27,10178.2,5518.837,4659.363
710273,20171231,12,PHM,822416,PulteGroup,447.221,8573.25,,663.077,9686.649,5532.623,4154.026
710273,20181231,12,PHM,822416,PulteGroup,1022.023,10188.331,,1449.744,10172.976,5355.194,4817.782
710273,20191231,12,PHM,822416,PulteGroup,1016.7,10212.957,,1077.545,10715.597,5257.417,5458.18
713969,20120131,1,WMT,104169,Walmart,15699,446950,335127,24255,193406,122091,71315
713969,20130131,1,WMT,104169,Walmart,16999,469162,352488,25591,203105,126762,76343
713969,20140131,1,WMT,104169,Walmart,16022,476294,358069,23257,204751,128496,76255
713969,20150131,1,WMT,104169,Walmart,16363,485651,365086,28564,203706,122312,81394
713969,20160131,1,WMT,104169,Walmart,14694,482130,360984,27389,199581,119035,80546
713969,20170131,1,WMT,104169,Walmart,13643,485873,361256,31530,198825,121027,77798
713969,20180131,1,WMT,104169,Walmart,9862,500343,373396,28337,204522,126653,77869
713969,20190131,1,WMT,104169,Walmart,6670,510329,385301,27753,219295,146799,72496
713969,20200131,1,WMT,104169,Walmart,14881,523964,394605,25255,236495,161826,74669
716247,20121231,12,EIX,827052,Edison Int'l,-183,11862,,3334,44394,33203,11191
716247,20131231,12,EIX,827052,Edison Int'l,915,12581,,3203,46646,34955,11691
716247,20141231,12,EIX,827052,Edison Int'l,1612,13413,,3248,50186,37198,12982
716247,20151231,12,EIX,827052,Edison Int'l,1117,11524,,4509,50310,36916,13388
716247,20161231,12,EIX,827052,Edison Int'l,1311,11869,,3256,51319,37127,14187
716247,20171231,12,EIX,827052,Edison Int'l,565,12320,,3587,52580,38695,13866
716247,20181231,12,EIX,827052,Edison Int'l,-423,12657,,3177,56715,44063,12652
716247,20191231,12,EIX,827052,Edison Int'l,1284,12347,,-307,64382,48886,15496
718393,20121231,12,INCY,879169,Incyte,-44.32,297.059,0.157,,330.419,505.376,-174.957
718393,20131231,12,INCY,879169,Incyte,-83.147,354.947,0.63,,629.568,822.676,-193.108
718393,20141231,12,INCY,879169,Incyte,-48.481,511.495,3.004,,830.069,911.697,-81.628
718393,20151231,12,INCY,879169,Incyte,6.531,753.751,26.972,89.408,1007.44,836.285,171.155
718393,20161231,12,INCY,879169,Incyte,104.222,1105.719,58.187,304.756,1638.597,1219.13,419.467
718393,20171231,12,INCY,879169,Incyte,-313.142,1536.216,79.479,-92.988,2302.582,671.953,1630.629
718393,20181231,12,INCY,879169,Incyte,109.493,1881.883,94.123,336.227,2645.762,719.795,1925.967
718393,20191231,12,INCY,879169,Incyte,446.906,2158.759,114.249,710.656,3426.75,828.344,2598.406
719863,20121231,12,ANET,1596532,Arista Networks,21.349,193.408,61.252,26.306,,,18.91
719863,20131231,12,ANET,1596532,Arista Networks,42.46,361.224,122.686,34.648,364.52,286.788,77.732
719863,20141231,12,ANET,1596532,Arista Networks,86.85,584.106,192.015,114.516,811.023,255.365,555.658
719863,20151231,12,ANET,1596532,Arista Networks,121.102,837.591,263.585,200.533,1159.89,371.738,788.152
719863,20161231,12,ANET,1596532,Arista Networks,184.189,1129.167,369.768,131.44,1729.007,621.187,1107.82
719863,20171231,12,ANET,1596532,Arista Networks,423.201,1646.186,584.417,631.627,2460.86,798.946,1661.914
719863,20181231,12,ANET,1596532,Arista Networks,328.115,2151.369,777.992,503.119,3081.983,938.594,2143.389
719863,20191231,12,ANET,1596532,Arista Networks,859.867,2410.706,866.368,963.034,4185.29,1290.604,2894.686
720180,20151231,12,FTI,1681459,TechnipFMC,14.4,11471.9,112.1,700.3,0.0741,0,0.0741
720180,20161231,12,FTI,1681459,TechnipFMC,-0.0119,0,0,493.8,0.0741,0,0.0741
720180,20171231,12,FTI,1681459,TechnipFMC,113.3,15056.9,2403.4,210.7,28263.7,14854.3,13387.9
720180,20181231,12,FTI,1681459,TechnipFMC,-1921.6,12552.9,,-185.4,24784.5,14315.1,10399.6
720180,20191231,12,FTI,1681459,TechnipFMC,-2412.1,13409.1,,848.5,23518.8,15789.6,7659.3
722311,20161231,12,K,55067,Kellogg Co.,694,12965,8259,1628,15111,13201,1910
722311,20171231,12,K,55067,Kellogg Co.,1269,12854,7901,1646,16350,14138,2212
722311,20181231,12,K,55067,Kellogg Co.,1336,13547,8821,1536,17780,15179,2601
722311,20191231,12,K,55067,Kellogg Co.,960,13578,9197,1176,17564,14817,2747
722414,20121231,12,ADS,1101215,Alliance Data Systems,422.256,3641.39,2106.612,1134.19,12000.139,11471.652,528.487
722414,20131231,12,ADS,1101215,Alliance Data Systems,496.17,4319.063,2549.159,,13244.257,12388.496,855.761
722414,20141231,12,ADS,1101215,Alliance Data Systems,516.14,5302.94,3218.774,,20263.977,17632.031,2396.38
722414,20151231,12,ADS,1101215,Alliance Data Systems,605.428,6439.746,3814.5,1759.8,22421.83,20244.423,2010.03
722414,20161231,12,ADS,1101215,Alliance Data Systems,517.6,7138.1,4276.8,2114.4,25514.1,23855.9,1658.2
722414,20171231,12,ADS,1101215,Alliance Data Systems,788.7,7719.4,4269.9,2609.6,30684.8,28829.5,1855.3
722414,20181231,12,ADS,1101215,Alliance Data Systems,963.1,3084.7,4220.9,2754.9,30387.7,28055.6,2332.1
722414,20191231,12,ADS,1101215,Alliance Data Systems,278,5581.3,2687.8,1217.7,26494.8,24906.5,1588.3
723144,20121231,12,CMI,26172,Cummins Inc.,1645,17334,12826,,12548,5574,6603
723144,20131231,12,CMI,26172,Cummins Inc.,1483,17301,12918,,14728,6858,7510
723144,20141231,12,CMI,26172,Cummins Inc.,1736,19221,14360,2266,15776,7683,7749
723144,20151231,12,CMI,26172,Cummins Inc.,1470,19110,14163,2059,15134,7384,7406
723144,20161231,12,CMI,26172,Cummins Inc.,1394,17509,13057,1935,15011,7837,6875
723144,20171231,12,CMI,26172,Cummins Inc.,999,20428,15338,2277,18075,9911,7259
723144,20181231,12,CMI,26172,Cummins Inc.,2141,23771,18034,2378,19062,10803,7348
723144,20191231,12,CMI,26172,Cummins Inc.,2268,23571,17591,3181,19737,11272,7507
723890,20121231,12,UNM,5513,Unum Group,894.4,10515.4,,1379.6,62236.1,53623.5,8612.6
723890,20131231,12,UNM,5513,Unum Group,858.1,10353.8,,1031.5,59403.6,50744.5,8659.1
723890,20141231,12,UNM,5513,Unum Group,413.4,10509.7,,1223.6,62497.1,53944.7,8552.4
723890,20151231,12,UNM,5513,Unum Group,867.1,10731.3,,1292.1,60589.7,51925.8,8663.9
723890,20161231,12,UNM,5513,Unum Group,931.4,11046.5,,1116.1,61941.5,52973.5,8968
723890,20171231,12,UNM,5513,Unum Group,994.2,11286.8,,1149.4,64013.1,54438.2,9574.9
723890,20181231,12,UNM,5513,Unum Group,523.4,11598.5,,1536.5,61875.6,53253.8,8621.8
723890,20191231,12,UNM,5513,Unum Group,1100.3,11998.9,,1741.6,67013.4,57048.4,9965
724807,20121231,12,CFG,759944,Citizens Financial Group,643,4894,,1714,,,24129
724807,20131231,12,CFG,759944,Citizens Financial Group,-3426,4690,,2649,122154,102958,19196
