ticker,sale,ni,at,lt,seq,year
F,1.6243453636632417,-0.611756414,-0.528171752,-1.072968622,0.8654076293246785,2019
GM,-2.301538697,1.744811764,-0.761206901,0.31903909605709857,-0.249370375,2019
RACE,1.462107937044974,-2.060140709,-0.322417204,-0.384054355,1.1337694423354374,2019
TSLA,-1.099891267,-0.172428208,-0.877858418,0.042213747,0.5828152137158222,2019
