월(Monthly),구  분,대분류,중분류,소분류,사용검사실적
2011-07,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),
2011-07,세종,단독,단독,단독,
2011-07,세종,단독,다가구,동수,
2011-07,세종,단독,다가구,가구수,
2011-07,세종,다세대,다세대,다세대,
2011-07,세종,연립,연립,연립,
2011-07,세종,아파트,아파트,아파트,
2011-08,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),26,282
2011-08,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),36,998
2011-08,총계,단독,단독,단독,3,510
2011-08,총계,단독,다가구,동수,1,661
2011-08,총계,단독,다가구,가구수,12,377
2011-08,총계,다세대,다세대,다세대,4,994
2011-08,총계,연립,연립,연립,433
2011-08,총계,아파트,아파트,아파트,15,684
2011-08,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),14,498
2011-08,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),16,646
2011-08,수도권소계,단독,단독,단독,644
2011-08,수도권소계,단독,다가구,동수,466
2011-08,수도권소계,단독,다가구,가구수,2,614
2011-08,수도권소계,다세대,다세대,다세대,3,646
2011-08,수도권소계,연립,연립,연립,103
2011-08,수도권소계,아파트,아파트,아파트,9,639
2011-08,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,573
2011-08,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,969
2011-08,서울,단독,단독,단독,87
2011-08,서울,단독,다가구,동수,81
2011-08,서울,단독,다가구,가구수,477
2011-08,서울,다세대,다세대,다세대,2,099
2011-08,서울,연립,연립,연립,12
2011-08,서울,아파트,아파트,아파트,1,294
2011-08,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,287
2011-08,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,523
2011-08,인천,단독,단독,단독,60
2011-08,인천,단독,다가구,동수,63
2011-08,인천,단독,다가구,가구수,299
2011-08,인천,다세대,다세대,다세대,438
2011-08,인천,연립,연립,연립,36
2011-08,인천,아파트,아파트,아파트,2,690
2011-08,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),7,638
2011-08,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),9,154
2011-08,경기,단독,단독,단독,497
2011-08,경기,단독,다가구,동수,322
2011-08,경기,단독,다가구,가구수,1,838
2011-08,경기,다세대,다세대,다세대,1,109
2011-08,경기,연립,연립,연립,55
2011-08,경기,아파트,아파트,아파트,5,655
2011-08,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),11,784
2011-08,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),20,352
2011-08,지방소계,단독,단독,단독,2,866
2011-08,지방소계,단독,다가구,동수,1,195
2011-08,지방소계,단독,다가구,가구수,9,763
2011-08,지방소계,다세대,다세대,다세대,1,348
2011-08,지방소계,연립,연립,연립,330
2011-08,지방소계,아파트,아파트,아파트,6,045
2011-08,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,533
2011-08,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),7,342
2011-08,기타광역시,단독,단독,단독,245
2011-08,기타광역시,단독,다가구,동수,338
2011-08,기타광역시,단독,다가구,가구수,3,147
2011-08,기타광역시,다세대,다세대,다세대,1,077
2011-08,기타광역시,연립,연립,연립,43
2011-08,기타광역시,아파트,아파트,아파트,2,830
2011-08,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,258
2011-08,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,570
2011-08,부산,단독,단독,단독,75
2011-08,부산,단독,다가구,동수,42
2011-08,부산,단독,다가구,가구수,354
2011-08,부산,다세대,다세대,다세대,1,027
2011-08,부산,연립,연립,연립,16
2011-08,부산,아파트,아파트,아파트,98
2011-08,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,044
2011-08,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,845
2011-08,대구,단독,단독,단독,41
2011-08,대구,단독,다가구,동수,100
2011-08,대구,단독,다가구,가구수,901
2011-08,대구,다세대,다세대,다세대,0
2011-08,대구,연립,연립,연립,0
2011-08,대구,아파트,아파트,아파트,903
2011-08,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),97
2011-08,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),553
2011-08,광주,단독,단독,단독,31
2011-08,광주,단독,다가구,동수,42
2011-08,광주,단독,다가구,가구수,498
2011-08,광주,다세대,다세대,다세대,24
2011-08,광주,연립,연립,연립,0
2011-08,광주,아파트,아파트,아파트,0
2011-08,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,917
2011-08,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,724
2011-08,대전,단독,단독,단독,49
2011-08,대전,단독,다가구,동수,86
2011-08,대전,단독,다가구,가구수,893
2011-08,대전,다세대,다세대,다세대,26
2011-08,대전,연립,연립,연립,27
2011-08,대전,아파트,아파트,아파트,1,729
2011-08,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),217
2011-08,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),650
2011-08,울산,단독,단독,단독,49
2011-08,울산,단독,다가구,동수,68
2011-08,울산,단독,다가구,가구수,501
2011-08,울산,다세대,다세대,다세대,0
2011-08,울산,연립,연립,연립,0
2011-08,울산,아파트,아파트,아파트,100
2011-08,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),7,251
2011-08,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),13,010
2011-08,기타지방,단독,단독,단독,2,621
2011-08,기타지방,단독,다가구,동수,857
2011-08,기타지방,단독,다가구,가구수,6,616
2011-08,기타지방,다세대,다세대,다세대,271
2011-08,기타지방,연립,연립,연립,287
2011-08,기타지방,아파트,아파트,아파트,3,215
2011-08,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),920
2011-08,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,175
2011-08,강원,단독,단독,단독,277
2011-08,강원,단독,다가구,동수,75
2011-08,강원,단독,다가구,가구수,330
2011-08,강원,다세대,다세대,다세대,0
2011-08,강원,연립,연립,연립,0
2011-08,강원,아파트,아파트,아파트,568
2011-08,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),460
2011-08,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,296
2011-08,충북,단독,단독,단독,277
2011-08,충북,단독,다가구,동수,110
2011-08,충북,단독,다가구,가구수,946
2011-08,충북,다세대,다세대,다세대,61
2011-08,충북,연립,연립,연립,12
2011-08,충북,아파트,아파트,아파트,0
2011-08,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),547
2011-08,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,698
2011-08,충남,단독,단독,단독,384
2011-08,충남,단독,다가구,동수,106
2011-08,충남,단독,다가구,가구수,1,257
2011-08,충남,다세대,다세대,다세대,28
2011-08,충남,연립,연립,연립,29
2011-08,충남,아파트,아파트,아파트,0
2011-08,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),485
2011-08,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,295
2011-08,전북,단독,단독,단독,344
2011-08,전북,단독,다가구,동수,104
2011-08,전북,단독,다가구,가구수,914
2011-08,전북,다세대,다세대,다세대,13
2011-08,전북,연립,연립,연립,24
2011-08,전북,아파트,아파트,아파트,0
2011-08,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,152
2011-08,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,515
2011-08,전남,단독,단독,단독,402
2011-08,전남,단독,다가구,동수,59
2011-08,전남,단독,다가구,가구수,422
2011-08,전남,다세대,다세대,다세대,30
2011-08,전남,연립,연립,연립,31
2011-08,전남,아파트,아파트,아파트,630
2011-08,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,313
2011-08,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,367
2011-08,경북,단독,단독,단독,479
2011-08,경북,단독,다가구,동수,132
2011-08,경북,단독,다가구,가구수,1,186
2011-08,경북,다세대,다세대,다세대,64
2011-08,경북,연립,연립,연립,16
2011-08,경북,아파트,아파트,아파트,622
2011-08,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,052
2011-08,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,259
2011-08,경남,단독,단독,단독,381
2011-08,경남,단독,다가구,동수,244
2011-08,경남,단독,다가구,가구수,1,451
2011-08,경남,다세대,다세대,다세대,40
2011-08,경남,연립,연립,연립,19
2011-08,경남,아파트,아파트,아파트,1,368
2011-08,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),322
2011-08,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),405
2011-08,제주,단독,단독,단독,77
2011-08,제주,단독,다가구,동수,27
2011-08,제주,단독,다가구,가구수,110
2011-08,제주,다세대,다세대,다세대,35
2011-08,제주,연립,연립,연립,156
2011-08,제주,아파트,아파트,아파트,27
2011-08,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),
2011-08,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),
2011-08,세종,단독,단독,단독,
2011-08,세종,단독,다가구,동수,
2011-08,세종,단독,다가구,가구수,
2011-08,세종,다세대,다세대,다세대,
2011-08,세종,연립,연립,연립,
2011-08,세종,아파트,아파트,아파트,
2011-09,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),25,590
2011-09,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),36,697
2011-09,총계,단독,단독,단독,3,360
2011-09,총계,단독,다가구,동수,1,624
2011-09,총계,단독,다가구,가구수,12,731
2011-09,총계,다세대,다세대,다세대,6,236
2011-09,총계,연립,연립,연립,467
2011-09,총계,아파트,아파트,아파트,13,903
2011-09,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),13,368
2011-09,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),15,172
2011-09,수도권소계,단독,단독,단독,670
2011-09,수도권소계,단독,다가구,동수,382
2011-09,수도권소계,단독,다가구,가구수,2,186
2011-09,수도권소계,다세대,다세대,다세대,4,854
2011-09,수도권소계,연립,연립,연립,203
2011-09,수도권소계,아파트,아파트,아파트,7,259
2011-09,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,460
2011-09,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,740
2011-09,서울,단독,단독,단독,107
2011-09,서울,단독,다가구,동수,64
2011-09,서울,단독,다가구,가구수,344
2011-09,서울,다세대,다세대,다세대,2,730
2011-09,서울,연립,연립,연립,50
2011-09,서울,아파트,아파트,아파트,1,509
2011-09,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,214
2011-09,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,390
2011-09,인천,단독,단독,단독,68
2011-09,인천,단독,다가구,동수,41
2011-09,인천,단독,다가구,가구수,217
2011-09,인천,다세대,다세대,다세대,712
2011-09,인천,연립,연립,연립,46
2011-09,인천,아파트,아파트,아파트,1,347
2011-09,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),6,694
2011-09,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),8,042
2011-09,경기,단독,단독,단독,495
2011-09,경기,단독,다가구,동수,277
2011-09,경기,단독,다가구,가구수,1,625
2011-09,경기,다세대,다세대,다세대,1,412
2011-09,경기,연립,연립,연립,107
2011-09,경기,아파트,아파트,아파트,4,403
2011-09,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),12,222
2011-09,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),21,525
2011-09,지방소계,단독,단독,단독,2,690
2011-09,지방소계,단독,다가구,동수,1,242
2011-09,지방소계,단독,다가구,가구수,10,545
2011-09,지방소계,다세대,다세대,다세대,1,382
2011-09,지방소계,연립,연립,연립,264
2011-09,지방소계,아파트,아파트,아파트,6,644
2011-09,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5,720
2011-09,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),8,597
2011-09,기타광역시,단독,단독,단독,197
2011-09,기타광역시,단독,다가구,동수,375
2011-09,기타광역시,단독,다가구,가구수,3,252
2011-09,기타광역시,다세대,다세대,다세대,947
2011-09,기타광역시,연립,연립,연립,0
2011-09,기타광역시,아파트,아파트,아파트,4,201
2011-09,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,914
2011-09,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,107
2011-09,부산,단독,단독,단독,44
2011-09,부산,단독,다가구,동수,28
2011-09,부산,단독,다가구,가구수,221
2011-09,부산,다세대,다세대,다세대,862
2011-09,부산,연립,연립,연립,0
2011-09,부산,아파트,아파트,아파트,1,980
2011-09,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),402
2011-09,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,200
2011-09,대구,단독,단독,단독,36
2011-09,대구,단독,다가구,동수,105
2011-09,대구,단독,다가구,가구수,903
2011-09,대구,다세대,다세대,다세대,19
2011-09,대구,연립,연립,연립,0
2011-09,대구,아파트,아파트,아파트,242
2011-09,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,183
2011-09,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,831
2011-09,광주,단독,단독,단독,38
2011-09,광주,단독,다가구,동수,67
2011-09,광주,단독,다가구,가구수,715
2011-09,광주,다세대,다세대,다세대,0
2011-09,광주,연립,연립,연립,0
2011-09,광주,아파트,아파트,아파트,1,078
2011-09,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,011
2011-09,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,587
2011-09,대전,단독,단독,단독,39
2011-09,대전,단독,다가구,동수,74
2011-09,대전,단독,다가구,가구수,650
2011-09,대전,다세대,다세대,다세대,8
2011-09,대전,연립,연립,연립,0
2011-09,대전,아파트,아파트,아파트,890
2011-09,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),210
2011-09,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),872
2011-09,울산,단독,단독,단독,40
2011-09,울산,단독,다가구,동수,101
2011-09,울산,단독,다가구,가구수,763
2011-09,울산,다세대,다세대,다세대,58
2011-09,울산,연립,연립,연립,0
2011-09,울산,아파트,아파트,아파트,11
2011-09,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),6,502
2011-09,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),12,928
2011-09,기타지방,단독,단독,단독,2,493
2011-09,기타지방,단독,다가구,동수,867
2011-09,기타지방,단독,다가구,가구수,7,293
2011-09,기타지방,다세대,다세대,다세대,435
2011-09,기타지방,연립,연립,연립,264
2011-09,기타지방,아파트,아파트,아파트,2,443
2011-09,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),516
2011-09,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),843
2011-09,강원,단독,단독,단독,293
2011-09,강원,단독,다가구,동수,77
2011-09,강원,단독,다가구,가구수,404
2011-09,강원,다세대,다세대,다세대,0
2011-09,강원,연립,연립,연립,16
2011-09,강원,아파트,아파트,아파트,130
2011-09,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),437
2011-09,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,215
2011-09,충북,단독,단독,단독,287
2011-09,충북,단독,다가구,동수,94
2011-09,충북,단독,다가구,가구수,872
2011-09,충북,다세대,다세대,다세대,56
2011-09,충북,연립,연립,연립,0
2011-09,충북,아파트,아파트,아파트,0
2011-09,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,233
2011-09,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,480
2011-09,충남,단독,단독,단독,400
2011-09,충남,단독,다가구,동수,118
2011-09,충남,단독,다가구,가구수,1,365
2011-09,충남,다세대,다세대,다세대,146
2011-09,충남,연립,연립,연립,0
2011-09,충남,아파트,아파트,아파트,569
2011-09,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),619
2011-09,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,518
2011-09,전북,단독,단독,단독,239
2011-09,전북,단독,다가구,동수,119
2011-09,전북,단독,다가구,가구수,1,018
2011-09,전북,다세대,다세대,다세대,52
2011-09,전북,연립,연립,연립,8
2011-09,전북,아파트,아파트,아파트,201
2011-09,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),518
2011-09,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),881
2011-09,전남,단독,단독,단독,402
2011-09,전남,단독,다가구,동수,57
2011-09,전남,단독,다가구,가구수,420
2011-09,전남,다세대,다세대,다세대,59
2011-09,전남,연립,연립,연립,0
2011-09,전남,아파트,아파트,아파트,0
2011-09,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,783
2011-09,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,989
2011-09,경북,단독,단독,단독,449
2011-09,경북,단독,다가구,동수,117
2011-09,경북,단독,다가구,가구수,1,323
2011-09,경북,다세대,다세대,다세대,39
2011-09,경북,연립,연립,연립,212
2011-09,경북,아파트,아파트,아파트,966
2011-09,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,224
2011-09,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,643
2011-09,경남,단독,단독,단독,372
2011-09,경남,단독,다가구,동수,250
2011-09,경남,단독,다가구,가구수,1,669
2011-09,경남,다세대,다세대,다세대,60
2011-09,경남,연립,연립,연립,0
2011-09,경남,아파트,아파트,아파트,542
2011-09,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),172
2011-09,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),359
2011-09,제주,단독,단독,단독,51
2011-09,제주,단독,다가구,동수,35
2011-09,제주,단독,다가구,가구수,222
2011-09,제주,다세대,다세대,다세대,23
2011-09,제주,연립,연립,연립,28
2011-09,제주,아파트,아파트,아파트,35
2011-09,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),
2011-09,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),
2011-09,세종,단독,단독,단독,
2011-09,세종,단독,다가구,동수,
2011-09,세종,단독,다가구,가구수,
2011-09,세종,다세대,다세대,다세대,
2011-09,세종,연립,연립,연립,
2011-09,세종,아파트,아파트,아파트,
2011-10,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),47,243
2011-10,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),58,628
2011-10,총계,단독,단독,단독,3,334
2011-10,총계,단독,다가구,동수,1,755
2011-10,총계,단독,다가구,가구수,13,140
2011-10,총계,다세대,다세대,다세대,7,106
2011-10,총계,연립,연립,연립,420
2011-10,총계,아파트,아파트,아파트,34,628
2011-10,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),28,659
2011-10,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),30,896
2011-10,수도권소계,단독,단독,단독,774
2011-10,수도권소계,단독,다가구,동수,460
2011-10,수도권소계,단독,다가구,가구수,2,697
2011-10,수도권소계,다세대,다세대,다세대,5,509
2011-10,수도권소계,연립,연립,연립,209
2011-10,수도권소계,아파트,아파트,아파트,21,707
2011-10,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),7,818
2011-10,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),8,155
2011-10,서울,단독,단독,단독,102
2011-10,서울,단독,다가구,동수,73
2011-10,서울,단독,다가구,가구수,410
2011-10,서울,다세대,다세대,다세대,3,275
2011-10,서울,연립,연립,연립,28
2011-10,서울,아파트,아파트,아파트,4,340
2011-10,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,896
2011-10,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,062
2011-10,인천,단독,단독,단독,69
2011-10,인천,단독,다가구,동수,47
2011-10,인천,단독,다가구,가구수,213
2011-10,인천,다세대,다세대,다세대,521
2011-10,인천,연립,연립,연립,81
2011-10,인천,아파트,아파트,아파트,2,178
2011-10,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),17,945
2011-10,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),19,679
2011-10,경기,단독,단독,단독,603
2011-10,경기,단독,다가구,동수,340
2011-10,경기,단독,다가구,가구수,2,074
2011-10,경기,다세대,다세대,다세대,1,713
2011-10,경기,연립,연립,연립,100
2011-10,경기,아파트,아파트,아파트,15,189
2011-10,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),18,584
2011-10,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),27,732
2011-10,지방소계,단독,단독,단독,2,560
2011-10,지방소계,단독,다가구,동수,1,295
2011-10,지방소계,단독,다가구,가구수,10,443
2011-10,지방소계,다세대,다세대,다세대,1,597
2011-10,지방소계,연립,연립,연립,211
2011-10,지방소계,아파트,아파트,아파트,12,921
2011-10,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),7,566
2011-10,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),10,997
2011-10,기타광역시,단독,단독,단독,208
2011-10,기타광역시,단독,다가구,동수,435
2011-10,기타광역시,단독,다가구,가구수,3,866
2011-10,기타광역시,다세대,다세대,다세대,1,134
2011-10,기타광역시,연립,연립,연립,0
2011-10,기타광역시,아파트,아파트,아파트,5,789
2011-10,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,224
2011-10,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,496
2011-10,부산,단독,단독,단독,57
2011-10,부산,단독,다가구,동수,41
2011-10,부산,단독,다가구,가구수,313
2011-10,부산,다세대,다세대,다세대,1,083
2011-10,부산,연립,연립,연립,0
2011-10,부산,아파트,아파트,아파트,43
2011-10,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),229
2011-10,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,487
2011-10,대구,단독,단독,단독,43
2011-10,대구,단독,다가구,동수,142
2011-10,대구,단독,다가구,가구수,1,400
2011-10,대구,다세대,다세대,다세대,16
2011-10,대구,연립,연립,연립,0
2011-10,대구,아파트,아파트,아파트,28
2011-10,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,784
2011-10,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,295
2011-10,광주,단독,단독,단독,32
2011-10,광주,단독,다가구,동수,60
2011-10,광주,단독,다가구,가구수,571
2011-10,광주,다세대,다세대,다세대,0
2011-10,광주,연립,연립,연립,0
2011-10,광주,아파트,아파트,아파트,1,692
2011-10,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,149
2011-10,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,903
2011-10,대전,단독,단독,단독,27
2011-10,대전,단독,다가구,동수,92
2011-10,대전,단독,다가구,가구수,846
2011-10,대전,다세대,다세대,다세대,23
2011-10,대전,연립,연립,연립,0
2011-10,대전,아파트,아파트,아파트,4,007
2011-10,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),180
2011-10,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),816
2011-10,울산,단독,단독,단독,49
2011-10,울산,단독,다가구,동수,100
2011-10,울산,단독,다가구,가구수,736
2011-10,울산,다세대,다세대,다세대,12
2011-10,울산,연립,연립,연립,0
2011-10,울산,아파트,아파트,아파트,19
2011-10,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),11,018
2011-10,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),16,735
2011-10,기타지방,단독,단독,단독,2,352
2011-10,기타지방,단독,다가구,동수,860
2011-10,기타지방,단독,다가구,가구수,6,577
2011-10,기타지방,다세대,다세대,다세대,463
2011-10,기타지방,연립,연립,연립,211
2011-10,기타지방,아파트,아파트,아파트,7,132
2011-10,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),412
2011-10,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),776
2011-10,강원,단독,단독,단독,280
2011-10,강원,단독,다가구,동수,105
2011-10,강원,단독,다가구,가구수,469
2011-10,강원,다세대,다세대,다세대,19
2011-10,강원,연립,연립,연립,8
2011-10,강원,아파트,아파트,아파트,0
2011-10,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),443
2011-10,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,097
2011-10,충북,단독,단독,단독,244
2011-10,충북,단독,다가구,동수,89
2011-10,충북,단독,다가구,가구수,743
2011-10,충북,다세대,다세대,다세대,92
2011-10,충북,연립,연립,연립,0
2011-10,충북,아파트,아파트,아파트,18
2011-10,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,749
2011-10,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5,127
2011-10,충남,단독,단독,단독,367
2011-10,충남,단독,다가구,동수,143
2011-10,충남,단독,다가구,가구수,1,521
2011-10,충남,다세대,다세대,다세대,97
2011-10,충남,연립,연립,연립,0
2011-10,충남,아파트,아파트,아파트,3,142
2011-10,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,109
2011-10,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,799
2011-10,전북,단독,단독,단독,248
2011-10,전북,단독,다가구,동수,107
2011-10,전북,단독,다가구,가구수,797
2011-10,전북,다세대,다세대,다세대,57
2011-10,전북,연립,연립,연립,83
2011-10,전북,아파트,아파트,아파트,614
2011-10,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),690
2011-10,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,066
2011-10,전남,단독,단독,단독,340
2011-10,전남,단독,다가구,동수,66
2011-10,전남,단독,다가구,가구수,442
2011-10,전남,다세대,다세대,다세대,19
2011-10,전남,연립,연립,연립,16
2011-10,전남,아파트,아파트,아파트,249
2011-10,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,287
2011-10,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,124
2011-10,경북,단독,단독,단독,432
2011-10,경북,단독,다가구,동수,89
2011-10,경북,단독,다가구,가구수,926
2011-10,경북,다세대,다세대,다세대,39
2011-10,경북,연립,연립,연립,40
2011-10,경북,아파트,아파트,아파트,687
2011-10,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,169
2011-10,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,545
2011-10,경남,단독,단독,단독,380
2011-10,경남,단독,다가구,동수,244
2011-10,경남,단독,다가구,가구수,1,620
2011-10,경남,다세대,다세대,다세대,83
2011-10,경남,연립,연립,연립,40
2011-10,경남,아파트,아파트,아파트,2,422
