월(Monthly),구  분,대분류,중분류,소분류,사용검사실적
2021-05,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),14,707
2021-05,수도권소계,단독,단독,단독,729
2021-05,수도권소계,단독,다가구,동수,142
2021-05,수도권소계,단독,다가구,가구수,760
2021-05,수도권소계,다세대,다세대,다세대,2,711
2021-05,수도권소계,연립,연립,연립,317
2021-05,수도권소계,아파트,아파트,아파트,10,190
2021-05,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,396
2021-05,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,503
2021-05,서울,단독,단독,단독,78
2021-05,서울,단독,다가구,동수,30
2021-05,서울,단독,다가구,가구수,137
2021-05,서울,다세대,다세대,다세대,1,536
2021-05,서울,연립,연립,연립,88
2021-05,서울,아파트,아파트,아파트,2,664
2021-05,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,220
2021-05,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,222
2021-05,인천,단독,단독,단독,114
2021-05,인천,단독,다가구,동수,2
2021-05,인천,단독,다가구,가구수,4
2021-05,인천,다세대,다세대,다세대,227
2021-05,인천,연립,연립,연립,84
2021-05,인천,아파트,아파트,아파트,793
2021-05,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),8,473
2021-05,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),8,982
2021-05,경기,단독,단독,단독,537
2021-05,경기,단독,다가구,동수,110
2021-05,경기,단독,다가구,가구수,619
2021-05,경기,다세대,다세대,다세대,948
2021-05,경기,연립,연립,연립,145
2021-05,경기,아파트,아파트,아파트,6,733
2021-05,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),11,006
2021-05,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),12,482
2021-05,지방소계,단독,단독,단독,1,803
2021-05,지방소계,단독,다가구,동수,218
2021-05,지방소계,단독,다가구,가구수,1,694
2021-05,지방소계,다세대,다세대,다세대,515
2021-05,지방소계,연립,연립,연립,660
2021-05,지방소계,아파트,아파트,아파트,7,810
2021-05,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,491
2021-05,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,116
2021-05,기타광역시,단독,단독,단독,140
2021-05,기타광역시,단독,다가구,동수,83
2021-05,기타광역시,단독,다가구,가구수,708
2021-05,기타광역시,다세대,다세대,다세대,354
2021-05,기타광역시,연립,연립,연립,236
2021-05,기타광역시,아파트,아파트,아파트,1,678
2021-05,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),891
2021-05,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),920
2021-05,부산,단독,단독,단독,22
2021-05,부산,단독,다가구,동수,6
2021-05,부산,단독,다가구,가구수,35
2021-05,부산,다세대,다세대,다세대,330
2021-05,부산,연립,연립,연립,0
2021-05,부산,아파트,아파트,아파트,533
2021-05,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),55
2021-05,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),123
2021-05,대구,단독,단독,단독,43
2021-05,대구,단독,다가구,동수,12
2021-05,대구,단독,다가구,가구수,80
2021-05,대구,다세대,다세대,다세대,0
2021-05,대구,연립,연립,연립,0
2021-05,대구,아파트,아파트,아파트,0
2021-05,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),788
2021-05,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),998
2021-05,광주,단독,단독,단독,13
2021-05,광주,단독,다가구,동수,23
2021-05,광주,단독,다가구,가구수,233
2021-05,광주,다세대,다세대,다세대,12
2021-05,광주,연립,연립,연립,0
2021-05,광주,아파트,아파트,아파트,740
2021-05,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),69
2021-05,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),348
2021-05,대전,단독,단독,단독,25
2021-05,대전,단독,다가구,동수,32
2021-05,대전,단독,다가구,가구수,311
2021-05,대전,다세대,다세대,다세대,12
2021-05,대전,연립,연립,연립,0
2021-05,대전,아파트,아파트,아파트,0
2021-05,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),688
2021-05,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),727
2021-05,울산,단독,단독,단독,37
2021-05,울산,단독,다가구,동수,10
2021-05,울산,단독,다가구,가구수,49
2021-05,울산,다세대,다세대,다세대,0
2021-05,울산,연립,연립,연립,236
2021-05,울산,아파트,아파트,아파트,405
2021-05,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),8,515
2021-05,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),9,366
2021-05,기타지방,단독,단독,단독,1,663
2021-05,기타지방,단독,다가구,동수,135
2021-05,기타지방,단독,다가구,가구수,986
2021-05,기타지방,다세대,다세대,다세대,161
2021-05,기타지방,연립,연립,연립,424
2021-05,기타지방,아파트,아파트,아파트,6,132
2021-05,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),26
2021-05,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),26
2021-05,세종,단독,단독,단독,26
2021-05,세종,단독,다가구,동수,0
2021-05,세종,단독,다가구,가구수,0
2021-05,세종,다세대,다세대,다세대,0
2021-05,세종,연립,연립,연립,0
2021-05,세종,아파트,아파트,아파트,0
2021-05,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),241
2021-05,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),290
2021-05,강원,단독,단독,단독,229
2021-05,강원,단독,다가구,동수,12
2021-05,강원,단독,다가구,가구수,61
2021-05,강원,다세대,다세대,다세대,0
2021-05,강원,연립,연립,연립,0
2021-05,강원,아파트,아파트,아파트,0
2021-05,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,365
2021-05,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,557
2021-05,충북,단독,단독,단독,158
2021-05,충북,단독,다가구,동수,23
2021-05,충북,단독,다가구,가구수,215
2021-05,충북,다세대,다세대,다세대,15
2021-05,충북,연립,연립,연립,0
2021-05,충북,아파트,아파트,아파트,1,169
2021-05,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,362
2021-05,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,526
2021-05,충남,단독,단독,단독,225
2021-05,충남,단독,다가구,동수,17
2021-05,충남,단독,다가구,가구수,181
2021-05,충남,다세대,다세대,다세대,28
2021-05,충남,연립,연립,연립,172
2021-05,충남,아파트,아파트,아파트,1,920
2021-05,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,246
2021-05,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,355
2021-05,전북,단독,단독,단독,120
2021-05,전북,단독,다가구,동수,15
2021-05,전북,단독,다가구,가구수,124
2021-05,전북,다세대,다세대,다세대,0
2021-05,전북,연립,연립,연립,0
2021-05,전북,아파트,아파트,아파트,1,111
2021-05,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,283
2021-05,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,423
2021-05,전남,단독,단독,단독,258
2021-05,전남,단독,다가구,동수,18
2021-05,전남,단독,다가구,가구수,158
2021-05,전남,다세대,다세대,다세대,8
2021-05,전남,연립,연립,연립,144
2021-05,전남,아파트,아파트,아파트,855
2021-05,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),327
2021-05,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),388
2021-05,경북,단독,단독,단독,270
2021-05,경북,단독,다가구,동수,14
2021-05,경북,단독,다가구,가구수,75
2021-05,경북,다세대,다세대,다세대,43
2021-05,경북,연립,연립,연립,0
2021-05,경북,아파트,아파트,아파트,0
2021-05,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,420
2021-05,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,513
2021-05,경남,단독,단독,단독,246
2021-05,경남,단독,다가구,동수,19
2021-05,경남,단독,다가구,가구수,112
2021-05,경남,다세대,다세대,다세대,8
2021-05,경남,연립,연립,연립,70
2021-05,경남,아파트,아파트,아파트,1,077
2021-05,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),245
2021-05,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),288
2021-05,제주,단독,단독,단독,131
2021-05,제주,단독,다가구,동수,17
2021-05,제주,단독,다가구,가구수,60
2021-05,제주,다세대,다세대,다세대,59
2021-05,제주,연립,연립,연립,38
2021-05,제주,아파트,아파트,아파트,0
2021-06,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),33,819
2021-06,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),36,378
2021-06,총계,단독,단독,단독,2,970
2021-06,총계,단독,다가구,동수,442
2021-06,총계,단독,다가구,가구수,3,001
2021-06,총계,다세대,다세대,다세대,3,556
2021-06,총계,연립,연립,연립,1,124
2021-06,총계,아파트,아파트,아파트,25,727
2021-06,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),18,887
2021-06,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),19,615
2021-06,수도권소계,단독,단독,단독,775
2021-06,수도권소계,단독,다가구,동수,166
2021-06,수도권소계,단독,다가구,가구수,894
2021-06,수도권소계,다세대,다세대,다세대,3,208
2021-06,수도권소계,연립,연립,연립,588
2021-06,수도권소계,아파트,아파트,아파트,14,150
2021-06,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5,112
2021-06,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5,245
2021-06,서울,단독,단독,단독,72
2021-06,서울,단독,다가구,동수,31
2021-06,서울,단독,다가구,가구수,164
2021-06,서울,다세대,다세대,다세대,1,953
2021-06,서울,연립,연립,연립,64
2021-06,서울,아파트,아파트,아파트,2,992
2021-06,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,484
2021-06,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,502
2021-06,인천,단독,단독,단독,85
2021-06,인천,단독,다가구,동수,5
2021-06,인천,단독,다가구,가구수,23
2021-06,인천,다세대,다세대,다세대,158
2021-06,인천,연립,연립,연립,116
2021-06,인천,아파트,아파트,아파트,3,120
2021-06,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),10,291
2021-06,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),10,868
2021-06,경기,단독,단독,단독,618
2021-06,경기,단독,다가구,동수,130
2021-06,경기,단독,다가구,가구수,707
2021-06,경기,다세대,다세대,다세대,1,097
2021-06,경기,연립,연립,연립,408
2021-06,경기,아파트,아파트,아파트,8,038
2021-06,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),14,932
2021-06,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),16,763
2021-06,지방소계,단독,단독,단독,2,195
2021-06,지방소계,단독,다가구,동수,276
2021-06,지방소계,단독,다가구,가구수,2,107
2021-06,지방소계,다세대,다세대,다세대,348
2021-06,지방소계,연립,연립,연립,536
2021-06,지방소계,아파트,아파트,아파트,11,577
2021-06,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,347
2021-06,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5,013
2021-06,기타광역시,단독,단독,단독,131
2021-06,기타광역시,단독,다가구,동수,91
2021-06,기타광역시,단독,다가구,가구수,757
2021-06,기타광역시,다세대,다세대,다세대,234
2021-06,기타광역시,연립,연립,연립,152
2021-06,기타광역시,아파트,아파트,아파트,3,739
2021-06,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,975
2021-06,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,997
2021-06,부산,단독,단독,단독,20
2021-06,부산,단독,다가구,동수,6
2021-06,부산,단독,다가구,가구수,28
2021-06,부산,다세대,다세대,다세대,207
2021-06,부산,연립,연립,연립,15
2021-06,부산,아파트,아파트,아파트,1,727
2021-06,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),908
2021-06,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,051
2021-06,대구,단독,단독,단독,34
2021-06,대구,단독,다가구,동수,30
2021-06,대구,단독,다가구,가구수,173
2021-06,대구,다세대,다세대,다세대,0
2021-06,대구,연립,연립,연립,0
2021-06,대구,아파트,아파트,아파트,844
2021-06,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,350
2021-06,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,506
2021-06,광주,단독,단독,단독,17
2021-06,광주,단독,다가구,동수,19
2021-06,광주,단독,다가구,가구수,175
2021-06,광주,다세대,다세대,다세대,9
2021-06,광주,연립,연립,연립,137
2021-06,광주,아파트,아파트,아파트,1,168
2021-06,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),57
2021-06,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),386
2021-06,대전,단독,단독,단독,16
2021-06,대전,단독,다가구,동수,29
2021-06,대전,단독,다가구,가구수,358
2021-06,대전,다세대,다세대,다세대,12
2021-06,대전,연립,연립,연립,0
2021-06,대전,아파트,아파트,아파트,0
2021-06,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),57
2021-06,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),73
2021-06,울산,단독,단독,단독,44
2021-06,울산,단독,다가구,동수,7
2021-06,울산,단독,다가구,가구수,23
2021-06,울산,다세대,다세대,다세대,6
2021-06,울산,연립,연립,연립,0
2021-06,울산,아파트,아파트,아파트,0
2021-06,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),10,585
2021-06,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),11,750
2021-06,기타지방,단독,단독,단독,2,064
2021-06,기타지방,단독,다가구,동수,185
2021-06,기타지방,단독,다가구,가구수,1,350
2021-06,기타지방,다세대,다세대,다세대,114
2021-06,기타지방,연립,연립,연립,384
2021-06,기타지방,아파트,아파트,아파트,7,838
2021-06,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),867
2021-06,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),876
2021-06,세종,단독,단독,단독,21
2021-06,세종,단독,다가구,동수,1
2021-06,세종,단독,다가구,가구수,10
2021-06,세종,다세대,다세대,다세대,0
2021-06,세종,연립,연립,연립,0
2021-06,세종,아파트,아파트,아파트,845
2021-06,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,247
2021-06,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,301
2021-06,강원,단독,단독,단독,284
2021-06,강원,단독,다가구,동수,9
2021-06,강원,단독,다가구,가구수,63
2021-06,강원,다세대,다세대,다세대,48
2021-06,강원,연립,연립,연립,118
2021-06,강원,아파트,아파트,아파트,788
2021-06,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,519
2021-06,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,771
2021-06,충북,단독,단독,단독,196
2021-06,충북,단독,다가구,동수,34
2021-06,충북,단독,다가구,가구수,286
2021-06,충북,다세대,다세대,다세대,0
2021-06,충북,연립,연립,연립,24
2021-06,충북,아파트,아파트,아파트,1,265
2021-06,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,069
2021-06,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,257
2021-06,충남,단독,단독,단독,267
2021-06,충남,단독,다가구,동수,24
2021-06,충남,단독,다가구,가구수,212
2021-06,충남,다세대,다세대,다세대,8
2021-06,충남,연립,연립,연립,24
2021-06,충남,아파트,아파트,아파트,746
2021-06,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),830
2021-06,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,023
2021-06,전북,단독,단독,단독,182
2021-06,전북,단독,다가구,동수,24
2021-06,전북,단독,다가구,가구수,217
2021-06,전북,다세대,다세대,다세대,0
2021-06,전북,연립,연립,연립,29
2021-06,전북,아파트,아파트,아파트,595
2021-06,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,742
2021-06,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,951
2021-06,전남,단독,단독,단독,317
2021-06,전남,단독,다가구,동수,23
2021-06,전남,단독,다가구,가구수,232
2021-06,전남,다세대,다세대,다세대,0
2021-06,전남,연립,연립,연립,131
2021-06,전남,아파트,아파트,아파트,1,271
2021-06,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,838
2021-06,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,960
2021-06,경북,단독,단독,단독,383
2021-06,경북,단독,다가구,동수,26
2021-06,경북,단독,다가구,가구수,148
2021-06,경북,다세대,다세대,다세대,0
2021-06,경북,연립,연립,연립,14
2021-06,경북,아파트,아파트,아파트,1,415
2021-06,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),808
2021-06,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),912
2021-06,경남,단독,단독,단독,265
2021-06,경남,단독,다가구,동수,27
2021-06,경남,단독,다가구,가구수,131
2021-06,경남,다세대,다세대,다세대,16
2021-06,경남,연립,연립,연립,0
2021-06,경남,아파트,아파트,아파트,500
2021-06,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),665
2021-06,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),699
2021-06,제주,단독,단독,단독,149
2021-06,제주,단독,다가구,동수,17
2021-06,제주,단독,다가구,가구수,51
2021-06,제주,다세대,다세대,다세대,42
2021-06,제주,연립,연립,연립,44
2021-06,제주,아파트,아파트,아파트,413
2021-07,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),37,569
2021-07,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),40,119
2021-07,총계,단독,단독,단독,3,549
2021-07,총계,단독,다가구,동수,493
2021-07,총계,단독,다가구,가구수,3,043
2021-07,총계,다세대,다세대,다세대,3,833
2021-07,총계,연립,연립,연립,1,027
2021-07,총계,아파트,아파트,아파트,28,667
2021-07,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),24,998
2021-07,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),25,872
2021-07,수도권소계,단독,단독,단독,935
2021-07,수도권소계,단독,다가구,동수,194
2021-07,수도권소계,단독,다가구,가구수,1,068
2021-07,수도권소계,다세대,다세대,다세대,3,368
2021-07,수도권소계,연립,연립,연립,854
2021-07,수도권소계,아파트,아파트,아파트,19,647
2021-07,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),7,040
2021-07,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),7,193
2021-07,서울,단독,단독,단독,67
2021-07,서울,단독,다가구,동수,38
2021-07,서울,단독,다가구,가구수,191
2021-07,서울,다세대,다세대,다세대,2,205
2021-07,서울,연립,연립,연립,64
2021-07,서울,아파트,아파트,아파트,4,666
2021-07,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,912
2021-07,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,957
2021-07,인천,단독,단독,단독,73
2021-07,인천,단독,다가구,동수,5
2021-07,인천,단독,다가구,가구수,50
2021-07,인천,다세대,다세대,다세대,123
2021-07,인천,연립,연립,연립,227
2021-07,인천,아파트,아파트,아파트,1,484
2021-07,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),16,046
2021-07,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),16,722
2021-07,경기,단독,단독,단독,795
2021-07,경기,단독,다가구,동수,151
2021-07,경기,단독,다가구,가구수,827
2021-07,경기,다세대,다세대,다세대,1,040
2021-07,경기,연립,연립,연립,563
2021-07,경기,아파트,아파트,아파트,13,497
2021-07,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),12,571
2021-07,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),14,247
2021-07,지방소계,단독,단독,단독,2,614
2021-07,지방소계,단독,다가구,동수,299
2021-07,지방소계,단독,다가구,가구수,1,975
2021-07,지방소계,다세대,다세대,다세대,465
2021-07,지방소계,연립,연립,연립,173
2021-07,지방소계,아파트,아파트,아파트,9,020
2021-07,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,352
2021-07,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,977
2021-07,기타광역시,단독,단독,단독,162
2021-07,기타광역시,단독,다가구,동수,98
2021-07,기타광역시,단독,다가구,가구수,723
2021-07,기타광역시,다세대,다세대,다세대,313
2021-07,기타광역시,연립,연립,연립,5
2021-07,기타광역시,아파트,아파트,아파트,3,774
2021-07,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,053
2021-07,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,062
2021-07,부산,단독,단독,단독,35
2021-07,부산,단독,다가구,동수,5
2021-07,부산,단독,다가구,가구수,14
2021-07,부산,다세대,다세대,다세대,227
2021-07,부산,연립,연립,연립,0
2021-07,부산,아파트,아파트,아파트,1,786
2021-07,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,078
2021-07,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,309
2021-07,대구,단독,단독,단독,33
2021-07,대구,단독,다가구,동수,34
2021-07,대구,단독,다가구,가구수,265
2021-07,대구,다세대,다세대,다세대,23
2021-07,대구,연립,연립,연립,0
2021-07,대구,아파트,아파트,아파트,1,988
2021-07,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),74
2021-07,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),225
2021-07,광주,단독,단독,단독,27
2021-07,광주,단독,다가구,동수,23
2021-07,광주,단독,다가구,가구수,174
2021-07,광주,다세대,다세대,다세대,19
2021-07,광주,연립,연립,연립,5
2021-07,광주,아파트,아파트,아파트,0
2021-07,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),99
2021-07,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),312
2021-07,대전,단독,단독,단독,27
2021-07,대전,단독,다가구,동수,28
2021-07,대전,단독,다가구,가구수,241
2021-07,대전,다세대,다세대,다세대,44
2021-07,대전,연립,연립,연립,0
2021-07,대전,아파트,아파트,아파트,0
2021-07,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),48
2021-07,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),69
2021-07,울산,단독,단독,단독,40
2021-07,울산,단독,다가구,동수,8
2021-07,울산,단독,다가구,가구수,29
2021-07,울산,다세대,다세대,다세대,0
2021-07,울산,연립,연립,연립,0
2021-07,울산,아파트,아파트,아파트,0
2021-07,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),8,219
2021-07,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),9,270
2021-07,기타지방,단독,단독,단독,2,452
2021-07,기타지방,단독,다가구,동수,201
2021-07,기타지방,단독,다가구,가구수,1,252
2021-07,기타지방,다세대,다세대,다세대,152
2021-07,기타지방,연립,연립,연립,168
2021-07,기타지방,아파트,아파트,아파트,5,246
2021-07,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),24
2021-07,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),24
2021-07,세종,단독,단독,단독,24
2021-07,세종,단독,다가구,동수,0
2021-07,세종,단독,다가구,가구수,0
2021-07,세종,다세대,다세대,다세대,0
2021-07,세종,연립,연립,연립,0
2021-07,세종,아파트,아파트,아파트,0
2021-07,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,238
2021-07,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,362
2021-07,강원,단독,단독,단독,394
2021-07,강원,단독,다가구,동수,29
2021-07,강원,단독,다가구,가구수,153
2021-07,강원,다세대,다세대,다세대,16
2021-07,강원,연립,연립,연립,0
2021-07,강원,아파트,아파트,아파트,799
2021-07,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,360
2021-07,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,507
2021-07,충북,단독,단독,단독,264
2021-07,충북,단독,다가구,동수,20
2021-07,충북,단독,다가구,가구수,167
2021-07,충북,다세대,다세대,다세대,0
2021-07,충북,연립,연립,연립,0
2021-07,충북,아파트,아파트,아파트,1,076
2021-07,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,851
2021-07,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,053
2021-07,충남,단독,단독,단독,364
2021-07,충남,단독,다가구,동수,26
2021-07,충남,단독,다가구,가구수,228
2021-07,충남,다세대,다세대,다세대,64
2021-07,충남,연립,연립,연립,0
2021-07,충남,아파트,아파트,아파트,1,397
2021-07,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),256
2021-07,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),317
2021-07,전북,단독,단독,단독,223
2021-07,전북,단독,다가구,동수,7
2021-07,전북,단독,다가구,가구수,68
2021-07,전북,다세대,다세대,다세대,0
2021-07,전북,연립,연립,연립,0
2021-07,전북,아파트,아파트,아파트,26
2021-07,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,257
2021-07,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,443
2021-07,전남,단독,단독,단독,335
2021-07,전남,단독,다가구,동수,36
2021-07,전남,단독,다가구,가구수,222
2021-07,전남,다세대,다세대,다세대,24
2021-07,전남,연립,연립,연립,39
2021-07,전남,아파트,아파트,아파트,1,823
2021-07,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),548
2021-07,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),657
2021-07,경북,단독,단독,단독,401
2021-07,경북,단독,다가구,동수,28
2021-07,경북,단독,다가구,가구수,137
2021-07,경북,다세대,다세대,다세대,8
2021-07,경북,연립,연립,연립,0
2021-07,경북,아파트,아파트,아파트,111
2021-07,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),374
2021-07,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),560
2021-07,경남,단독,단독,단독,329
2021-07,경남,단독,다가구,동수,39
2021-07,경남,단독,다가구,가구수,225
2021-07,경남,다세대,다세대,다세대,6
2021-07,경남,연립,연립,연립,0
2021-07,경남,아파트,아파트,아파트,0
2021-07,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),311
2021-07,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),347
2021-07,제주,단독,단독,단독,118
2021-07,제주,단독,다가구,동수,16
2021-07,제주,단독,다가구,가구수,52
2021-07,제주,다세대,다세대,다세대,34
2021-07,제주,연립,연립,연립,129
2021-07,제주,아파트,아파트,아파트,14
2021-08,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),28,070
2021-08,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),30,689
